Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 01:13:44.448000,PER,0 days 00:01:49.387000,1.0,1.0,,,,0 days 00:00:58.529000,0 days 00:00:18.892000,,0 days 01:13:25.666000,0 days 01:13:44.566000,263.0,185.0,300.0,176.0,False,INTERMEDIATE,1.0,True,0 days 01:11:54.770000,2024-11-03 15:49:57.516,19.0,False
0 days 01:15:11.495000,PER,0 days 00:01:27.047000,2.0,1.0,,,0 days 00:00:22.553000,0 days 00:00:45.803000,0 days 00:00:18.691000,0 days 01:14:07.016000,0 days 01:14:52.819000,0 days 01:15:11.510000,293.0,203.0,303.0,231.0,True,INTERMEDIATE,2.0,True,0 days 01:13:44.448000,2024-11-03 15:51:47.194,18.0,False
0 days 01:16:37.386000,PER,0 days 00:01:25.891000,3.0,1.0,,,0 days 00:00:21.828000,0 days 00:00:45.454000,0 days 00:00:18.609000,0 days 01:15:33.338000,0 days 01:16:18.792000,0 days 01:16:37.401000,300.0,207.0,305.0,237.0,True,INTERMEDIATE,3.0,True,0 days 01:15:11.495000,2024-11-03 15:53:14.241,18.0,False
0 days 01:18:03.660000,PER,0 days 00:01:26.274000,4.0,1.0,,,0 days 00:00:21.670000,0 days 00:00:45.648000,0 days 00:00:18.956000,0 days 01:16:59.071000,0 days 01:17:44.719000,0 days 01:18:03.675000,301.0,191.0,309.0,253.0,False,INTERMEDIATE,4.0,True,0 days 01:16:37.386000,2024-11-03 15:54:40.132,18.0,False
0 days 01:19:29.722000,PER,0 days 00:01:26.062000,5.0,1.0,,,0 days 00:00:21.924000,0 days 00:00:45.686000,0 days 00:00:18.452000,0 days 01:18:25.599000,0 days 01:19:11.285000,0 days 01:19:29.737000,299.0,208.0,309.0,239.0,False,INTERMEDIATE,5.0,True,0 days 01:18:03.660000,2024-11-03 15:56:06.406,17.0,False
0 days 01:20:56.026000,PER,0 days 00:01:26.304000,6.0,1.0,,,0 days 00:00:22.015000,0 days 00:00:45.839000,0 days 00:00:18.450000,0 days 01:19:51.752000,0 days 01:20:37.591000,0 days 01:20:56.041000,291.0,209.0,306.0,226.0,False,INTERMEDIATE,6.0,True,0 days 01:19:29.722000,2024-11-03 15:57:32.468,17.0,False
0 days 01:22:21.856000,PER,0 days 00:01:25.830000,7.0,1.0,,,0 days 00:00:21.571000,0 days 00:00:45.589000,0 days 00:00:18.670000,0 days 01:21:17.612000,0 days 01:22:03.201000,0 days 01:22:21.871000,303.0,205.0,304.0,233.0,True,INTERMEDIATE,7.0,True,0 days 01:20:56.026000,2024-11-03 15:58:58.772,17.0,False
0 days 01:23:46.958000,PER,0 days 00:01:25.102000,8.0,1.0,,,0 days 00:00:21.480000,0 days 00:00:45.085000,0 days 00:00:18.537000,0 days 01:22:43.351000,0 days 01:23:28.436000,0 days 01:23:46.973000,302.0,203.0,308.0,244.0,True,INTERMEDIATE,8.0,True,0 days 01:22:21.856000,2024-11-03 16:00:24.602,17.0,False
0 days 01:25:12.211000,PER,0 days 00:01:25.253000,9.0,1.0,,,0 days 00:00:21.472000,0 days 00:00:45.324000,0 days 00:00:18.457000,0 days 01:24:08.445000,0 days 01:24:53.769000,0 days 01:25:12.226000,300.0,199.0,308.0,247.0,False,INTERMEDIATE,9.0,True,0 days 01:23:46.958000,2024-11-03 16:01:49.704,17.0,False
0 days 01:26:37.122000,PER,0 days 00:01:24.911000,10.0,1.0,,,0 days 00:00:21.538000,0 days 00:00:44.942000,0 days 00:00:18.431000,0 days 01:25:33.764000,0 days 01:26:18.706000,0 days 01:26:37.137000,301.0,207.0,310.0,240.0,True,INTERMEDIATE,10.0,True,0 days 01:25:12.211000,2024-11-03 16:03:14.957,17.0,False
