Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:49:49.856000,BOT,,1.0,1.0,,,,0 days 00:00:33.565000,0 days 00:00:22.607000,,0 days 00:49:27.467000,0 days 00:49:50.002000,313.0,225.0,275.0,306.0,False,MEDIUM,1.0,True,0 days 00:48:29.599000,2024-06-29 10:06:04.325,18.0,False
0 days 00:51:01.797000,BOT,0 days 00:01:11.941000,2.0,1.0,,,0 days 00:00:17.888000,0 days 00:00:32.175000,0 days 00:00:21.878000,0 days 00:50:07.753000,0 days 00:50:39.928000,0 days 00:51:01.806000,321.0,222.0,286.0,319.0,True,MEDIUM,2.0,True,0 days 00:49:49.856000,2024-06-29 10:07:24.582,18.0,False
0 days 00:52:13.338000,BOT,0 days 00:01:11.541000,3.0,1.0,,,0 days 00:00:17.399000,0 days 00:00:32.230000,0 days 00:00:21.912000,0 days 00:51:19.205000,0 days 00:51:51.435000,0 days 00:52:13.347000,320.0,221.0,283.0,319.0,True,MEDIUM,3.0,True,0 days 00:51:01.797000,2024-06-29 10:08:36.523,18.0,False
0 days 00:53:24.169000,BOT,0 days 00:01:10.831000,4.0,1.0,,,0 days 00:00:17.307000,0 days 00:00:31.740000,0 days 00:00:21.784000,0 days 00:52:30.654000,0 days 00:53:02.394000,0 days 00:53:24.178000,324.0,223.0,284.0,319.0,True,MEDIUM,4.0,True,0 days 00:52:13.338000,2024-06-29 10:09:48.064,18.0,False
0 days 00:54:34.807000,BOT,0 days 00:01:10.638000,5.0,1.0,,,0 days 00:00:17.137000,0 days 00:00:31.841000,0 days 00:00:21.660000,0 days 00:53:41.315000,0 days 00:54:13.156000,0 days 00:54:34.816000,319.0,224.0,283.0,316.0,True,MEDIUM,5.0,True,0 days 00:53:24.169000,2024-06-29 10:10:58.895,18.0,False
0 days 00:55:45.439000,BOT,0 days 00:01:10.632000,6.0,1.0,,,0 days 00:00:17.220000,0 days 00:00:31.637000,0 days 00:00:21.775000,0 days 00:54:52.036000,0 days 00:55:23.673000,0 days 00:55:45.448000,,220.0,282.0,317.0,True,MEDIUM,6.0,True,0 days 00:54:34.807000,2024-06-29 10:12:09.533,18.0,False
0 days 00:56:56.107000,BOT,0 days 00:01:10.668000,7.0,1.0,,,0 days 00:00:17.281000,0 days 00:00:31.860000,0 days 00:00:21.527000,0 days 00:56:02.729000,0 days 00:56:34.589000,0 days 00:56:56.116000,317.0,227.0,283.0,316.0,False,MEDIUM,7.0,True,0 days 00:55:45.439000,2024-06-29 10:13:20.165,18.0,False
0 days 00:58:06.697000,BOT,0 days 00:01:10.590000,8.0,1.0,,,0 days 00:00:17.359000,0 days 00:00:31.666000,0 days 00:00:21.565000,0 days 00:57:13.475000,0 days 00:57:45.141000,0 days 00:58:06.706000,315.0,225.0,283.0,313.0,True,MEDIUM,8.0,True,0 days 00:56:56.107000,2024-06-29 10:14:30.833,18.0,False
0 days 00:59:17.382000,BOT,0 days 00:01:10.685000,9.0,1.0,,,0 days 00:00:17.244000,0 days 00:00:31.956000,0 days 00:00:21.485000,0 days 00:58:23.950000,0 days 00:58:55.906000,0 days 00:59:17.391000,316.0,223.0,277.0,301.0,False,MEDIUM,9.0,True,0 days 00:58:06.697000,2024-06-29 10:15:41.423,18.0,False
0 days 01:00:28.153000,BOT,0 days 00:01:10.771000,10.0,1.0,,,0 days 00:00:17.721000,0 days 00:00:31.694000,0 days 00:00:21.356000,0 days 00:59:35.112000,0 days 01:00:06.806000,0 days 01:00:28.162000,298.0,226.0,276.0,299.0,False,MEDIUM,10.0,True,0 days 00:59:17.382000,2024-06-29 10:16:52.108,18.0,False
