Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:56:49.756000,HUL,0 days 00:01:18.420000,1.0,1.0,,,,0 days 00:00:33.185000,0 days 00:00:22.475000,,0 days 00:56:27.434000,0 days 00:56:49.827000,307.0,221.0,271.0,300.0,False,MEDIUM,1.0,True,0 days 00:55:31.047000,2024-06-30 13:03:02.158,9.0,False
0 days 00:57:59.973000,HUL,0 days 00:01:10.217000,2.0,1.0,,,0 days 00:00:17.533000,0 days 00:00:31.155000,0 days 00:00:21.529000,0 days 00:57:07.311000,0 days 00:57:38.466000,0 days 00:57:59.995000,315.0,226.0,274.0,325.0,True,MEDIUM,2.0,True,0 days 00:56:49.756000,2024-06-30 13:04:20.867,8.0,False
0 days 00:59:10.582000,HUL,0 days 00:01:10.609000,3.0,1.0,,,0 days 00:00:17.460000,0 days 00:00:31.698000,0 days 00:00:21.451000,0 days 00:58:17.455000,0 days 00:58:49.153000,0 days 00:59:10.604000,310.0,227.0,275.0,292.0,False,MEDIUM,3.0,True,0 days 00:57:59.973000,2024-06-30 13:05:31.084,8.0,False
0 days 01:00:21.540000,HUL,0 days 00:01:10.958000,4.0,1.0,,,0 days 00:00:17.653000,0 days 00:00:31.601000,0 days 00:00:21.704000,0 days 00:59:28.257000,0 days 00:59:59.858000,0 days 01:00:21.562000,296.0,228.0,273.0,295.0,False,MEDIUM,4.0,True,0 days 00:59:10.582000,2024-06-30 13:06:41.693,8.0,False
0 days 01:01:32.566000,HUL,0 days 00:01:11.026000,5.0,1.0,,,0 days 00:00:17.692000,0 days 00:00:31.757000,0 days 00:00:21.577000,0 days 01:00:39.254000,0 days 01:01:11.011000,0 days 01:01:32.588000,298.0,226.0,273.0,292.0,False,MEDIUM,5.0,True,0 days 01:00:21.540000,2024-06-30 13:07:52.651,8.0,False
0 days 01:02:43.644000,HUL,0 days 00:01:11.078000,6.0,1.0,,,0 days 00:00:17.782000,0 days 00:00:31.820000,0 days 00:00:21.476000,0 days 01:01:50.370000,0 days 01:02:22.190000,0 days 01:02:43.666000,,226.0,273.0,293.0,False,MEDIUM,6.0,True,0 days 01:01:32.566000,2024-06-30 13:09:03.677,8.0,False
0 days 01:03:55.326000,HUL,0 days 00:01:11.682000,7.0,1.0,,,0 days 00:00:17.889000,0 days 00:00:32.087000,0 days 00:00:21.706000,0 days 01:03:01.555000,0 days 01:03:33.642000,0 days 01:03:55.348000,295.0,224.0,272.0,292.0,False,MEDIUM,7.0,True,0 days 01:02:43.644000,2024-06-30 13:10:14.755,8.0,False
0 days 01:05:07.003000,HUL,0 days 00:01:11.677000,8.0,1.0,,,0 days 00:00:17.836000,0 days 00:00:32.125000,0 days 00:00:21.716000,0 days 01:04:13.184000,0 days 01:04:45.309000,0 days 01:05:07.025000,297.0,223.0,272.0,291.0,False,MEDIUM,8.0,True,0 days 01:03:55.326000,2024-06-30 13:11:26.437,8.0,False
0 days 01:06:18.695000,HUL,0 days 00:01:11.692000,9.0,1.0,,,0 days 00:00:17.843000,0 days 00:00:31.988000,0 days 00:00:21.861000,0 days 01:05:24.868000,0 days 01:05:56.856000,0 days 01:06:18.717000,296.0,225.0,271.0,292.0,False,MEDIUM,9.0,True,0 days 01:05:07.003000,2024-06-30 13:12:38.114,8.0,False
0 days 01:07:30.434000,HUL,0 days 00:01:11.739000,10.0,1.0,,,0 days 00:00:17.910000,0 days 00:00:32.055000,0 days 00:00:21.774000,0 days 01:06:36.627000,0 days 01:07:08.682000,0 days 01:07:30.456000,295.0,221.0,270.0,292.0,False,MEDIUM,10.0,True,0 days 01:06:18.695000,2024-06-30 13:13:49.806,8.0,False
0 days 01:08:45.545000,HUL,0 days 00:01:15.111000,11.0,1.0,,0 days 01:08:42.254000,0 days 00:00:17.912000,0 days 00:00:32.172000,0 days 00:00:25.027000,0 days 01:07:48.368000,0 days 01:08:20.540000,0 days 01:08:45.567000,296.0,222.0,,292.0,False,MEDIUM,11.0,True,0 days 01:07:30.434000,2024-06-30 13:15:01.545,10.0,False
0 days 01:11:25.291000,HUL,0 days 00:01:10.544000,13.0,2.0,,,0 days 00:00:17.344000,0 days 00:00:31.761000,0 days 00:00:21.439000,0 days 01:10:32.113000,0 days 01:11:03.874000,0 days 01:11:25.313000,314.0,226.0,272.0,317.0,False,HARD,2.0,True,0 days 01:10:14.747000,2024-06-30 13:17:45.858,14.0,False
