Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:21:35.813000,VER,,1.0,1.0,0 days 00:19:25.267000,,,0 days 00:00:48.283000,0 days 00:00:40.347000,,0 days 00:20:55.466000,0 days 00:21:35.822000,265.0,228.0,226.0,226.0,False,SOFT,1.0,True,0 days 00:19:25.267000,2024-12-07 14:04:25.270,,False
0 days 00:22:59.329000,VER,0 days 00:01:23.516000,2.0,1.0,,,0 days 00:00:17.124000,0 days 00:00:35.990000,0 days 00:00:30.402000,0 days 00:21:52.937000,0 days 00:22:28.927000,0 days 00:22:59.329000,290.0,326.0,219.0,329.0,True,SOFT,2.0,True,0 days 00:21:35.813000,2024-12-07 14:06:35.816,,False
0 days 00:24:55.462000,VER,0 days 00:01:56.133000,3.0,1.0,,0 days 00:24:54.003000,0 days 00:00:24.602000,0 days 00:00:48.288000,0 days 00:00:43.243000,0 days 00:23:23.931000,0 days 00:24:12.219000,0 days 00:24:55.462000,153.0,239.0,,216.0,False,SOFT,3.0,True,0 days 00:22:59.329000,2024-12-07 14:07:59.332,,False
0 days 00:32:18.800000,VER,,4.0,2.0,0 days 00:29:31.315000,,,0 days 00:00:48.426000,0 days 00:00:38.462000,,0 days 00:31:40.416000,0 days 00:32:18.991000,232.0,197.0,226.0,197.0,False,SOFT,4.0,False,0 days 00:24:55.462000,2024-12-07 14:09:55.465,,False
0 days 00:33:42.412000,VER,0 days 00:01:23.612000,5.0,2.0,,,0 days 00:00:17.180000,0 days 00:00:35.902000,0 days 00:00:30.530000,0 days 00:32:35.980000,0 days 00:33:11.882000,0 days 00:33:42.412000,290.0,324.0,219.0,332.0,False,SOFT,5.0,False,0 days 00:32:18.800000,2024-12-07 14:17:18.803,,False
0 days 00:35:18.399000,VER,0 days 00:01:35.987000,6.0,2.0,,0 days 00:35:17.362000,0 days 00:00:19.954000,0 days 00:00:40.473000,0 days 00:00:35.560000,0 days 00:34:02.366000,0 days 00:34:42.839000,0 days 00:35:18.399000,267.0,271.0,,248.0,False,SOFT,6.0,False,0 days 00:33:42.412000,2024-12-07 14:18:42.415,,False
0 days 00:45:44.170000,VER,,7.0,3.0,0 days 00:43:51.263000,,,0 days 00:00:46.871000,0 days 00:00:41.152000,,0 days 00:45:03.116000,0 days 00:45:44.213000,216.0,228.0,226.0,225.0,False,SOFT,1.0,True,0 days 00:35:18.399000,2024-12-07 14:20:18.402,,False
0 days 00:47:07.168000,VER,0 days 00:01:22.998000,8.0,3.0,,,0 days 00:00:17.081000,0 days 00:00:35.785000,0 days 00:00:30.132000,0 days 00:46:01.251000,0 days 00:46:37.036000,0 days 00:47:07.168000,290.0,325.0,219.0,330.0,True,SOFT,2.0,True,0 days 00:45:44.170000,2024-12-07 14:30:44.173,,False
0 days 00:49:04.703000,VER,0 days 00:01:57.535000,9.0,3.0,,0 days 00:49:03.556000,0 days 00:00:26.643000,0 days 00:00:51.562000,0 days 00:00:39.330000,0 days 00:47:33.811000,0 days 00:48:25.373000,0 days 00:49:04.703000,177.0,246.0,,216.0,False,SOFT,3.0,True,0 days 00:47:07.168000,2024-12-07 14:32:07.171,,False
0 days 01:08:27.014000,VER,,10.0,4.0,0 days 01:06:19.042000,,,0 days 00:00:47.001000,0 days 00:00:38.124000,,0 days 01:07:49.045000,0 days 01:08:27.031000,228.0,228.0,228.0,226.0,False,SOFT,1.0,True,0 days 00:49:04.703000,2024-12-07 14:34:04.706,,False
0 days 01:09:49.959000,VER,0 days 00:01:22.945000,11.0,4.0,,,0 days 00:00:17.022000,0 days 00:00:35.730000,0 days 00:00:30.193000,0 days 01:08:44.036000,0 days 01:09:19.766000,0 days 01:09:49.959000,290.0,325.0,202.0,328.0,True,SOFT,2.0,True,0 days 01:08:27.014000,2024-12-07 14:53:27.017,,False
0 days 01:11:27.906000,VER,0 days 00:01:37.947000,12.0,4.0,,0 days 01:11:26.833000,0 days 00:00:20.794000,0 days 00:00:40.946000,0 days 00:00:36.207000,0 days 01:10:10.753000,0 days 01:10:51.699000,0 days 01:11:27.906000,256.0,253.0,,238.0,False,SOFT,3.0,True,0 days 01:09:49.959000,2024-12-07 14:54:49.962,,False
0 days 01:17:24.161000,VER,,13.0,5.0,0 days 01:15:29.080000,,,0 days 00:00:48.456000,0 days 00:00:39.229000,,0 days 01:16:44.983000,0 days 01:17:24.373000,228.0,228.0,227.0,216.0,False,SOFT,1.0,True,0 days 01:11:27.906000,2024-12-07 14:56:27.909,,False
0 days 01:18:47.159000,VER,0 days 00:01:22.998000,14.0,5.0,,,0 days 00:00:17.023000,0 days 00:00:35.831000,0 days 00:00:30.144000,0 days 01:17:41.184000,0 days 01:18:17.015000,0 days 01:18:47.159000,291.0,325.0,220.0,330.0,False,SOFT,2.0,True,0 days 01:17:24.161000,2024-12-07 15:02:24.164,,False
0 days 01:20:39.505000,VER,,15.0,5.0,,0 days 01:20:39.505000,0 days 00:00:22.382000,0 days 00:00:45.831000,,0 days 01:19:09.620000,0 days 01:19:55.457000,,171.0,195.0,,207.0,False,SOFT,3.0,True,0 days 01:18:47.159000,2024-12-07 15:03:47.162,,False
