Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:15:00.441000,OCO,,1.0,1.0,0 days 00:13:01.865000,,,0 days 00:00:45.990000,0 days 00:00:31.466000,,0 days 00:14:29.058000,0 days 00:15:00.482000,255.0,220.0,227.0,266.0,False,INTERMEDIATE,1.0,True,0 days 00:13:01.865000,2024-07-06 14:00:14.874,,False
0 days 00:16:39.519000,OCO,0 days 00:01:39.078000,2.0,1.0,,,0 days 00:00:31.351000,0 days 00:00:40.189000,0 days 00:00:27.538000,0 days 00:15:31.792000,0 days 00:16:11.981000,0 days 00:16:39.519000,287.0,243.0,231.0,292.0,True,INTERMEDIATE,2.0,True,0 days 00:15:00.441000,2024-07-06 14:02:13.450,,False
0 days 00:18:36.741000,OCO,0 days 00:01:57.222000,3.0,1.0,,,0 days 00:00:38.187000,0 days 00:00:48.457000,0 days 00:00:30.578000,0 days 00:17:17.706000,0 days 00:18:06.163000,0 days 00:18:36.741000,255.0,221.0,227.0,270.0,False,INTERMEDIATE,3.0,True,0 days 00:16:39.519000,2024-07-06 14:03:52.528,,False
0 days 00:20:16.651000,OCO,0 days 00:01:39.910000,4.0,1.0,,,0 days 00:00:31.337000,0 days 00:00:40.453000,0 days 00:00:28.120000,0 days 00:19:08.078000,0 days 00:19:48.531000,0 days 00:20:16.651000,288.0,239.0,225.0,292.0,False,INTERMEDIATE,4.0,True,0 days 00:18:36.741000,2024-07-06 14:05:49.750,,False
0 days 00:22:14.698000,OCO,0 days 00:01:58.047000,5.0,1.0,,0 days 00:22:08.024000,0 days 00:00:36.887000,0 days 00:00:47.799000,0 days 00:00:33.361000,0 days 00:20:53.538000,0 days 00:21:41.337000,0 days 00:22:14.698000,261.0,221.0,,238.0,False,INTERMEDIATE,5.0,True,0 days 00:20:16.651000,2024-07-06 14:07:29.660,,False
0 days 00:32:44.252000,OCO,,6.0,2.0,0 days 00:22:41.157000,0 days 00:24:41.200000,0 days 00:00:59.588000,,,0 days 00:23:14.317000,,,270.0,,,,False,SOFT,1.0,True,0 days 00:22:14.698000,2024-07-06 14:09:27.707,,False
0 days 00:34:29.832000,OCO,,7.0,3.0,0 days 00:32:44.252000,,,0 days 00:00:41.751000,0 days 00:00:28.494000,,0 days 00:34:01.356000,0 days 00:34:30.128000,266.0,232.0,221.0,282.0,False,SOFT,1.0,True,0 days 00:32:44.252000,2024-07-06 14:19:57.261,,False
0 days 00:36:06.246000,OCO,0 days 00:01:36.414000,8.0,3.0,,,0 days 00:00:29.752000,0 days 00:00:38.313000,0 days 00:00:28.349000,0 days 00:34:59.584000,0 days 00:35:37.897000,0 days 00:36:06.246000,275.0,254.0,236.0,276.0,True,SOFT,2.0,True,0 days 00:34:29.832000,2024-07-06 14:21:42.841,,False
0 days 00:37:40.803000,OCO,0 days 00:01:34.557000,9.0,3.0,,,0 days 00:00:30.569000,0 days 00:00:38.201000,0 days 00:00:25.787000,0 days 00:36:36.815000,0 days 00:37:15.016000,0 days 00:37:40.803000,287.0,253.0,244.0,295.0,True,SOFT,3.0,True,0 days 00:36:06.246000,2024-07-06 14:23:19.255,,False
0 days 00:39:17.001000,OCO,0 days 00:01:36.198000,10.0,3.0,,,0 days 00:00:30.668000,0 days 00:00:39.781000,0 days 00:00:25.749000,0 days 00:38:11.471000,0 days 00:38:51.252000,0 days 00:39:17.001000,262.0,234.0,237.0,291.0,False,SOFT,4.0,True,0 days 00:37:40.803000,2024-07-06 14:24:53.812,,False
0 days 00:41:02.924000,OCO,0 days 00:01:45.923000,11.0,3.0,,0 days 00:40:56.941000,0 days 00:00:30.081000,0 days 00:00:46.596000,0 days 00:00:29.246000,0 days 00:39:47.082000,0 days 00:40:33.678000,0 days 00:41:02.924000,,232.0,,263.0,False,SOFT,5.0,True,0 days 00:39:17.001000,2024-07-06 14:26:30.010,,False
