Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:45:47.511000,ALO,,1.0,1.0,,,,0 days 00:00:30.284000,0 days 00:00:25.997000,,0 days 00:45:21.655000,0 days 00:45:47.562000,228.0,285.0,277.0,266.0,False,MEDIUM,7.0,False,0 days 00:44:13.204000,2024-11-30 14:03:27.543,10.0,False
0 days 00:47:15.871000,ALO,0 days 00:01:28.360000,2.0,1.0,,,0 days 00:00:33.205000,0 days 00:00:29.875000,0 days 00:00:25.280000,0 days 00:46:20.733000,0 days 00:46:50.608000,0 days 00:47:15.888000,242.0,283.0,278.0,294.0,True,MEDIUM,8.0,False,0 days 00:45:47.511000,2024-11-30 14:05:01.850,10.0,False
0 days 00:48:43.234000,ALO,0 days 00:01:27.363000,3.0,1.0,,,0 days 00:00:32.355000,0 days 00:00:29.437000,0 days 00:00:25.571000,0 days 00:47:48.243000,0 days 00:48:17.680000,0 days 00:48:43.251000,240.0,284.0,275.0,304.0,True,MEDIUM,9.0,False,0 days 00:47:15.871000,2024-11-30 14:06:30.210,10.0,False
0 days 00:50:10.273000,ALO,0 days 00:01:27.039000,4.0,1.0,,,0 days 00:00:32.345000,0 days 00:00:29.379000,0 days 00:00:25.315000,0 days 00:49:15.596000,0 days 00:49:44.975000,0 days 00:50:10.290000,236.0,286.0,275.0,302.0,True,MEDIUM,10.0,False,0 days 00:48:43.234000,2024-11-30 14:07:57.573,10.0,False
0 days 00:51:37.352000,ALO,0 days 00:01:27.079000,5.0,1.0,,,0 days 00:00:32.741000,0 days 00:00:29.289000,0 days 00:00:25.049000,0 days 00:50:43.031000,0 days 00:51:12.320000,0 days 00:51:37.369000,,287.0,284.0,300.0,False,MEDIUM,11.0,False,0 days 00:50:10.273000,2024-11-30 14:09:24.612,11.0,False
0 days 00:53:03.761000,ALO,0 days 00:01:26.409000,6.0,1.0,,,0 days 00:00:31.990000,0 days 00:00:29.364000,0 days 00:00:25.055000,0 days 00:52:09.359000,0 days 00:52:38.723000,0 days 00:53:03.778000,232.0,286.0,280.0,330.0,True,MEDIUM,12.0,False,0 days 00:51:37.352000,2024-11-30 14:10:51.691,11.0,False
0 days 00:54:29.764000,ALO,0 days 00:01:26.003000,7.0,1.0,,,0 days 00:00:31.670000,0 days 00:00:29.354000,0 days 00:00:24.979000,0 days 00:53:35.448000,0 days 00:54:04.802000,0 days 00:54:29.781000,239.0,286.0,279.0,315.0,True,MEDIUM,13.0,False,0 days 00:53:03.761000,2024-11-30 14:12:18.100,11.0,False
0 days 00:55:55.275000,ALO,0 days 00:01:25.511000,8.0,1.0,,,0 days 00:00:31.601000,0 days 00:00:29.165000,0 days 00:00:24.745000,0 days 00:55:01.382000,0 days 00:55:30.547000,0 days 00:55:55.292000,243.0,286.0,281.0,314.0,True,MEDIUM,14.0,False,0 days 00:54:29.764000,2024-11-30 14:13:44.103,11.0,False
0 days 00:57:21.078000,ALO,0 days 00:01:25.803000,9.0,1.0,,,0 days 00:00:31.707000,0 days 00:00:29.206000,0 days 00:00:24.890000,0 days 00:56:26.999000,0 days 00:56:56.205000,0 days 00:57:21.095000,238.0,287.0,281.0,,False,MEDIUM,15.0,False,0 days 00:55:55.275000,2024-11-30 14:15:09.614,11.0,False
0 days 00:58:46.817000,ALO,0 days 00:01:25.739000,10.0,1.0,,,0 days 00:00:31.577000,0 days 00:00:29.354000,0 days 00:00:24.808000,0 days 00:57:52.672000,0 days 00:58:22.026000,0 days 00:58:46.834000,240.0,287.0,281.0,321.0,False,MEDIUM,16.0,False,0 days 00:57:21.078000,2024-11-30 14:16:35.417,11.0,False
0 days 01:00:12.511000,ALO,0 days 00:01:25.694000,11.0,1.0,,,0 days 00:00:31.440000,0 days 00:00:29.336000,0 days 00:00:24.918000,0 days 00:59:18.274000,0 days 00:59:47.610000,0 days 01:00:12.528000,239.0,287.0,280.0,326.0,False,MEDIUM,17.0,False,0 days 00:58:46.817000,2024-11-30 14:18:01.156,11.0,False
0 days 01:01:38.427000,ALO,0 days 00:01:25.916000,12.0,1.0,,,0 days 00:00:31.794000,0 days 00:00:29.226000,0 days 00:00:24.896000,0 days 01:00:44.322000,0 days 01:01:13.548000,0 days 01:01:38.444000,235.0,287.0,279.0,305.0,False,MEDIUM,18.0,False,0 days 01:00:12.511000,2024-11-30 14:19:26.850,11.0,False
0 days 01:03:04.087000,ALO,0 days 00:01:25.660000,13.0,1.0,,,0 days 00:00:31.605000,0 days 00:00:29.138000,0 days 00:00:24.917000,0 days 01:02:10.049000,0 days 01:02:39.187000,0 days 01:03:04.104000,239.0,287.0,279.0,,False,MEDIUM,19.0,False,0 days 01:01:38.427000,2024-11-30 14:20:52.766,11.0,False
