Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:17:19.242000,ALO,,1.0,1.0,0 days 00:15:41.345000,,,0 days 00:00:32.089000,0 days 00:00:28.437000,,0 days 00:16:50.895000,0 days 00:17:19.286000,221.0,266.0,281.0,83.0,False,SOFT,4.0,False,0 days 00:15:41.345000,2024-11-30 18:00:57.991,,False
0 days 00:18:41.720000,ALO,0 days 00:01:22.478000,2.0,1.0,,,0 days 00:00:30.443000,0 days 00:00:28.024000,0 days 00:00:24.011000,0 days 00:17:49.685000,0 days 00:18:17.709000,0 days 00:18:41.720000,248.0,288.0,280.0,320.0,True,SOFT,5.0,False,0 days 00:17:19.242000,2024-11-30 18:02:35.888,,False
0 days 00:20:28.466000,ALO,0 days 00:01:46.746000,3.0,1.0,,0 days 00:20:24.291000,0 days 00:00:36.576000,0 days 00:00:34.693000,0 days 00:00:35.477000,0 days 00:19:18.296000,0 days 00:19:52.989000,0 days 00:20:28.466000,208.0,234.0,,302.0,False,SOFT,6.0,False,0 days 00:18:41.720000,2024-11-30 18:03:58.366,,False
0 days 00:22:33.544000,ALO,0 days 00:02:05.078000,4.0,2.0,0 days 00:20:56.810000,,0 days 00:01:03.604000,0 days 00:00:32.213000,0 days 00:00:29.261000,0 days 00:21:32.070000,0 days 00:22:04.283000,0 days 00:22:33.544000,219.0,266.0,283.0,113.0,False,SOFT,1.0,True,0 days 00:20:28.466000,2024-11-30 18:05:45.112,,False
0 days 00:23:55.152000,ALO,0 days 00:01:21.608000,5.0,2.0,,,0 days 00:00:30.024000,0 days 00:00:27.738000,0 days 00:00:23.846000,0 days 00:23:03.568000,0 days 00:23:31.306000,0 days 00:23:55.152000,249.0,289.0,281.0,322.0,True,SOFT,2.0,True,0 days 00:22:33.544000,2024-11-30 18:07:50.190,,False
0 days 00:25:43.091000,ALO,0 days 00:01:47.939000,6.0,2.0,,0 days 00:25:39.008000,0 days 00:00:37.991000,0 days 00:00:32.863000,0 days 00:00:37.085000,0 days 00:24:33.143000,0 days 00:25:06.006000,0 days 00:25:43.091000,209.0,250.0,,220.0,False,SOFT,3.0,True,0 days 00:23:55.152000,2024-11-30 18:09:11.798,,False
0 days 00:32:05.839000,ALO,,7.0,3.0,0 days 00:30:04.918000,,,0 days 00:00:36.413000,0 days 00:00:42.123000,,0 days 00:31:23.719000,0 days 00:32:05.876000,222.0,195.0,282.0,82.0,False,SOFT,1.0,True,0 days 00:25:43.091000,2024-11-30 18:10:59.737,,False
0 days 00:33:38.572000,ALO,0 days 00:01:32.733000,8.0,3.0,,0 days 00:33:34.333000,0 days 00:00:29.885000,0 days 00:00:27.770000,0 days 00:00:35.078000,0 days 00:32:35.724000,0 days 00:33:03.494000,0 days 00:33:38.572000,250.0,287.0,,325.0,False,SOFT,2.0,True,0 days 00:32:05.839000,2024-11-30 18:17:22.485,,False
0 days 00:44:19.612000,ALO,,9.0,4.0,0 days 00:42:42.592000,,,0 days 00:00:32.592000,0 days 00:00:29.199000,,0 days 00:43:50.517000,0 days 00:44:19.612000,220.0,266.0,281.0,170.0,False,SOFT,1.0,True,0 days 00:33:38.572000,2024-11-30 18:18:55.218,,False
0 days 00:45:50.253000,ALO,0 days 00:01:30.641000,10.0,4.0,,0 days 00:45:46.107000,0 days 00:00:30.059000,0 days 00:00:28.021000,0 days 00:00:32.561000,0 days 00:44:49.671000,0 days 00:45:17.692000,0 days 00:45:50.253000,248.0,288.0,,319.0,False,SOFT,2.0,True,0 days 00:44:19.612000,2024-11-30 18:29:36.258,,False
