Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 01:13:29.528000,OCO,0 days 00:01:34.467000,1.0,1.0,,,,0 days 00:00:46.939000,0 days 00:00:18.620000,,0 days 01:13:11.056000,0 days 01:13:29.666000,261.0,198.0,305.0,192.0,False,INTERMEDIATE,3.0,False,0 days 01:11:54.770000,2024-11-03 15:49:57.516,5.0,False
0 days 01:14:55.904000,OCO,0 days 00:01:26.376000,2.0,1.0,,,0 days 00:00:22.069000,0 days 00:00:45.797000,0 days 00:00:18.510000,0 days 01:13:51.654000,0 days 01:14:37.451000,0 days 01:14:55.961000,283.0,201.0,296.0,226.0,True,INTERMEDIATE,4.0,False,0 days 01:13:29.528000,2024-11-03 15:51:32.274,4.0,False
0 days 01:16:22.242000,OCO,0 days 00:01:26.338000,3.0,1.0,,,0 days 00:00:21.898000,0 days 00:00:45.879000,0 days 00:00:18.561000,0 days 01:15:17.859000,0 days 01:16:03.738000,0 days 01:16:22.299000,293.0,201.0,304.0,233.0,True,INTERMEDIATE,5.0,False,0 days 01:14:55.904000,2024-11-03 15:52:58.650,4.0,False
0 days 01:17:47.945000,OCO,0 days 00:01:25.703000,4.0,1.0,,,0 days 00:00:21.705000,0 days 00:00:45.520000,0 days 00:00:18.478000,0 days 01:16:44.004000,0 days 01:17:29.524000,0 days 01:17:48.002000,280.0,207.0,304.0,236.0,True,INTERMEDIATE,6.0,False,0 days 01:16:22.242000,2024-11-03 15:54:24.988,4.0,False
0 days 01:19:13.362000,OCO,0 days 00:01:25.417000,5.0,1.0,,,0 days 00:00:21.759000,0 days 00:00:45.152000,0 days 00:00:18.506000,0 days 01:18:09.761000,0 days 01:18:54.913000,0 days 01:19:13.419000,286.0,209.0,304.0,240.0,True,INTERMEDIATE,7.0,False,0 days 01:17:47.945000,2024-11-03 15:55:50.691,4.0,False
0 days 01:20:38.373000,OCO,0 days 00:01:25.011000,6.0,1.0,,,0 days 00:00:21.530000,0 days 00:00:45.079000,0 days 00:00:18.402000,0 days 01:19:34.949000,0 days 01:20:20.028000,0 days 01:20:38.430000,290.0,208.0,304.0,241.0,True,INTERMEDIATE,8.0,False,0 days 01:19:13.362000,2024-11-03 15:57:16.108,4.0,False
0 days 01:22:03.753000,OCO,0 days 00:01:25.380000,7.0,1.0,,,0 days 00:00:21.620000,0 days 00:00:45.372000,0 days 00:00:18.388000,0 days 01:21:00.050000,0 days 01:21:45.422000,0 days 01:22:03.810000,286.0,209.0,304.0,243.0,False,INTERMEDIATE,9.0,False,0 days 01:20:38.373000,2024-11-03 15:58:41.119,4.0,False
0 days 01:23:28.707000,OCO,0 days 00:01:24.954000,8.0,1.0,,,0 days 00:00:21.492000,0 days 00:00:45.136000,0 days 00:00:18.326000,0 days 01:22:25.302000,0 days 01:23:10.438000,0 days 01:23:28.764000,292.0,212.0,305.0,246.0,True,INTERMEDIATE,10.0,False,0 days 01:22:03.753000,2024-11-03 16:00:06.499,4.0,False
0 days 01:24:53.361000,OCO,0 days 00:01:24.654000,9.0,1.0,,,0 days 00:00:21.375000,0 days 00:00:44.952000,0 days 00:00:18.327000,0 days 01:23:50.139000,0 days 01:24:35.091000,0 days 01:24:53.418000,291.0,210.0,306.0,249.0,True,INTERMEDIATE,11.0,False,0 days 01:23:28.707000,2024-11-03 16:01:31.453,4.0,False
0 days 01:26:17.854000,OCO,0 days 00:01:24.493000,10.0,1.0,,,0 days 00:00:21.335000,0 days 00:00:44.807000,0 days 00:00:18.351000,0 days 01:25:14.753000,0 days 01:25:59.560000,0 days 01:26:17.911000,292.0,213.0,306.0,248.0,True,INTERMEDIATE,12.0,False,0 days 01:24:53.361000,2024-11-03 16:02:56.107,4.0,False
0 days 01:27:42.636000,OCO,0 days 00:01:24.782000,11.0,1.0,,,0 days 00:00:21.476000,0 days 00:00:44.983000,0 days 00:00:18.323000,0 days 01:26:39.387000,0 days 01:27:24.370000,0 days 01:27:42.693000,295.0,213.0,307.0,244.0,False,INTERMEDIATE,13.0,False,0 days 01:26:17.854000,2024-11-03 16:04:20.600,4.0,False
0 days 01:29:07.277000,OCO,0 days 00:01:24.641000,12.0,1.0,,,0 days 00:00:21.399000,0 days 00:00:44.849000,0 days 00:00:18.393000,0 days 01:28:04.092000,0 days 01:28:48.941000,0 days 01:29:07.334000,293.0,215.0,307.0,243.0,False,INTERMEDIATE,14.0,False,0 days 01:27:42.636000,2024-11-03 16:05:45.382,4.0,False
0 days 01:30:32.203000,OCO,0 days 00:01:24.926000,13.0,1.0,,,0 days 00:00:21.445000,0 days 00:00:45.073000,0 days 00:00:18.408000,0 days 01:29:28.779000,0 days 01:30:13.852000,0 days 01:30:32.260000,295.0,208.0,307.0,240.0,False,INTERMEDIATE,15.0,False,0 days 01:29:07.277000,2024-11-03 16:07:10.023,4.0,False
0 days 01:31:57.247000,OCO,0 days 00:01:25.044000,14.0,1.0,,,0 days 00:00:21.715000,0 days 00:00:45.017000,0 days 00:00:18.312000,0 days 01:30:53.975000,0 days 01:31:38.992000,0 days 01:31:57.304000,285.0,212.0,305.0,239.0,False,INTERMEDIATE,16.0,False,0 days 01:30:32.203000,2024-11-03 16:08:34.949,4.0,False
0 days 01:33:22.143000,OCO,0 days 00:01:24.896000,15.0,1.0,,,0 days 00:00:21.504000,0 days 00:00:45.080000,0 days 00:00:18.312000,0 days 01:32:18.808000,0 days 01:33:03.888000,0 days 01:33:22.200000,292.0,211.0,306.0,248.0,False,INTERMEDIATE,17.0,False,0 days 01:31:57.247000,2024-11-03 16:09:59.993,4.0,False
0 days 01:34:47.188000,OCO,0 days 00:01:25.045000,16.0,1.0,,,0 days 00:00:22.208000,0 days 00:00:44.677000,0 days 00:00:18.160000,0 days 01:33:44.408000,0 days 01:34:29.085000,0 days 01:34:47.245000,301.0,216.0,306.0,246.0,False,INTERMEDIATE,18.0,False,0 days 01:33:22.143000,2024-11-03 16:11:24.889,4.0,False
0 days 01:36:11.431000,OCO,0 days 00:01:24.243000,17.0,1.0,,,0 days 00:00:21.370000,0 days 00:00:44.689000,0 days 00:00:18.184000,0 days 01:35:08.615000,0 days 01:35:53.304000,0 days 01:36:11.488000,303.0,216.0,307.0,257.0,True,INTERMEDIATE,19.0,False,0 days 01:34:47.188000,2024-11-03 16:12:49.934,4.0,False
0 days 01:37:35.854000,OCO,0 days 00:01:24.423000,18.0,1.0,,,0 days 00:00:21.655000,0 days 00:00:44.508000,0 days 00:00:18.260000,0 days 01:36:33.143000,0 days 01:37:17.651000,0 days 01:37:35.911000,299.0,212.0,308.0,248.0,False,INTERMEDIATE,20.0,False,0 days 01:36:11.431000,2024-11-03 16:14:14.177,4.0,False
0 days 01:39:00.076000,OCO,0 days 00:01:24.222000,19.0,1.0,,,0 days 00:00:21.470000,0 days 00:00:44.528000,0 days 00:00:18.224000,0 days 01:37:57.381000,0 days 01:38:41.909000,0 days 01:39:00.133000,300.0,214.0,307.0,250.0,True,INTERMEDIATE,21.0,False,0 days 01:37:35.854000,2024-11-03 16:15:38.600,4.0,False
0 days 01:40:24.358000,OCO,0 days 00:01:24.282000,20.0,1.0,,,0 days 00:00:21.524000,0 days 00:00:44.554000,0 days 00:00:18.204000,0 days 01:39:21.657000,0 days 01:40:06.211000,0 days 01:40:24.415000,303.0,215.0,308.0,246.0,False,INTERMEDIATE,22.0,False,0 days 01:39:00.076000,2024-11-03 16:17:02.822,4.0,False
0 days 01:41:48.395000,OCO,0 days 00:01:24.037000,21.0,1.0,,,0 days 00:00:21.455000,0 days 00:00:44.374000,0 days 00:00:18.208000,0 days 01:40:45.870000,0 days 01:41:30.244000,0 days 01:41:48.452000,298.0,212.0,307.0,249.0,True,INTERMEDIATE,23.0,False,0 days 01:40:24.358000,2024-11-03 16:18:27.104,4.0,False
