Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:15:28.516000,GAS,,1.0,1.0,0 days 00:13:41.339000,,,0 days 00:00:37.927000,0 days 00:00:39.140000,,0 days 00:14:49.461000,0 days 00:15:28.582000,161.0,182.0,317.0,278.0,False,SOFT,1.0,True,0 days 00:13:41.339000,2024-11-23 06:00:11.705,,False
0 days 00:17:12.289000,GAS,0 days 00:01:43.773000,2.0,1.0,,,0 days 00:00:30.399000,0 days 00:00:34.233000,0 days 00:00:39.141000,0 days 00:15:58.915000,0 days 00:16:33.148000,0 days 00:17:12.289000,,190.0,320.0,298.0,True,SOFT,2.0,True,0 days 00:15:28.516000,2024-11-23 06:01:58.882,,False
0 days 00:18:46.798000,GAS,0 days 00:01:34.509000,3.0,1.0,,,0 days 00:00:26.944000,0 days 00:00:31.617000,0 days 00:00:35.948000,0 days 00:17:39.233000,0 days 00:18:10.850000,0 days 00:18:46.798000,184.0,213.0,324.0,344.0,True,SOFT,3.0,True,0 days 00:17:12.289000,2024-11-23 06:03:42.655,,False
0 days 00:20:55.294000,GAS,0 days 00:02:08.496000,4.0,1.0,,0 days 00:20:50.761000,0 days 00:00:36.842000,0 days 00:00:40.925000,0 days 00:00:50.729000,0 days 00:19:23.640000,0 days 00:20:04.565000,0 days 00:20:55.294000,87.0,168.0,,236.0,False,SOFT,4.0,True,0 days 00:18:46.798000,2024-11-23 06:05:17.164,,False
0 days 00:24:47.116000,GAS,,5.0,2.0,0 days 00:23:05.765000,,,0 days 00:00:35.240000,0 days 00:00:38.001000,,0 days 00:24:09.181000,0 days 00:24:47.370000,158.0,189.0,324.0,281.0,False,SOFT,1.0,True,0 days 00:20:55.294000,2024-11-23 06:07:25.660,,False
0 days 00:26:31.618000,GAS,0 days 00:01:44.502000,6.0,2.0,,,0 days 00:00:30.185000,0 days 00:00:35.294000,0 days 00:00:39.023000,0 days 00:25:17.301000,0 days 00:25:52.595000,0 days 00:26:31.618000,148.0,191.0,320.0,294.0,False,SOFT,2.0,True,0 days 00:24:47.116000,2024-11-23 06:11:17.482,,False
0 days 00:28:05.462000,GAS,0 days 00:01:33.844000,7.0,2.0,,,0 days 00:00:26.542000,0 days 00:00:31.317000,0 days 00:00:35.985000,0 days 00:26:58.160000,0 days 00:27:29.477000,0 days 00:28:05.462000,185.0,212.0,321.0,347.0,True,SOFT,3.0,True,0 days 00:26:31.618000,2024-11-23 06:13:01.984,,False
0 days 00:30:10.474000,GAS,0 days 00:02:05.012000,8.0,2.0,,,0 days 00:00:44.441000,0 days 00:00:36.839000,0 days 00:00:43.732000,0 days 00:28:49.903000,0 days 00:29:26.742000,0 days 00:30:10.474000,151.0,185.0,320.0,222.0,False,SOFT,4.0,True,0 days 00:28:05.462000,2024-11-23 06:14:35.828,,False
0 days 00:31:44.165000,GAS,0 days 00:01:33.691000,9.0,2.0,,,0 days 00:00:26.556000,0 days 00:00:31.381000,0 days 00:00:35.754000,0 days 00:30:37.030000,0 days 00:31:08.411000,0 days 00:31:44.165000,186.0,213.0,323.0,351.0,True,SOFT,5.0,True,0 days 00:30:10.474000,2024-11-23 06:16:40.840,,False
0 days 00:33:56.790000,GAS,0 days 00:02:12.625000,10.0,2.0,,0 days 00:33:52.651000,0 days 00:00:35.720000,0 days 00:00:40.440000,0 days 00:00:56.465000,0 days 00:32:19.885000,0 days 00:33:00.325000,0 days 00:33:56.790000,116.0,169.0,,169.0,False,SOFT,6.0,True,0 days 00:31:44.165000,2024-11-23 06:18:14.531,,False
0 days 00:41:24.170000,GAS,,11.0,3.0,0 days 00:39:42.185000,,,0 days 00:00:36.529000,0 days 00:00:37.822000,,0 days 00:40:46.432000,0 days 00:41:24.316000,149.0,180.0,324.0,308.0,False,SOFT,5.0,False,0 days 00:33:56.790000,2024-11-23 06:20:27.156,,False
0 days 00:43:07.294000,GAS,0 days 00:01:43.124000,12.0,3.0,,,0 days 00:00:29.224000,0 days 00:00:35.260000,0 days 00:00:38.640000,0 days 00:41:53.394000,0 days 00:42:28.654000,0 days 00:43:07.294000,165.0,191.0,321.0,303.0,True,SOFT,6.0,False,0 days 00:41:24.170000,2024-11-23 06:27:54.536,,False
0 days 00:44:40.962000,GAS,0 days 00:01:33.668000,13.0,3.0,,,0 days 00:00:26.492000,0 days 00:00:31.307000,0 days 00:00:35.869000,0 days 00:43:33.786000,0 days 00:44:05.093000,0 days 00:44:40.962000,186.0,213.0,321.0,350.0,True,SOFT,7.0,False,0 days 00:43:07.294000,2024-11-23 06:29:37.660,,False
0 days 00:46:32.454000,GAS,0 days 00:01:51.492000,14.0,3.0,,0 days 00:46:29.517000,0 days 00:00:30.656000,0 days 00:00:35.231000,0 days 00:00:45.605000,0 days 00:45:11.618000,0 days 00:45:46.849000,0 days 00:46:32.454000,157.0,189.0,,288.0,False,SOFT,8.0,False,0 days 00:44:40.962000,2024-11-23 06:31:11.328,,False
0 days 00:50:54.282000,GAS,,15.0,4.0,0 days 00:49:07.127000,,,0 days 00:00:36.386000,0 days 00:00:41.159000,,0 days 00:50:13.170000,0 days 00:50:54.547000,156.0,180.0,326.0,267.0,False,SOFT,1.0,True,0 days 00:46:32.454000,2024-11-23 06:33:02.820,,False
0 days 00:52:55.594000,GAS,0 days 00:02:01.312000,16.0,4.0,,,0 days 00:00:29.309000,0 days 00:00:38.159000,0 days 00:00:53.844000,0 days 00:51:23.591000,0 days 00:52:01.750000,0 days 00:52:55.594000,157.0,184.0,316.0,156.0,False,SOFT,2.0,True,0 days 00:50:54.282000,2024-11-23 06:37:24.648,,False
0 days 00:54:28.473000,GAS,0 days 00:01:32.879000,17.0,4.0,,,0 days 00:00:26.212000,0 days 00:00:31.056000,0 days 00:00:35.611000,0 days 00:53:21.806000,0 days 00:53:52.862000,0 days 00:54:28.473000,189.0,215.0,323.0,352.0,True,SOFT,3.0,True,0 days 00:52:55.594000,2024-11-23 06:39:25.960,,False
0 days 00:57:00.108000,GAS,,18.0,4.0,,0 days 00:56:55.810000,0 days 00:00:35.620000,0 days 00:00:41.980000,0 days 00:01:14.034000,0 days 00:55:04.094000,0 days 00:55:46.089000,0 days 00:57:00.303000,129.0,162.0,,196.0,False,SOFT,4.0,True,0 days 00:54:28.473000,2024-11-23 06:40:58.839,,False
0 days 01:24:39.793000,GAS,,19.0,5.0,0 days 01:22:55.258000,,,0 days 00:00:36.280000,0 days 00:00:40.412000,,0 days 01:23:59.468000,0 days 01:24:39.871000,177.0,180.0,321.0,284.0,False,SOFT,5.0,False,0 days 00:57:00.108000,2024-11-23 06:43:30.474,,False
0 days 01:26:13.418000,GAS,0 days 00:01:33.625000,20.0,5.0,,,0 days 00:00:26.611000,0 days 00:00:31.252000,0 days 00:00:35.762000,0 days 01:25:06.404000,0 days 01:25:37.656000,0 days 01:26:13.418000,188.0,213.0,324.0,350.0,True,SOFT,6.0,False,0 days 01:24:39.793000,2024-11-23 07:11:10.159,,False
0 days 01:28:06.696000,GAS,0 days 00:01:53.278000,21.0,5.0,,0 days 01:28:03.700000,0 days 00:00:33.204000,0 days 00:00:34.895000,0 days 00:00:45.179000,0 days 01:26:46.622000,0 days 01:27:21.517000,0 days 01:28:06.696000,166.0,192.0,,272.0,False,SOFT,7.0,False,0 days 01:26:13.418000,2024-11-23 07:12:43.784,,False
0 days 01:31:54.170000,GAS,,22.0,6.0,0 days 01:30:05.129000,,,0 days 00:00:36.632000,0 days 00:00:39.918000,,0 days 01:31:14.282000,0 days 01:31:54.465000,140.0,174.0,326.0,278.0,False,SOFT,1.0,True,0 days 01:28:06.696000,2024-11-23 07:14:37.062,,False
