Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:59:51.010000,RUS,0 days 00:01:35.211000,1.0,1.0,,,,0 days 00:00:37.497000,0 days 00:00:25.178000,,0 days 00:59:25.862000,0 days 00:59:51.071000,287.0,256.0,245.0,290.0,False,MEDIUM,1.0,True,0 days 00:58:15.512000,2024-07-07 14:03:12.541,2.0,False
0 days 01:01:22.428000,RUS,0 days 00:01:31.418000,2.0,1.0,,,0 days 00:00:29.454000,0 days 00:00:36.954000,0 days 00:00:25.010000,0 days 01:00:20.464000,0 days 01:00:57.418000,0 days 01:01:22.428000,290.0,257.0,245.0,299.0,True,MEDIUM,2.0,True,0 days 00:59:51.010000,2024-07-07 14:04:48.039,1.0,False
0 days 01:02:53.726000,RUS,0 days 00:01:31.298000,3.0,1.0,,,0 days 00:00:29.299000,0 days 00:00:36.816000,0 days 00:00:25.183000,0 days 01:01:51.727000,0 days 01:02:28.543000,0 days 01:02:53.726000,295.0,257.0,245.0,290.0,True,MEDIUM,3.0,True,0 days 01:01:22.428000,2024-07-07 14:06:19.457,1.0,False
0 days 01:04:25.525000,RUS,0 days 00:01:31.799000,4.0,1.0,,,0 days 00:00:29.507000,0 days 00:00:37.206000,0 days 00:00:25.086000,0 days 01:03:23.233000,0 days 01:04:00.439000,0 days 01:04:25.525000,291.0,256.0,245.0,292.0,False,MEDIUM,4.0,True,0 days 01:02:53.726000,2024-07-07 14:07:50.755,1.0,False
0 days 01:05:57.153000,RUS,0 days 00:01:31.628000,5.0,1.0,,,0 days 00:00:29.426000,0 days 00:00:37.107000,0 days 00:00:25.095000,0 days 01:04:54.951000,0 days 01:05:32.058000,0 days 01:05:57.153000,,258.0,245.0,292.0,False,MEDIUM,5.0,True,0 days 01:04:25.525000,2024-07-07 14:09:22.554,1.0,False
0 days 01:07:28.778000,RUS,0 days 00:01:31.625000,6.0,1.0,,,0 days 00:00:29.478000,0 days 00:00:37.031000,0 days 00:00:25.116000,0 days 01:06:26.631000,0 days 01:07:03.662000,0 days 01:07:28.778000,,258.0,245.0,293.0,False,MEDIUM,6.0,True,0 days 01:05:57.153000,2024-07-07 14:10:54.182,1.0,False
0 days 01:09:00.441000,RUS,0 days 00:01:31.663000,7.0,1.0,,,0 days 00:00:29.503000,0 days 00:00:36.936000,0 days 00:00:25.224000,0 days 01:07:58.281000,0 days 01:08:35.217000,0 days 01:09:00.441000,292.0,258.0,245.0,293.0,False,MEDIUM,7.0,True,0 days 01:07:28.778000,2024-07-07 14:12:25.807,1.0,False
0 days 01:10:32.172000,RUS,0 days 00:01:31.731000,8.0,1.0,,,0 days 00:00:29.582000,0 days 00:00:36.966000,0 days 00:00:25.183000,0 days 01:09:30.023000,0 days 01:10:06.989000,0 days 01:10:32.172000,293.0,256.0,246.0,299.0,False,MEDIUM,8.0,True,0 days 01:09:00.441000,2024-07-07 14:13:57.470,1.0,False
0 days 01:12:03.793000,RUS,0 days 00:01:31.621000,9.0,1.0,,,0 days 00:00:29.438000,0 days 00:00:37.017000,0 days 00:00:25.166000,0 days 01:11:01.610000,0 days 01:11:38.627000,0 days 01:12:03.793000,295.0,257.0,245.0,299.0,False,MEDIUM,9.0,True,0 days 01:10:32.172000,2024-07-07 14:15:29.201,1.0,False
0 days 01:13:35.432000,RUS,0 days 00:01:31.639000,10.0,1.0,,,0 days 00:00:29.526000,0 days 00:00:36.953000,0 days 00:00:25.160000,0 days 01:12:33.319000,0 days 01:13:10.272000,0 days 01:13:35.432000,294.0,258.0,245.0,298.0,False,MEDIUM,10.0,True,0 days 01:12:03.793000,2024-07-07 14:17:00.822,1.0,False
