Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:57:03.389000,RUS,0 days 00:01:26.498000,1.0,1.0,,,,0 days 00:00:28.928000,0 days 00:00:27.549000,,0 days 00:56:35.940000,0 days 00:57:03.553000,214.0,254.0,277.0,288.0,False,MEDIUM,1.0,True,0 days 00:55:36.608000,2024-05-19 13:03:16.594,6.0,False
0 days 00:58:24.951000,RUS,0 days 00:01:21.562000,2.0,1.0,,,0 days 00:00:25.920000,0 days 00:00:28.359000,0 days 00:00:27.283000,0 days 00:57:29.304000,0 days 00:57:57.663000,0 days 00:58:24.946000,213.0,253.0,278.0,292.0,True,MEDIUM,2.0,True,0 days 00:57:03.389000,2024-05-19 13:04:43.375,6.0,False
0 days 00:59:46.086000,RUS,0 days 00:01:21.135000,3.0,1.0,,,0 days 00:00:25.452000,0 days 00:00:28.312000,0 days 00:00:27.371000,0 days 00:58:50.398000,0 days 00:59:18.710000,0 days 00:59:46.081000,214.0,248.0,276.0,290.0,True,MEDIUM,3.0,True,0 days 00:58:24.951000,2024-05-19 13:06:04.937,6.0,False
0 days 01:01:07.714000,RUS,0 days 00:01:21.628000,4.0,1.0,,,0 days 00:00:25.851000,0 days 00:00:28.425000,0 days 00:00:27.352000,0 days 01:00:11.932000,0 days 01:00:40.357000,0 days 01:01:07.709000,,250.0,275.0,291.0,False,MEDIUM,4.0,True,0 days 00:59:46.086000,2024-05-19 13:07:26.072,6.0,False
0 days 01:02:29.189000,RUS,0 days 00:01:21.475000,5.0,1.0,,,0 days 00:00:25.828000,0 days 00:00:28.184000,0 days 00:00:27.463000,0 days 01:01:33.537000,0 days 01:02:01.721000,0 days 01:02:29.184000,,253.0,276.0,275.0,False,MEDIUM,5.0,True,0 days 01:01:07.714000,2024-05-19 13:08:47.700,6.0,False
0 days 01:03:50.681000,RUS,0 days 00:01:21.492000,6.0,1.0,,,0 days 00:00:25.892000,0 days 00:00:28.357000,0 days 00:00:27.243000,0 days 01:02:55.076000,0 days 01:03:23.433000,0 days 01:03:50.676000,213.0,252.0,276.0,283.0,False,MEDIUM,6.0,True,0 days 01:02:29.189000,2024-05-19 13:10:09.175,6.0,False
0 days 01:05:11.948000,RUS,0 days 00:01:21.267000,7.0,1.0,,,0 days 00:00:25.770000,0 days 00:00:28.188000,0 days 00:00:27.309000,0 days 01:04:16.446000,0 days 01:04:44.634000,0 days 01:05:11.943000,217.0,252.0,276.0,286.0,False,MEDIUM,7.0,True,0 days 01:03:50.681000,2024-05-19 13:11:30.667,6.0,False
0 days 01:06:33.323000,RUS,0 days 00:01:21.375000,8.0,1.0,,,0 days 00:00:25.836000,0 days 00:00:28.198000,0 days 00:00:27.341000,0 days 01:05:37.779000,0 days 01:06:05.977000,0 days 01:06:33.318000,214.0,252.0,276.0,287.0,False,MEDIUM,8.0,True,0 days 01:05:11.948000,2024-05-19 13:12:51.934,6.0,False
0 days 01:07:54.914000,RUS,0 days 00:01:21.591000,9.0,1.0,,,0 days 00:00:25.792000,0 days 00:00:28.372000,0 days 00:00:27.427000,0 days 01:06:59.110000,0 days 01:07:27.482000,0 days 01:07:54.909000,217.0,252.0,276.0,286.0,False,MEDIUM,9.0,True,0 days 01:06:33.323000,2024-05-19 13:14:13.309,6.0,False
0 days 01:09:16.510000,RUS,0 days 00:01:21.596000,10.0,1.0,,,0 days 00:00:25.817000,0 days 00:00:28.303000,0 days 00:00:27.476000,0 days 01:08:20.726000,0 days 01:08:49.029000,0 days 01:09:16.505000,216.0,253.0,276.0,285.0,False,MEDIUM,10.0,True,0 days 01:07:54.914000,2024-05-19 13:15:34.900,6.0,False
0 days 01:10:37.976000,RUS,0 days 00:01:21.466000,11.0,1.0,,,0 days 00:00:25.752000,0 days 00:00:28.359000,0 days 00:00:27.355000,0 days 01:09:42.257000,0 days 01:10:10.616000,0 days 01:10:37.971000,214.0,254.0,277.0,286.0,False,MEDIUM,11.0,True,0 days 01:09:16.510000,2024-05-19 13:16:56.496,6.0,False
