Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 01:01:50.440000,STR,0 days 00:01:50.214000,1.0,1.0,,,,0 days 00:00:44.400000,0 days 00:00:24.337000,,0 days 01:01:26.302000,0 days 01:01:50.447000,226.0,227.0,275.0,266.0,False,SOFT,1.0,True,0 days 00:59:59.911000,2024-03-02 15:03:42.342,19.0,False
0 days 01:03:28.427000,STR,0 days 00:01:37.987000,2.0,1.0,,,0 days 00:00:31.319000,0 days 00:00:42.653000,0 days 00:00:24.015000,0 days 01:02:21.764000,0 days 01:03:04.417000,0 days 01:03:28.432000,228.0,241.0,278.0,287.0,True,SOFT,2.0,True,0 days 01:01:50.440000,2024-03-02 15:05:32.871,19.0,False
0 days 01:05:06.706000,STR,0 days 00:01:38.279000,3.0,1.0,,,0 days 00:00:31.279000,0 days 00:00:42.790000,0 days 00:00:24.210000,0 days 01:03:59.711000,0 days 01:04:42.501000,0 days 01:05:06.711000,,238.0,283.0,298.0,False,SOFT,3.0,True,0 days 01:03:28.427000,2024-03-02 15:07:10.858,19.0,False
0 days 01:06:45.070000,STR,0 days 00:01:38.364000,4.0,1.0,,,0 days 00:00:30.944000,0 days 00:00:43.227000,0 days 00:00:24.193000,0 days 01:05:37.655000,0 days 01:06:20.882000,0 days 01:06:45.075000,223.0,237.0,287.0,314.0,False,SOFT,4.0,True,0 days 01:05:06.706000,2024-03-02 15:08:49.137,19.0,False
0 days 01:08:23.795000,STR,0 days 00:01:38.725000,5.0,1.0,,,0 days 00:00:30.987000,0 days 00:00:43.577000,0 days 00:00:24.161000,0 days 01:07:16.062000,0 days 01:07:59.639000,0 days 01:08:23.800000,222.0,246.0,278.0,325.0,False,SOFT,5.0,True,0 days 01:06:45.070000,2024-03-02 15:10:27.501,18.0,False
0 days 01:10:02.720000,STR,0 days 00:01:38.925000,6.0,1.0,,,0 days 00:00:31.554000,0 days 00:00:43.188000,0 days 00:00:24.183000,0 days 01:08:55.354000,0 days 01:09:38.542000,0 days 01:10:02.725000,223.0,246.0,278.0,297.0,False,SOFT,6.0,True,0 days 01:08:23.795000,2024-03-02 15:12:06.226,18.0,False
0 days 01:11:41.489000,STR,0 days 00:01:38.769000,7.0,1.0,,,0 days 00:00:31.302000,0 days 00:00:43.186000,0 days 00:00:24.281000,0 days 01:10:34.027000,0 days 01:11:17.213000,0 days 01:11:41.494000,227.0,245.0,285.0,296.0,False,SOFT,7.0,True,0 days 01:10:02.720000,2024-03-02 15:13:45.151,18.0,False
0 days 01:13:20.346000,STR,0 days 00:01:38.857000,8.0,1.0,,,0 days 00:00:30.963000,0 days 00:00:43.370000,0 days 00:00:24.524000,0 days 01:12:12.457000,0 days 01:12:55.827000,0 days 01:13:20.351000,220.0,242.0,287.0,321.0,False,SOFT,8.0,True,0 days 01:11:41.489000,2024-03-02 15:15:23.920,18.0,False
0 days 01:15:02.458000,STR,0 days 00:01:42.112000,9.0,1.0,,0 days 01:15:00.719000,0 days 00:00:31.431000,0 days 00:00:43.451000,0 days 00:00:27.230000,0 days 01:13:51.782000,0 days 01:14:35.233000,0 days 01:15:02.463000,221.0,242.0,,313.0,False,SOFT,9.0,True,0 days 01:13:20.346000,2024-03-02 15:17:02.777,19.0,False
0 days 01:17:00.273000,STR,0 days 00:01:57.815000,10.0,2.0,0 days 01:15:25.073000,,0 days 00:00:51.912000,0 days 00:00:42.220000,0 days 00:00:23.683000,0 days 01:15:54.375000,0 days 01:16:36.595000,0 days 01:17:00.278000,228.0,248.0,277.0,218.0,False,HARD,1.0,True,0 days 01:15:02.458000,2024-03-02 15:18:44.889,18.0,False
