Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:58:14.171000,ZHO,0 days 00:02:12.333000,1.0,1.0,,,,0 days 00:01:01.931000,0 days 00:00:34.123000,,0 days 00:57:40.085000,0 days 00:58:14.339000,263.0,79.0,159.0,290.0,False,HARD,2.0,False,0 days 00:56:01.523000,2024-10-27 20:03:34.674,18.0,False
0 days 01:00:31.788000,ZHO,0 days 00:02:17.617000,2.0,1.0,,,0 days 00:01:07.744000,0 days 00:00:39.882000,0 days 00:00:29.991000,0 days 00:59:21.903000,0 days 01:00:01.785000,0 days 01:00:31.776000,176.0,249.0,204.0,78.0,True,HARD,3.0,False,0 days 00:58:14.171000,2024-10-27 20:05:47.322,16.0,False
0 days 01:02:48.336000,ZHO,0 days 00:02:16.548000,3.0,1.0,,,0 days 00:01:02.809000,0 days 00:00:43.010000,0 days 00:00:30.729000,0 days 01:01:34.585000,0 days 01:02:17.595000,0 days 01:02:48.324000,195.0,245.0,200.0,74.0,True,HARD,4.0,False,0 days 01:00:31.788000,2024-10-27 20:08:04.939,16.0,False
0 days 01:04:58.466000,ZHO,0 days 00:02:10.130000,4.0,1.0,,,0 days 00:01:00.321000,0 days 00:00:40.265000,0 days 00:00:29.544000,0 days 01:03:48.645000,0 days 01:04:28.910000,0 days 01:04:58.454000,197.0,238.0,208.0,137.0,True,HARD,5.0,False,0 days 01:02:48.336000,2024-10-27 20:10:21.487,16.0,False
0 days 01:07:08.935000,ZHO,0 days 00:02:10.469000,5.0,1.0,,,0 days 00:01:02.101000,0 days 00:00:36.217000,0 days 00:00:32.151000,0 days 01:06:00.555000,0 days 01:06:36.772000,0 days 01:07:08.923000,198.0,267.0,208.0,116.0,False,HARD,6.0,False,0 days 01:04:58.466000,2024-10-27 20:12:31.617,16.0,False
0 days 01:08:53.147000,ZHO,0 days 00:01:44.212000,6.0,1.0,,,0 days 00:00:36.193000,0 days 00:00:40.397000,0 days 00:00:27.622000,0 days 01:07:45.116000,0 days 01:08:25.513000,0 days 01:08:53.135000,219.0,219.0,247.0,251.0,True,HARD,7.0,False,0 days 01:07:08.935000,2024-10-27 20:14:42.086,16.0,False
0 days 01:10:16.815000,ZHO,0 days 00:01:23.668000,7.0,1.0,,,0 days 00:00:29.306000,0 days 00:00:32.759000,0 days 00:00:21.603000,0 days 01:09:22.441000,0 days 01:09:55.200000,0 days 01:10:16.803000,283.0,281.0,245.0,330.0,True,HARD,8.0,False,0 days 01:08:53.147000,2024-10-27 20:16:26.298,16.0,False
0 days 01:11:40.195000,ZHO,0 days 00:01:23.380000,8.0,1.0,,,0 days 00:00:29.340000,0 days 00:00:32.787000,0 days 00:00:21.253000,0 days 01:10:46.143000,0 days 01:11:18.930000,0 days 01:11:40.183000,276.0,285.0,245.0,327.0,True,HARD,9.0,False,0 days 01:10:16.815000,2024-10-27 20:17:49.966,16.0,False
0 days 01:13:03.099000,ZHO,0 days 00:01:22.904000,9.0,1.0,,,0 days 00:00:28.652000,0 days 00:00:32.775000,0 days 00:00:21.477000,0 days 01:12:08.835000,0 days 01:12:41.610000,0 days 01:13:03.087000,295.0,288.0,245.0,354.0,True,HARD,10.0,False,0 days 01:11:40.195000,2024-10-27 20:19:13.346,16.0,False
0 days 01:14:27.265000,ZHO,0 days 00:01:24.166000,10.0,1.0,,,0 days 00:00:28.838000,0 days 00:00:33.496000,0 days 00:00:21.832000,0 days 01:13:31.925000,0 days 01:14:05.421000,0 days 01:14:27.253000,293.0,288.0,244.0,353.0,False,HARD,11.0,False,0 days 01:13:03.099000,2024-10-27 20:20:36.250,17.0,False
