Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:15:24.165000,ALO,,1.0,1.0,0 days 00:13:53.252000,,,0 days 00:00:36.594000,0 days 00:00:28.191000,,0 days 00:14:56.078000,0 days 00:15:24.206000,290.0,196.0,282.0,293.0,False,SOFT,4.0,False,0 days 00:13:53.252000,2024-06-29 14:00:34.380,,False
0 days 00:16:30.994000,ALO,0 days 00:01:06.829000,2.0,1.0,,,0 days 00:00:16.827000,0 days 00:00:29.771000,0 days 00:00:20.231000,0 days 00:15:40.992000,0 days 00:16:10.763000,0 days 00:16:30.994000,319.0,239.0,282.0,315.0,True,SOFT,5.0,False,0 days 00:15:24.165000,2024-06-29 14:02:05.293,,False
0 days 00:17:58.687000,ALO,0 days 00:01:27.693000,3.0,1.0,,0 days 00:17:55.401000,0 days 00:00:20.799000,0 days 00:00:35.958000,0 days 00:00:30.936000,0 days 00:16:51.793000,0 days 00:17:27.751000,0 days 00:17:58.687000,238.0,219.0,,286.0,False,SOFT,6.0,False,0 days 00:16:30.994000,2024-06-29 14:03:12.122,,False
0 days 00:22:07.967000,ALO,,4.0,2.0,0 days 00:20:32.311000,,,0 days 00:00:39.109000,0 days 00:00:25.887000,,0 days 00:21:42.137000,0 days 00:22:08.198000,299.0,171.0,284.0,290.0,False,SOFT,1.0,True,0 days 00:17:58.687000,2024-06-29 14:04:39.815,,False
0 days 00:23:13.803000,ALO,0 days 00:01:05.836000,5.0,2.0,,,0 days 00:00:16.604000,0 days 00:00:29.525000,0 days 00:00:19.707000,0 days 00:22:24.571000,0 days 00:22:54.096000,0 days 00:23:13.803000,321.0,244.0,284.0,313.0,True,SOFT,2.0,True,0 days 00:22:07.967000,2024-06-29 14:08:49.095,,False
0 days 00:24:41.198000,ALO,0 days 00:01:27.395000,6.0,2.0,,0 days 00:24:37.529000,0 days 00:00:21.105000,0 days 00:00:38.827000,0 days 00:00:27.463000,0 days 00:23:34.908000,0 days 00:24:13.735000,0 days 00:24:41.198000,269.0,219.0,,263.0,False,SOFT,3.0,True,0 days 00:23:13.803000,2024-06-29 14:09:54.931,,False
0 days 00:30:49.350000,ALO,,7.0,3.0,0 days 00:29:12.479000,,,0 days 00:00:42.743000,0 days 00:00:24.808000,,0 days 00:30:24.567000,0 days 00:30:49.503000,292.0,53.0,285.0,288.0,False,SOFT,1.0,True,0 days 00:24:41.198000,2024-06-29 14:11:22.326,,False
0 days 00:31:55.006000,ALO,0 days 00:01:05.656000,8.0,3.0,,,0 days 00:00:16.595000,0 days 00:00:29.417000,0 days 00:00:19.644000,0 days 00:31:05.945000,0 days 00:31:35.362000,0 days 00:31:55.006000,320.0,244.0,283.0,316.0,True,SOFT,2.0,True,0 days 00:30:49.350000,2024-06-29 14:17:30.478,,False
0 days 00:33:29.020000,ALO,0 days 00:01:34.014000,9.0,3.0,,0 days 00:33:25.544000,0 days 00:00:22.057000,0 days 00:00:38.181000,0 days 00:00:33.776000,0 days 00:32:17.063000,0 days 00:32:55.244000,0 days 00:33:29.020000,218.0,188.0,,221.0,False,SOFT,3.0,True,0 days 00:31:55.006000,2024-06-29 14:18:36.134,,False
0 days 00:44:15.727000,ALO,,10.0,4.0,0 days 00:42:37.817000,,,0 days 00:00:39.119000,0 days 00:00:25.195000,,0 days 00:43:50.540000,0 days 00:44:15.727000,283.0,175.0,286.0,283.0,False,SOFT,1.0,True,0 days 00:33:29.020000,2024-06-29 14:20:10.148,,False
0 days 00:45:21.366000,ALO,0 days 00:01:05.639000,11.0,4.0,,,0 days 00:00:16.505000,0 days 00:00:29.362000,0 days 00:00:19.772000,0 days 00:44:32.232000,0 days 00:45:01.594000,0 days 00:45:21.366000,321.0,243.0,282.0,315.0,True,SOFT,2.0,True,0 days 00:44:15.727000,2024-06-29 14:30:56.855,,False
0 days 00:46:45.375000,ALO,0 days 00:01:24.009000,12.0,4.0,,0 days 00:46:41.981000,0 days 00:00:19.010000,0 days 00:00:35.145000,0 days 00:00:29.854000,0 days 00:45:40.376000,0 days 00:46:15.521000,0 days 00:46:45.375000,243.0,203.0,,237.0,False,SOFT,3.0,True,0 days 00:45:21.366000,2024-06-29 14:32:02.494,,False
0 days 00:52:27.267000,ALO,,13.0,5.0,0 days 00:50:44.716000,,,0 days 00:00:39.751000,0 days 00:00:27.340000,,0 days 00:51:59.932000,0 days 00:52:27.482000,242.0,160.0,286.0,293.0,False,SOFT,1.0,True,0 days 00:46:45.375000,2024-06-29 14:33:26.503,,False
0 days 00:53:33.025000,ALO,0 days 00:01:05.758000,14.0,5.0,,,0 days 00:00:16.546000,0 days 00:00:29.355000,0 days 00:00:19.857000,0 days 00:52:43.813000,0 days 00:53:13.168000,0 days 00:53:33.025000,319.0,243.0,283.0,314.0,False,SOFT,2.0,True,0 days 00:52:27.267000,2024-06-29 14:39:08.395,,False
0 days 00:54:59.976000,ALO,0 days 00:01:26.951000,15.0,5.0,,0 days 00:54:56.482000,0 days 00:00:18.432000,0 days 00:00:34.371000,0 days 00:00:34.148000,0 days 00:53:51.457000,0 days 00:54:25.828000,0 days 00:54:59.976000,286.0,218.0,,225.0,False,SOFT,3.0,True,0 days 00:53:33.025000,2024-06-29 14:40:14.153,,False
