Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:20:56.567000,OCO,,1.0,1.0,0 days 00:18:50.595000,,,0 days 00:00:41.415000,0 days 00:00:25.978000,,0 days 00:20:30.810000,0 days 00:20:56.567000,189.0,236.0,289.0,110.0,False,SOFT,1.0,True,0 days 00:18:50.595000,2024-06-22 14:05:23.512,,False
0 days 00:22:09.814000,OCO,0 days 00:01:13.247000,2.0,1.0,,,0 days 00:00:21.745000,0 days 00:00:29.323000,0 days 00:00:22.179000,0 days 00:21:18.312000,0 days 00:21:47.635000,0 days 00:22:09.814000,288.0,306.0,290.0,322.0,True,SOFT,2.0,True,0 days 00:20:56.567000,2024-06-22 14:07:29.484,,False
0 days 00:23:48.023000,OCO,0 days 00:01:38.209000,3.0,1.0,,0 days 00:23:45.303000,0 days 00:00:25.379000,0 days 00:00:38.607000,0 days 00:00:34.223000,0 days 00:22:35.193000,0 days 00:23:13.800000,0 days 00:23:48.023000,223.0,220.0,,304.0,False,SOFT,3.0,True,0 days 00:22:09.814000,2024-06-22 14:08:42.731,,False
0 days 00:29:17.197000,OCO,,4.0,2.0,0 days 00:27:23.712000,,,0 days 00:00:41.883000,0 days 00:00:27.197000,,0 days 00:28:50.036000,0 days 00:29:17.451000,184.0,207.0,289.0,122.0,False,SOFT,1.0,True,0 days 00:23:48.023000,2024-06-22 14:10:20.940,,False
0 days 00:30:29.888000,OCO,0 days 00:01:12.691000,5.0,2.0,,,0 days 00:00:21.688000,0 days 00:00:29.033000,0 days 00:00:21.970000,0 days 00:29:38.885000,0 days 00:30:07.918000,0 days 00:30:29.888000,288.0,306.0,292.0,320.0,True,SOFT,2.0,True,0 days 00:29:17.197000,2024-06-22 14:15:50.114,,False
0 days 00:32:06.358000,OCO,0 days 00:01:36.470000,6.0,2.0,,0 days 00:32:03.644000,0 days 00:00:25.768000,0 days 00:00:36.993000,0 days 00:00:33.709000,0 days 00:30:55.656000,0 days 00:31:32.649000,0 days 00:32:06.358000,224.0,185.0,,308.0,False,SOFT,3.0,True,0 days 00:30:29.888000,2024-06-22 14:17:02.805,,False
0 days 00:43:53.941000,OCO,,7.0,3.0,0 days 00:42:09.219000,,,0 days 00:00:41.355000,0 days 00:00:26.833000,,0 days 00:43:27.167000,0 days 00:43:53.981000,185.0,225.0,290.0,120.0,False,SOFT,1.0,True,0 days 00:32:06.358000,2024-06-22 14:18:39.275,,False
0 days 00:45:06.317000,OCO,0 days 00:01:12.376000,8.0,3.0,,,0 days 00:00:21.652000,0 days 00:00:28.912000,0 days 00:00:21.812000,0 days 00:44:15.593000,0 days 00:44:44.505000,0 days 00:45:06.317000,288.0,308.0,289.0,321.0,True,SOFT,2.0,True,0 days 00:43:53.941000,2024-06-22 14:30:26.858,,False
0 days 00:47:23.937000,OCO,0 days 00:02:17.620000,9.0,3.0,,0 days 00:46:48.159000,0 days 00:00:29.561000,0 days 00:00:39.903000,0 days 00:01:08.156000,0 days 00:45:35.878000,0 days 00:46:15.781000,0 days 00:47:23.937000,217.0,216.0,,139.0,False,SOFT,3.0,True,0 days 00:45:06.317000,2024-06-22 14:31:39.234,,False
0 days 00:51:51.987000,OCO,,10.0,4.0,0 days 00:49:58.937000,,,0 days 00:00:40.981000,0 days 00:00:26.884000,,0 days 00:51:25.132000,0 days 00:51:52.189000,190.0,222.0,290.0,140.0,False,SOFT,1.0,True,0 days 00:47:23.937000,2024-06-22 14:33:56.854,,False
0 days 00:53:04.096000,OCO,0 days 00:01:12.109000,11.0,4.0,,,0 days 00:00:21.608000,0 days 00:00:28.803000,0 days 00:00:21.698000,0 days 00:52:13.595000,0 days 00:52:42.398000,0 days 00:53:04.096000,289.0,307.0,291.0,322.0,True,SOFT,2.0,True,0 days 00:51:51.987000,2024-06-22 14:38:24.904,,False
0 days 00:54:43.592000,OCO,0 days 00:01:39.496000,12.0,4.0,,0 days 00:54:40.951000,0 days 00:00:27.102000,0 days 00:00:37.522000,0 days 00:00:34.872000,0 days 00:53:31.198000,0 days 00:54:08.720000,0 days 00:54:43.592000,209.0,196.0,,309.0,False,SOFT,3.0,True,0 days 00:53:04.096000,2024-06-22 14:39:37.013,,False
0 days 01:04:22.899000,OCO,,13.0,5.0,0 days 01:02:28.304000,,,0 days 00:00:41.688000,0 days 00:00:27.478000,,0 days 01:03:55.464000,0 days 01:04:22.948000,191.0,208.0,290.0,87.0,False,SOFT,4.0,False,0 days 00:54:43.592000,2024-06-22 14:41:16.509,,False
