Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:13:47.284000,SAI,,1.0,1.0,0 days 00:11:57.718000,,,0 days 00:00:36.762000,0 days 00:00:32.390000,,0 days 00:13:14.894000,0 days 00:13:47.345000,293.0,308.0,316.0,175.0,False,SOFT,1.0,True,0 days 00:11:57.718000,2024-08-31 14:00:55.487,,False
0 days 00:15:10.788000,SAI,0 days 00:01:23.504000,2.0,1.0,,,0 days 00:00:26.404000,0 days 00:00:29.185000,0 days 00:00:27.915000,0 days 00:14:13.688000,0 days 00:14:42.873000,0 days 00:15:10.788000,327.0,305.0,316.0,349.0,True,SOFT,2.0,True,0 days 00:13:47.284000,2024-08-31 14:02:45.053,,False
0 days 00:17:07.638000,SAI,0 days 00:01:56.850000,3.0,1.0,,0 days 00:17:03.607000,0 days 00:00:37.286000,0 days 00:00:35.579000,0 days 00:00:43.985000,0 days 00:15:48.074000,0 days 00:16:23.653000,0 days 00:17:07.638000,255.0,224.0,,184.0,False,SOFT,3.0,True,0 days 00:15:10.788000,2024-08-31 14:04:08.557,,False
0 days 00:20:48.184000,SAI,,4.0,2.0,0 days 00:18:46.193000,,,0 days 00:00:37.398000,0 days 00:00:33.096000,,0 days 00:20:15.176000,0 days 00:20:48.368000,267.0,298.0,318.0,71.0,False,SOFT,4.0,False,0 days 00:17:07.638000,2024-08-31 14:06:05.407,,False
0 days 00:22:08.333000,SAI,0 days 00:01:20.149000,5.0,2.0,,,0 days 00:00:26.403000,0 days 00:00:27.034000,0 days 00:00:26.712000,0 days 00:21:14.587000,0 days 00:21:41.621000,0 days 00:22:08.333000,328.0,338.0,315.0,349.0,True,SOFT,5.0,False,0 days 00:20:48.184000,2024-08-31 14:09:45.953,,False
0 days 00:24:04.151000,SAI,0 days 00:01:55.818000,6.0,2.0,,0 days 00:23:58.361000,0 days 00:00:38.104000,0 days 00:00:35.064000,0 days 00:00:42.650000,0 days 00:22:46.437000,0 days 00:23:21.501000,0 days 00:24:04.151000,248.0,260.0,,182.0,False,SOFT,6.0,False,0 days 00:22:08.333000,2024-08-31 14:11:06.102,,False
0 days 00:42:06.304000,SAI,,7.0,3.0,0 days 00:40:13.020000,,,0 days 00:00:36.538000,0 days 00:00:33.589000,,0 days 00:41:32.715000,0 days 00:42:06.354000,268.0,281.0,315.0,125.0,False,SOFT,7.0,False,0 days 00:24:04.151000,2024-08-31 14:13:01.920,,False
0 days 00:43:26.632000,SAI,0 days 00:01:20.328000,8.0,3.0,,,0 days 00:00:26.427000,0 days 00:00:27.160000,0 days 00:00:26.741000,0 days 00:42:32.731000,0 days 00:42:59.891000,0 days 00:43:26.632000,327.0,337.0,317.0,346.0,True,SOFT,8.0,False,0 days 00:42:06.304000,2024-08-31 14:31:04.073,,False
0 days 00:45:08.252000,SAI,0 days 00:01:41.620000,9.0,3.0,,0 days 00:45:04.506000,0 days 00:00:35.067000,0 days 00:00:31.410000,0 days 00:00:35.143000,0 days 00:44:01.699000,0 days 00:44:33.109000,0 days 00:45:08.252000,256.0,309.0,,159.0,False,SOFT,9.0,False,0 days 00:43:26.632000,2024-08-31 14:32:24.401,,False
0 days 00:47:10.398000,SAI,0 days 00:02:02.146000,10.0,4.0,0 days 00:45:31.714000,,0 days 00:00:53.879000,0 days 00:00:37.801000,0 days 00:00:30.466000,0 days 00:46:02.131000,0 days 00:46:39.932000,0 days 00:47:10.398000,303.0,302.0,320.0,243.0,False,SOFT,1.0,True,0 days 00:45:08.252000,2024-08-31 14:34:06.021,,False
0 days 00:48:30.197000,SAI,0 days 00:01:19.799000,11.0,4.0,,,0 days 00:00:26.348000,0 days 00:00:26.942000,0 days 00:00:26.509000,0 days 00:47:36.746000,0 days 00:48:03.688000,0 days 00:48:30.197000,326.0,337.0,314.0,348.0,True,SOFT,2.0,True,0 days 00:47:10.398000,2024-08-31 14:36:08.167,,False
0 days 00:50:19.426000,SAI,0 days 00:01:49.229000,12.0,4.0,,0 days 00:50:15.634000,0 days 00:00:36.371000,0 days 00:00:34.532000,0 days 00:00:38.326000,0 days 00:49:06.568000,0 days 00:49:41.100000,0 days 00:50:19.426000,247.0,273.0,,174.0,False,SOFT,3.0,True,0 days 00:48:30.197000,2024-08-31 14:37:27.966,,False
0 days 01:05:52.607000,SAI,,13.0,5.0,0 days 01:03:45.500000,,,0 days 00:00:35.206000,0 days 00:00:33.148000,,0 days 01:05:19.534000,0 days 01:05:52.671000,302.0,307.0,317.0,143.0,False,SOFT,1.0,True,0 days 00:50:19.426000,2024-08-31 14:39:17.195,,False
