Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:46:20.176000,ALO,,1.0,1.0,,0 days 00:46:13.502000,,0 days 00:00:48.840000,0 days 00:01:00.747000,,0 days 00:45:19.565000,0 days 00:46:20.176000,201.0,33.0,,154.0,False,MEDIUM,6.0,False,0 days 00:43:47.919000,2024-05-04 16:03:39.995,19.0,False
0 days 00:48:52.872000,ALO,,2.0,2.0,0 days 00:46:48.823000,0 days 00:48:45.698000,0 days 00:01:08.785000,0 days 00:00:43.267000,0 days 00:00:40.676000,0 days 00:47:29.024000,0 days 00:48:12.310000,0 days 00:48:53.038000,186.0,165.0,,299.0,False,MEDIUM,7.0,False,0 days 00:46:20.176000,2024-05-04 16:06:12.252,18.0,False
0 days 00:51:10.190000,ALO,0 days 00:02:17.318000,3.0,3.0,0 days 00:49:08.473000,,0 days 00:00:54.757000,0 days 00:00:40.222000,0 days 00:00:42.339000,0 days 00:49:47.629000,0 days 00:50:27.851000,0 days 00:51:10.190000,201.0,161.0,279.0,100.0,False,MEDIUM,1.0,True,0 days 00:48:52.872000,2024-05-04 16:08:44.948,18.0,False
0 days 00:52:43.974000,ALO,0 days 00:01:33.784000,4.0,3.0,,,0 days 00:00:31.810000,0 days 00:00:35.813000,0 days 00:00:26.161000,0 days 00:51:42,0 days 00:52:17.813000,0 days 00:52:43.974000,215.0,186.0,277.0,303.0,True,MEDIUM,2.0,True,0 days 00:51:10.190000,2024-05-04 16:11:02.266,18.0,False
0 days 00:54:17.111000,ALO,0 days 00:01:33.137000,5.0,3.0,,,0 days 00:00:31.615000,0 days 00:00:35.524000,0 days 00:00:25.998000,0 days 00:53:15.589000,0 days 00:53:51.113000,0 days 00:54:17.111000,218.0,186.0,282.0,315.0,True,MEDIUM,3.0,True,0 days 00:52:43.974000,2024-05-04 16:12:36.050,18.0,False
0 days 00:55:49.821000,ALO,0 days 00:01:32.710000,6.0,3.0,,,0 days 00:00:31.397000,0 days 00:00:35.571000,0 days 00:00:25.742000,0 days 00:54:48.508000,0 days 00:55:24.079000,0 days 00:55:49.821000,208.0,184.0,283.0,317.0,True,MEDIUM,4.0,True,0 days 00:54:17.111000,2024-05-04 16:14:09.187,18.0,False
0 days 00:57:22.176000,ALO,0 days 00:01:32.355000,7.0,3.0,,,0 days 00:00:31.123000,0 days 00:00:35.500000,0 days 00:00:25.732000,0 days 00:56:20.944000,0 days 00:56:56.444000,0 days 00:57:22.176000,214.0,184.0,283.0,312.0,True,MEDIUM,5.0,True,0 days 00:55:49.821000,2024-05-04 16:15:41.897,18.0,False
0 days 00:58:55.144000,ALO,0 days 00:01:32.968000,8.0,3.0,,,0 days 00:00:31.636000,0 days 00:00:35.566000,0 days 00:00:25.766000,0 days 00:57:53.812000,0 days 00:58:29.378000,0 days 00:58:55.144000,212.0,185.0,284.0,334.0,False,MEDIUM,6.0,True,0 days 00:57:22.176000,2024-05-04 16:17:14.252,18.0,False
0 days 01:00:29.110000,ALO,0 days 00:01:33.966000,9.0,3.0,,,0 days 00:00:31.505000,0 days 00:00:36.424000,0 days 00:00:26.037000,0 days 00:59:26.649000,0 days 01:00:03.073000,0 days 01:00:29.110000,213.0,185.0,280.0,276.0,False,MEDIUM,7.0,True,0 days 00:58:55.144000,2024-05-04 16:18:47.220,18.0,False
0 days 01:02:01.723000,ALO,0 days 00:01:32.613000,10.0,3.0,,,0 days 00:00:31.397000,0 days 00:00:35.336000,0 days 00:00:25.880000,0 days 01:01:00.507000,0 days 01:01:35.843000,0 days 01:02:01.723000,212.0,187.0,280.0,308.0,False,MEDIUM,8.0,True,0 days 01:00:29.110000,2024-05-04 16:20:21.186,18.0,False
