Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:45:47.804000,SAI,,1.0,1.0,,,,0 days 00:00:38.557000,0 days 00:00:16.589000,,0 days 00:45:31.358000,0 days 00:45:47.931000,309.0,250.0,317.0,224.0,False,MEDIUM,4.0,False,0 days 00:44:27.730000,2024-11-02 14:03:09.599,5.0,False
0 days 00:47:01.111000,SAI,0 days 00:01:13.307000,2.0,1.0,,,0 days 00:00:19.690000,0 days 00:00:37.155000,0 days 00:00:16.462000,0 days 00:46:07.487000,0 days 00:46:44.642000,0 days 00:47:01.104000,306.0,251.0,320.0,321.0,True,MEDIUM,5.0,False,0 days 00:45:47.804000,2024-11-02 14:04:29.673,5.0,False
0 days 00:48:13.564000,SAI,0 days 00:01:12.453000,3.0,1.0,,,0 days 00:00:19.118000,0 days 00:00:36.808000,0 days 00:00:16.527000,0 days 00:47:20.222000,0 days 00:47:57.030000,0 days 00:48:13.557000,307.0,252.0,317.0,311.0,True,MEDIUM,6.0,False,0 days 00:47:01.111000,2024-11-02 14:05:42.980,5.0,False
0 days 00:49:25.960000,SAI,0 days 00:01:12.396000,4.0,1.0,,,0 days 00:00:18.657000,0 days 00:00:37.076000,0 days 00:00:16.663000,0 days 00:48:32.214000,0 days 00:49:09.290000,0 days 00:49:25.953000,,250.0,318.0,314.0,True,MEDIUM,7.0,False,0 days 00:48:13.564000,2024-11-02 14:06:55.433,5.0,False
0 days 00:50:39.418000,SAI,0 days 00:01:13.458000,5.0,1.0,,,0 days 00:00:19.792000,0 days 00:00:37.051000,0 days 00:00:16.615000,0 days 00:49:45.745000,0 days 00:50:22.796000,0 days 00:50:39.411000,304.0,249.0,315.0,312.0,False,MEDIUM,8.0,False,0 days 00:49:25.960000,2024-11-02 14:08:07.829,5.0,False
0 days 00:51:51.640000,SAI,0 days 00:01:12.222000,6.0,1.0,,,0 days 00:00:18.820000,0 days 00:00:36.843000,0 days 00:00:16.559000,0 days 00:50:58.231000,0 days 00:51:35.074000,0 days 00:51:51.633000,307.0,254.0,317.0,314.0,True,MEDIUM,9.0,False,0 days 00:50:39.418000,2024-11-02 14:09:21.287,5.0,False
0 days 00:53:04.004000,SAI,0 days 00:01:12.364000,7.0,1.0,,,0 days 00:00:18.716000,0 days 00:00:37.028000,0 days 00:00:16.620000,0 days 00:52:10.349000,0 days 00:52:47.377000,0 days 00:53:03.997000,,253.0,315.0,313.0,False,MEDIUM,10.0,False,0 days 00:51:51.640000,2024-11-02 14:10:33.509,5.0,False
0 days 00:54:16.532000,SAI,0 days 00:01:12.528000,8.0,1.0,,,0 days 00:00:18.888000,0 days 00:00:36.956000,0 days 00:00:16.684000,0 days 00:53:22.885000,0 days 00:53:59.841000,0 days 00:54:16.525000,306.0,254.0,314.0,312.0,False,MEDIUM,11.0,False,0 days 00:53:04.004000,2024-11-02 14:11:45.873,5.0,False
0 days 00:55:28.738000,SAI,0 days 00:01:12.206000,9.0,1.0,,,0 days 00:00:18.830000,0 days 00:00:36.852000,0 days 00:00:16.524000,0 days 00:54:35.355000,0 days 00:55:12.207000,0 days 00:55:28.731000,311.0,256.0,317.0,,True,MEDIUM,12.0,False,0 days 00:54:16.532000,2024-11-02 14:12:58.401,5.0,False
0 days 00:56:40.953000,SAI,0 days 00:01:12.215000,10.0,1.0,,,0 days 00:00:18.726000,0 days 00:00:37.005000,0 days 00:00:16.484000,0 days 00:55:47.457000,0 days 00:56:24.462000,0 days 00:56:40.946000,,250.0,318.0,313.0,False,MEDIUM,13.0,False,0 days 00:55:28.738000,2024-11-02 14:14:10.607,5.0,False
0 days 00:57:53.460000,SAI,0 days 00:01:12.507000,11.0,1.0,,,0 days 00:00:18.856000,0 days 00:00:37.135000,0 days 00:00:16.516000,0 days 00:56:59.802000,0 days 00:57:36.937000,0 days 00:57:53.453000,,253.0,316.0,315.0,False,MEDIUM,14.0,False,0 days 00:56:40.953000,2024-11-02 14:15:22.822,5.0,False
0 days 00:59:05.789000,SAI,0 days 00:01:12.329000,12.0,1.0,,,0 days 00:00:18.902000,0 days 00:00:36.873000,0 days 00:00:16.554000,0 days 00:58:12.355000,0 days 00:58:49.228000,0 days 00:59:05.782000,309.0,253.0,318.0,312.0,False,MEDIUM,15.0,False,0 days 00:57:53.460000,2024-11-02 14:16:35.329,5.0,False
0 days 01:00:18.936000,SAI,0 days 00:01:13.147000,13.0,1.0,,,0 days 00:00:19.556000,0 days 00:00:37.105000,0 days 00:00:16.486000,0 days 00:59:25.338000,0 days 01:00:02.443000,0 days 01:00:18.929000,,254.0,317.0,316.0,False,MEDIUM,16.0,False,0 days 00:59:05.789000,2024-11-02 14:17:47.658,5.0,False
0 days 01:01:31.295000,SAI,0 days 00:01:12.359000,14.0,1.0,,,0 days 00:00:18.883000,0 days 00:00:36.928000,0 days 00:00:16.548000,0 days 01:00:37.812000,0 days 01:01:14.740000,0 days 01:01:31.288000,310.0,256.0,316.0,,False,MEDIUM,17.0,False,0 days 01:00:18.936000,2024-11-02 14:19:00.805,5.0,False
0 days 01:02:43.433000,SAI,0 days 00:01:12.138000,15.0,1.0,,,0 days 00:00:18.813000,0 days 00:00:36.917000,0 days 00:00:16.408000,0 days 01:01:50.101000,0 days 01:02:27.018000,0 days 01:02:43.426000,,255.0,317.0,,True,MEDIUM,18.0,False,0 days 01:01:31.295000,2024-11-02 14:20:13.164,5.0,False
