Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:21:14.333000,RIC,,1.0,1.0,0 days 00:19:36.029000,,,0 days 00:00:36.601000,0 days 00:00:29.099000,,0 days 00:20:45.334000,0 days 00:21:14.421000,169.0,223.0,284.0,266.0,False,SOFT,1.0,True,0 days 00:19:36.029000,2024-05-18 14:07:15.758,,False
0 days 00:22:31.100000,RIC,0 days 00:01:16.767000,2.0,1.0,,,0 days 00:00:24.359000,0 days 00:00:26.653000,0 days 00:00:25.755000,0 days 00:21:38.692000,0 days 00:22:05.345000,0 days 00:22:31.100000,224.0,259.0,284.0,294.0,True,SOFT,2.0,True,0 days 00:21:14.333000,2024-05-18 14:08:54.062,,False
0 days 00:24:09.166000,RIC,0 days 00:01:38.066000,3.0,1.0,,0 days 00:24:04.554000,0 days 00:00:29.819000,0 days 00:00:32.392000,0 days 00:00:35.855000,0 days 00:23:00.919000,0 days 00:23:33.311000,0 days 00:24:09.166000,184.0,215.0,,242.0,False,SOFT,3.0,True,0 days 00:22:31.100000,2024-05-18 14:10:10.829,,False
0 days 00:29:31.631000,RIC,,4.0,2.0,0 days 00:27:45.660000,,,0 days 00:00:38.829000,0 days 00:00:33.507000,,0 days 00:28:58.261000,0 days 00:29:31.801000,170.0,209.0,286.0,160.0,False,SOFT,1.0,True,0 days 00:24:09.166000,2024-05-18 14:11:48.895,,False
0 days 00:30:47.691000,RIC,0 days 00:01:16.060000,5.0,2.0,,,0 days 00:00:23.884000,0 days 00:00:26.495000,0 days 00:00:25.681000,0 days 00:29:55.515000,0 days 00:30:22.010000,0 days 00:30:47.691000,231.0,260.0,285.0,294.0,True,SOFT,2.0,True,0 days 00:29:31.631000,2024-05-18 14:17:11.360,,False
0 days 00:32:34.173000,RIC,0 days 00:01:46.482000,6.0,2.0,,0 days 00:32:29.452000,0 days 00:00:33.985000,0 days 00:00:35.006000,0 days 00:00:37.491000,0 days 00:31:21.676000,0 days 00:31:56.682000,0 days 00:32:34.173000,171.0,212.0,,237.0,False,SOFT,3.0,True,0 days 00:30:47.691000,2024-05-18 14:18:27.420,,False
0 days 00:42:55.646000,RIC,,7.0,3.0,0 days 00:41:12.336000,,,0 days 00:00:35.393000,0 days 00:00:29.094000,,0 days 00:42:26.719000,0 days 00:42:55.694000,166.0,216.0,287.0,264.0,False,SOFT,1.0,True,0 days 00:32:34.173000,2024-05-18 14:20:13.902,,False
0 days 00:44:11.613000,RIC,0 days 00:01:15.967000,8.0,3.0,,,0 days 00:00:24.030000,0 days 00:00:26.237000,0 days 00:00:25.700000,0 days 00:43:19.676000,0 days 00:43:45.913000,0 days 00:44:11.613000,227.0,260.0,285.0,293.0,True,SOFT,2.0,True,0 days 00:42:55.646000,2024-05-18 14:30:35.375,,False
0 days 00:45:54.884000,RIC,0 days 00:01:43.271000,9.0,3.0,,0 days 00:45:49.277000,0 days 00:00:31.636000,0 days 00:00:33.775000,0 days 00:00:37.860000,0 days 00:44:43.249000,0 days 00:45:17.024000,0 days 00:45:54.884000,189.0,212.0,,233.0,False,SOFT,3.0,True,0 days 00:44:11.613000,2024-05-18 14:31:51.342,,False
0 days 00:50:48.661000,RIC,,10.0,4.0,0 days 00:49:03.584000,,,0 days 00:00:35.409000,0 days 00:00:29.063000,,0 days 00:50:19.665000,0 days 00:50:48.838000,168.0,219.0,285.0,264.0,False,SOFT,1.0,True,0 days 00:45:54.884000,2024-05-18 14:33:34.613,,False
0 days 00:52:04.352000,RIC,0 days 00:01:15.691000,11.0,4.0,,,0 days 00:00:23.974000,0 days 00:00:26.232000,0 days 00:00:25.485000,0 days 00:51:12.635000,0 days 00:51:38.867000,0 days 00:52:04.352000,231.0,261.0,285.0,294.0,True,SOFT,2.0,True,0 days 00:50:48.661000,2024-05-18 14:38:28.390,,False
0 days 00:53:47.106000,RIC,0 days 00:01:42.754000,12.0,4.0,,0 days 00:53:42.572000,0 days 00:00:31.384000,0 days 00:00:31.694000,0 days 00:00:39.676000,0 days 00:52:35.736000,0 days 00:53:07.430000,0 days 00:53:47.106000,198.0,217.0,,213.0,False,SOFT,3.0,True,0 days 00:52:04.352000,2024-05-18 14:39:44.081,,False
0 days 01:10:33.356000,RIC,,13.0,5.0,0 days 01:08:54.257000,,,0 days 00:00:36.103000,0 days 00:00:29.442000,,0 days 01:10:03.921000,0 days 01:10:33.576000,170.0,212.0,286.0,264.0,False,SOFT,1.0,True,0 days 00:53:47.106000,2024-05-18 14:41:26.835,,False
0 days 01:11:49.030000,RIC,0 days 00:01:15.674000,14.0,5.0,,,0 days 00:00:24.049000,0 days 00:00:26.214000,0 days 00:00:25.411000,0 days 01:10:57.405000,0 days 01:11:23.619000,0 days 01:11:49.030000,228.0,259.0,286.0,293.0,True,SOFT,2.0,True,0 days 01:10:33.356000,2024-05-18 14:58:13.085,,False
0 days 01:13:32.658000,RIC,,15.0,5.0,,0 days 01:13:32.658000,0 days 00:00:35.789000,0 days 00:00:33.119000,,0 days 01:12:24.755000,0 days 01:12:58.064000,,199.0,205.0,,211.0,False,SOFT,3.0,True,0 days 01:11:49.030000,2024-05-18 14:59:28.759,,False
