Date_x,SessionTime_x,Time,RPM_x,Speed_x,nGear_x,Throttle_x,Brake_x,DRS_x,Source_x,Distance,RelativeDistance,X,Y,Z,Source_y,SessionTime_y
2024-07-21 13:59:00.998,0 days 01:51:07.385000,0 days 00:00:00.033000,11529,252,6,100,False,0,car,2.495555555555553,0.0005765119754897699,-1482.0172622388025,-114.49563185146971,2388.32517133036,car,0 days 01:51:07.385000
2024-07-21 13:59:01.198,0 days 01:51:07.585000,0 days 00:00:00.233000,11715,254,6,100,False,0,car,16.606666666666666,0.0038363971441095768,-1592.5937628424667,-24.356139536397812,2387.9717420456773,car,0 days 01:51:07.585000
2024-07-21 13:59:01.518,0 days 01:51:07.905000,0 days 00:00:00.553000,11572,260,6,100,False,0,car,39.71777777777778,0.009175421672242804,-1759.224285787538,110.46306050241137,2388.0012611407014,car,0 days 01:51:07.905000
2024-07-21 13:59:01.758,0 days 01:51:08.145000,0 days 00:00:00.793000,10798,260,7,100,False,0,car,57.05111111111111,0.013179690068342723,-1892.5915347326093,220.8699053893468,2388.000337861345,car,0 days 01:51:08.145000
2024-07-21 13:59:01.998,0 days 01:51:08.385000,0 days 00:00:01.033000,10604,266,7,100,False,0,car,74.78444444444443,0.017276364658198793,-2054.3522799988227,354.2197373180366,2388.000050071847,car,0 days 01:51:08.385000
2024-07-21 13:59:02.198,0 days 01:51:08.585000,0 days 00:00:01.233000,10744,266,7,100,False,0,car,89.56222222222222,0.02069026014974552,-2198.6220661434286,472.4436173814467,2388.000313193188,car,0 days 01:51:08.585000
2024-07-21 13:59:02.398,0 days 01:51:08.785000,0 days 00:00:01.433000,10889,266,7,100,False,0,car,104.33999999999999,0.024104155641292244,-2317.2130934881257,569.4485573068597,2387.999991803617,car,0 days 01:51:08.785000
2024-07-21 13:59:02.798,0 days 01:51:09.185000,0 days 00:00:01.833000,11032,273,7,100,False,0,car,134.67333333333332,0.031111625334467104,-2488.0720907807845,709.9710320631287,2388.0001441057466,car,0 days 01:51:09.185000
2024-07-21 13:59:02.998,0 days 01:51:09.385000,0 days 00:00:02.033000,11109,277,7,100,False,0,car,150.0622222222222,0.03466669695536351,-2612.3177312379366,812.3708223135715,2387.999962631374,car,0 days 01:51:09.385000
2024-07-21 13:59:03.317,0 days 01:51:09.704000,0 days 00:00:02.352000,11199,280,7,100,False,0,car,174.8733333333333,0.04039844780696038,-2827.085827839436,989.0471657807374,2388.0065785554107,car,0 days 01:51:09.704000
