Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:18:18.241000,ALO,,1.0,1.0,0 days 00:16:13.321000,,,0 days 00:00:34.178000,0 days 00:00:52.655000,,0 days 00:17:25.586000,0 days 00:18:18.247000,264.0,204.0,266.0,303.0,False,MEDIUM,1.0,True,0 days 00:16:13.321000,2024-04-19 07:32:38.638,,False
0 days 00:19:55.124000,ALO,0 days 00:01:36.883000,2.0,1.0,,,0 days 00:00:25.104000,0 days 00:00:28.698000,0 days 00:00:43.081000,0 days 00:18:43.345000,0 days 00:19:12.043000,0 days 00:19:55.124000,284.0,279.0,266.0,317.0,True,MEDIUM,2.0,True,0 days 00:18:18.241000,2024-04-19 07:34:43.558,,False
0 days 00:22:11.790000,ALO,0 days 00:02:16.666000,3.0,1.0,,,0 days 00:00:40.293000,0 days 00:00:39.195000,0 days 00:00:57.178000,0 days 00:20:35.417000,0 days 00:21:14.612000,0 days 00:22:11.790000,158.0,248.0,267.0,216.0,False,MEDIUM,3.0,True,0 days 00:19:55.124000,2024-04-19 07:36:20.441,,False
0 days 00:24:21.873000,ALO,0 days 00:02:10.083000,4.0,1.0,,,0 days 00:00:25.480000,0 days 00:00:42.852000,0 days 00:01:01.751000,0 days 00:22:37.270000,0 days 00:23:20.122000,0 days 00:24:21.873000,217.0,214.0,269.0,156.0,False,MEDIUM,4.0,True,0 days 00:22:11.790000,2024-04-19 07:38:37.107,,False
0 days 00:25:59.552000,ALO,0 days 00:01:37.679000,5.0,1.0,,,0 days 00:00:25.154000,0 days 00:00:28.831000,0 days 00:00:43.694000,0 days 00:24:47.027000,0 days 00:25:15.858000,0 days 00:25:59.552000,283.0,278.0,240.0,316.0,False,MEDIUM,5.0,True,0 days 00:24:21.873000,2024-04-19 07:40:47.190,,False
0 days 00:28:11.708000,ALO,0 days 00:02:12.156000,6.0,1.0,,0 days 00:28:09.961000,0 days 00:00:31.664000,0 days 00:00:38.303000,0 days 00:01:02.189000,0 days 00:26:31.216000,0 days 00:27:09.519000,0 days 00:28:11.708000,212.0,200.0,,200.0,False,MEDIUM,6.0,True,0 days 00:25:59.552000,2024-04-19 07:42:24.869,,False
0 days 00:40:19.466000,ALO,,7.0,2.0,0 days 00:38:14.080000,,,0 days 00:00:30.865000,0 days 00:00:51.158000,,0 days 00:39:28.429000,0 days 00:40:19.563000,267.0,262.0,267.0,296.0,False,MEDIUM,1.0,True,0 days 00:28:11.708000,2024-04-19 07:44:37.025,,False
0 days 00:41:55.585000,ALO,0 days 00:01:36.119000,8.0,2.0,,,0 days 00:00:24.860000,0 days 00:00:28.395000,0 days 00:00:42.864000,0 days 00:40:44.326000,0 days 00:41:12.721000,0 days 00:41:55.585000,282.0,279.0,266.0,318.0,True,MEDIUM,2.0,True,0 days 00:40:19.466000,2024-04-19 07:56:44.783,,False
0 days 00:44:08.125000,ALO,0 days 00:02:12.540000,9.0,2.0,,0 days 00:44:06.122000,0 days 00:00:30.528000,0 days 00:00:36.115000,0 days 00:01:05.897000,0 days 00:42:26.113000,0 days 00:43:02.228000,0 days 00:44:08.125000,235.0,193.0,,190.0,False,MEDIUM,3.0,True,0 days 00:41:55.585000,2024-04-19 07:58:20.902,,False
0 days 00:57:28.024000,ALO,,10.0,3.0,0 days 00:54:56.283000,,,0 days 00:00:40.791000,0 days 00:01:04.493000,,0 days 00:56:23.643000,0 days 00:57:28.024000,229.0,234.0,237.0,266.0,False,INTERMEDIATE,1.0,True,0 days 00:44:08.125000,2024-04-19 08:00:33.442,,False
0 days 00:59:31.605000,ALO,0 days 00:02:03.581000,11.0,3.0,,,0 days 00:00:30.459000,0 days 00:00:38.729000,0 days 00:00:54.393000,0 days 00:57:58.483000,0 days 00:58:37.212000,0 days 00:59:31.605000,274.0,233.0,240.0,288.0,True,INTERMEDIATE,2.0,True,0 days 00:57:28.024000,2024-04-19 08:13:53.341,,False
0 days 01:01:31.818000,ALO,0 days 00:02:00.213000,12.0,3.0,,,0 days 00:00:29.569000,0 days 00:00:37.006000,0 days 00:00:53.638000,0 days 01:00:01.174000,0 days 01:00:38.180000,0 days 01:01:31.818000,268.0,254.0,242.0,287.0,True,INTERMEDIATE,3.0,True,0 days 00:59:31.605000,2024-04-19 08:15:56.922,,False
0 days 01:03:31.733000,ALO,0 days 00:01:59.915000,13.0,3.0,,,0 days 00:00:29.718000,0 days 00:00:36.873000,0 days 00:00:53.324000,0 days 01:02:01.536000,0 days 01:02:38.409000,0 days 01:03:31.733000,271.0,239.0,242.0,288.0,True,INTERMEDIATE,4.0,True,0 days 01:01:31.818000,2024-04-19 08:17:57.135,,False
0 days 01:06:13.265000,ALO,,14.0,3.0,,0 days 01:06:08.481000,0 days 00:00:36.787000,0 days 00:00:45.833000,0 days 00:01:18.828000,0 days 01:04:08.622000,0 days 01:04:54.437000,0 days 01:06:13.809000,170.0,179.0,,161.0,False,INTERMEDIATE,5.0,True,0 days 01:03:31.733000,2024-04-19 08:19:57.050,,False
