Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 01:13:35.552000,BEA,0 days 00:01:40.491000,1.0,1.0,,,,0 days 00:00:49.847000,0 days 00:00:18.666000,,0 days 01:13:16.974000,0 days 01:13:35.673000,263.0,204.0,304.0,194.0,False,INTERMEDIATE,1.0,True,0 days 01:11:54.770000,2024-11-03 15:49:57.516,14.0,False
0 days 01:15:03.928000,BEA,0 days 00:01:28.376000,2.0,1.0,,,0 days 00:00:22.660000,0 days 00:00:46.976000,0 days 00:00:18.740000,0 days 01:13:58.205000,0 days 01:14:45.181000,0 days 01:15:03.921000,299.0,216.0,305.0,230.0,True,INTERMEDIATE,2.0,True,0 days 01:13:35.552000,2024-11-03 15:51:38.298,13.0,False
0 days 01:16:30.726000,BEA,0 days 00:01:26.798000,3.0,1.0,,,0 days 00:00:22.342000,0 days 00:00:46,0 days 00:00:18.456000,0 days 01:15:26.263000,0 days 01:16:12.263000,0 days 01:16:30.719000,301.0,218.0,306.0,227.0,True,INTERMEDIATE,3.0,True,0 days 01:15:03.928000,2024-11-03 15:53:06.674,13.0,False
0 days 01:18:02.881000,BEA,0 days 00:01:32.155000,4.0,1.0,,,0 days 00:00:22.120000,0 days 00:00:51.480000,0 days 00:00:18.555000,0 days 01:16:52.839000,0 days 01:17:44.319000,0 days 01:18:02.874000,,207.0,310.0,233.0,False,INTERMEDIATE,4.0,True,0 days 01:16:30.726000,2024-11-03 15:54:33.472,17.0,False
0 days 01:19:29.366000,BEA,0 days 00:01:26.485000,5.0,1.0,,,0 days 00:00:22.183000,0 days 00:00:45.511000,0 days 00:00:18.791000,0 days 01:18:25.057000,0 days 01:19:10.568000,0 days 01:19:29.359000,303.0,220.0,304.0,244.0,True,INTERMEDIATE,5.0,True,0 days 01:18:02.881000,2024-11-03 15:56:05.627,16.0,False
0 days 01:20:55.094000,BEA,0 days 00:01:25.728000,6.0,1.0,,,0 days 00:00:21.963000,0 days 00:00:45.506000,0 days 00:00:18.259000,0 days 01:19:51.322000,0 days 01:20:36.828000,0 days 01:20:55.087000,,222.0,308.0,237.0,True,INTERMEDIATE,6.0,True,0 days 01:19:29.366000,2024-11-03 15:57:32.112,16.0,False
0 days 01:22:20.506000,BEA,0 days 00:01:25.412000,7.0,1.0,,,0 days 00:00:21.828000,0 days 00:00:45.338000,0 days 00:00:18.246000,0 days 01:21:16.915000,0 days 01:22:02.253000,0 days 01:22:20.499000,,222.0,308.0,238.0,True,INTERMEDIATE,7.0,True,0 days 01:20:55.094000,2024-11-03 15:58:57.840,16.0,False
0 days 01:23:45.927000,BEA,0 days 00:01:25.421000,8.0,1.0,,,0 days 00:00:21.798000,0 days 00:00:45.293000,0 days 00:00:18.330000,0 days 01:22:42.297000,0 days 01:23:27.590000,0 days 01:23:45.920000,,225.0,307.0,242.0,False,INTERMEDIATE,8.0,True,0 days 01:22:20.506000,2024-11-03 16:00:23.252,16.0,False
0 days 01:25:11.091000,BEA,0 days 00:01:25.164000,9.0,1.0,,,0 days 00:00:21.875000,0 days 00:00:45.148000,0 days 00:00:18.141000,0 days 01:24:07.795000,0 days 01:24:52.943000,0 days 01:25:11.084000,,225.0,309.0,251.0,True,INTERMEDIATE,9.0,True,0 days 01:23:45.927000,2024-11-03 16:01:48.673,16.0,False
0 days 01:26:36.206000,BEA,0 days 00:01:25.115000,10.0,1.0,,,0 days 00:00:21.595000,0 days 00:00:45.192000,0 days 00:00:18.328000,0 days 01:25:32.679000,0 days 01:26:17.871000,0 days 01:26:36.199000,305.0,223.0,308.0,248.0,True,INTERMEDIATE,10.0,True,0 days 01:25:11.091000,2024-11-03 16:03:13.837,16.0,False
