Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:47:47.379000,SAI,,1.0,1.0,,,,0 days 00:00:39.883000,0 days 00:00:33.307000,,0 days 00:47:14.131000,0 days 00:47:47.475000,211.0,183.0,206.0,309.0,False,MEDIUM,4.0,False,0 days 00:46:05.307000,2024-10-19 18:03:51.406,5.0,False
0 days 00:49:25.885000,SAI,0 days 00:01:38.506000,2.0,1.0,,,0 days 00:00:26.851000,0 days 00:00:38.586000,0 days 00:00:33.069000,0 days 00:48:14.237000,0 days 00:48:52.823000,0 days 00:49:25.892000,205.0,189.0,208.0,333.0,True,MEDIUM,5.0,False,0 days 00:47:47.379000,2024-10-19 18:05:33.478,5.0,False
0 days 00:51:04.185000,SAI,0 days 00:01:38.300000,3.0,1.0,,,0 days 00:00:26.783000,0 days 00:00:38.847000,0 days 00:00:32.670000,0 days 00:49:52.675000,0 days 00:50:31.522000,0 days 00:51:04.192000,203.0,182.0,208.0,344.0,True,MEDIUM,6.0,False,0 days 00:49:25.885000,2024-10-19 18:07:11.984,5.0,False
0 days 00:52:43.010000,SAI,0 days 00:01:38.825000,4.0,1.0,,,0 days 00:00:26.434000,0 days 00:00:39.604000,0 days 00:00:32.787000,0 days 00:51:30.626000,0 days 00:52:10.230000,0 days 00:52:43.017000,218.0,178.0,205.0,339.0,False,MEDIUM,7.0,False,0 days 00:51:04.185000,2024-10-19 18:08:50.284,5.0,False
0 days 00:54:21.339000,SAI,0 days 00:01:38.329000,5.0,1.0,,,0 days 00:00:26.470000,0 days 00:00:38.996000,0 days 00:00:32.863000,0 days 00:53:09.487000,0 days 00:53:48.483000,0 days 00:54:21.346000,223.0,185.0,204.0,329.0,False,MEDIUM,8.0,False,0 days 00:52:43.010000,2024-10-19 18:10:29.109,4.0,False
0 days 00:55:59.631000,SAI,0 days 00:01:38.292000,6.0,1.0,,,0 days 00:00:26.377000,0 days 00:00:39.219000,0 days 00:00:32.696000,0 days 00:54:47.723000,0 days 00:55:26.942000,0 days 00:55:59.638000,226.0,184.0,203.0,309.0,True,MEDIUM,9.0,False,0 days 00:54:21.339000,2024-10-19 18:12:07.438,4.0,False
0 days 00:57:38.041000,SAI,0 days 00:01:38.410000,7.0,1.0,,,0 days 00:00:26.371000,0 days 00:00:39.030000,0 days 00:00:33.009000,0 days 00:56:26.009000,0 days 00:57:05.039000,0 days 00:57:38.048000,221.0,184.0,205.0,332.0,False,MEDIUM,10.0,False,0 days 00:55:59.631000,2024-10-19 18:13:45.730,4.0,False
0 days 00:59:16.789000,SAI,0 days 00:01:38.748000,8.0,1.0,,,0 days 00:00:26.312000,0 days 00:00:39.202000,0 days 00:00:33.234000,0 days 00:58:04.360000,0 days 00:58:43.562000,0 days 00:59:16.796000,218.0,183.0,204.0,323.0,False,MEDIUM,11.0,False,0 days 00:57:38.041000,2024-10-19 18:15:24.140,4.0,False
0 days 01:00:54.901000,SAI,0 days 00:01:38.112000,9.0,1.0,,,0 days 00:00:26.368000,0 days 00:00:39.043000,0 days 00:00:32.701000,0 days 00:59:43.164000,0 days 01:00:22.207000,0 days 01:00:54.908000,215.0,182.0,205.0,331.0,True,MEDIUM,12.0,False,0 days 00:59:16.789000,2024-10-19 18:17:02.888,3.0,False
0 days 01:02:33.211000,SAI,0 days 00:01:38.310000,10.0,1.0,,,0 days 00:00:26.282000,0 days 00:00:39.495000,0 days 00:00:32.533000,0 days 01:01:21.190000,0 days 01:02:00.685000,0 days 01:02:33.218000,225.0,184.0,204.0,303.0,False,MEDIUM,13.0,False,0 days 01:00:54.901000,2024-10-19 18:18:41.000,3.0,False
0 days 01:04:11.231000,SAI,0 days 00:01:38.020000,11.0,1.0,,,0 days 00:00:26.231000,0 days 00:00:39.295000,0 days 00:00:32.494000,0 days 01:02:59.449000,0 days 01:03:38.744000,0 days 01:04:11.238000,,184.0,203.0,304.0,True,MEDIUM,14.0,False,0 days 01:02:33.211000,2024-10-19 18:20:19.310,3.0,False
0 days 01:05:49.328000,SAI,0 days 00:01:38.097000,12.0,1.0,,,0 days 00:00:26.189000,0 days 00:00:39.306000,0 days 00:00:32.602000,0 days 01:04:37.427000,0 days 01:05:16.733000,0 days 01:05:49.335000,222.0,183.0,203.0,306.0,False,MEDIUM,15.0,False,0 days 01:04:11.231000,2024-10-19 18:21:57.330,3.0,False
