Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:56:41.629000,OCO,0 days 00:01:36.411000,1.0,1.0,,,,0 days 00:00:34.171000,0 days 00:00:24.578000,,0 days 00:56:17.235000,0 days 00:56:41.759000,255.0,231.0,247.0,279.0,False,MEDIUM,1.0,True,0 days 00:55:04.938000,2024-07-21 13:02:58.551,15.0,False
0 days 00:58:08.340000,OCO,0 days 00:01:26.711000,2.0,1.0,,,0 days 00:00:30.691000,0 days 00:00:31.723000,0 days 00:00:24.297000,0 days 00:57:12.356000,0 days 00:57:44.079000,0 days 00:58:08.376000,278.0,232.0,249.0,292.0,True,MEDIUM,2.0,True,0 days 00:56:41.629000,2024-07-21 13:04:35.242,14.0,False
0 days 00:59:34.643000,OCO,0 days 00:01:26.303000,3.0,1.0,,,0 days 00:00:30.104000,0 days 00:00:31.671000,0 days 00:00:24.528000,0 days 00:58:38.480000,0 days 00:59:10.151000,0 days 00:59:34.679000,279.0,233.0,250.0,303.0,True,MEDIUM,3.0,True,0 days 00:58:08.340000,2024-07-21 13:06:01.953,14.0,False
0 days 01:01:01.058000,OCO,0 days 00:01:26.415000,4.0,1.0,,,0 days 00:00:30.226000,0 days 00:00:31.862000,0 days 00:00:24.327000,0 days 01:00:04.905000,0 days 01:00:36.767000,0 days 01:01:01.094000,274.0,232.0,249.0,306.0,False,MEDIUM,4.0,True,0 days 00:59:34.643000,2024-07-21 13:07:28.256,14.0,False
0 days 01:02:27.216000,OCO,0 days 00:01:26.158000,5.0,1.0,,,0 days 00:00:30.067000,0 days 00:00:31.699000,0 days 00:00:24.392000,0 days 01:01:31.161000,0 days 01:02:02.860000,0 days 01:02:27.252000,277.0,228.0,249.0,305.0,True,MEDIUM,5.0,True,0 days 01:01:01.058000,2024-07-21 13:08:54.671,14.0,False
0 days 01:03:55.769000,OCO,0 days 00:01:28.553000,6.0,1.0,,0 days 01:03:54.022000,0 days 00:00:30.008000,0 days 00:00:31.467000,0 days 00:00:27.078000,0 days 01:02:57.260000,0 days 01:03:28.727000,0 days 01:03:55.805000,,230.0,,,False,MEDIUM,6.0,True,0 days 01:02:27.216000,2024-07-21 13:10:20.829,18.0,False
0 days 01:05:37.530000,OCO,0 days 00:01:41.761000,7.0,2.0,0 days 01:04:15.964000,,0 days 00:00:48.248000,0 days 00:00:30.003000,0 days 00:00:23.510000,0 days 01:04:44.053000,0 days 01:05:14.056000,0 days 01:05:37.566000,275.0,237.0,246.0,,False,HARD,1.0,True,0 days 01:03:55.769000,2024-07-21 13:11:49.382,20.0,False
0 days 01:07:01.817000,OCO,0 days 00:01:24.287000,8.0,2.0,,,0 days 00:00:29.894000,0 days 00:00:30.483000,0 days 00:00:23.910000,0 days 01:06:07.460000,0 days 01:06:37.943000,0 days 01:07:01.853000,277.0,234.0,247.0,290.0,True,HARD,2.0,True,0 days 01:05:37.530000,2024-07-21 13:13:31.143,19.0,False
0 days 01:08:26.426000,OCO,0 days 00:01:24.609000,9.0,2.0,,,0 days 00:00:29.911000,0 days 00:00:30.714000,0 days 00:00:23.984000,0 days 01:07:31.764000,0 days 01:08:02.478000,0 days 01:08:26.462000,276.0,234.0,245.0,292.0,False,HARD,3.0,True,0 days 01:07:01.817000,2024-07-21 13:14:55.430,18.0,False
0 days 01:09:51.487000,OCO,0 days 00:01:25.061000,10.0,2.0,,,0 days 00:00:30.022000,0 days 00:00:30.926000,0 days 00:00:24.113000,0 days 01:08:56.484000,0 days 01:09:27.410000,0 days 01:09:51.523000,279.0,234.0,246.0,293.0,False,HARD,4.0,True,0 days 01:08:26.426000,2024-07-21 13:16:20.039,18.0,False
0 days 01:11:16.348000,OCO,0 days 00:01:24.861000,11.0,2.0,,,0 days 00:00:30.169000,0 days 00:00:30.748000,0 days 00:00:23.944000,0 days 01:10:21.692000,0 days 01:10:52.440000,0 days 01:11:16.384000,,234.0,245.0,292.0,False,HARD,5.0,True,0 days 01:09:51.487000,2024-07-21 13:17:45.100,18.0,False
0 days 01:12:41.386000,OCO,0 days 00:01:25.038000,12.0,2.0,,,0 days 00:00:30.239000,0 days 00:00:30.656000,0 days 00:00:24.143000,0 days 01:11:46.623000,0 days 01:12:17.279000,0 days 01:12:41.422000,,235.0,244.0,291.0,False,HARD,6.0,True,0 days 01:11:16.348000,2024-07-21 13:19:09.961,18.0,False
0 days 01:14:06.688000,OCO,0 days 00:01:25.302000,13.0,2.0,,,0 days 00:00:30.316000,0 days 00:00:30.837000,0 days 00:00:24.149000,0 days 01:13:11.738000,0 days 01:13:42.575000,0 days 01:14:06.724000,,235.0,245.0,,False,HARD,7.0,True,0 days 01:12:41.386000,2024-07-21 13:20:34.999,18.0,False
0 days 01:15:31.933000,OCO,0 days 00:01:25.245000,14.0,2.0,,,0 days 00:00:30.184000,0 days 00:00:30.871000,0 days 00:00:24.190000,0 days 01:14:36.908000,0 days 01:15:07.779000,0 days 01:15:31.969000,,235.0,245.0,292.0,False,HARD,8.0,True,0 days 01:14:06.688000,2024-07-21 13:22:00.301,18.0,False
0 days 01:16:57.674000,OCO,0 days 00:01:25.741000,15.0,2.0,,,0 days 00:00:30.445000,0 days 00:00:31.137000,0 days 00:00:24.159000,0 days 01:16:02.414000,0 days 01:16:33.551000,0 days 01:16:57.710000,278.0,234.0,246.0,,False,HARD,9.0,True,0 days 01:15:31.933000,2024-07-21 13:23:25.546,18.0,False
0 days 01:18:23.454000,OCO,0 days 00:01:25.780000,16.0,2.0,,,0 days 00:00:30.365000,0 days 00:00:31.138000,0 days 00:00:24.277000,0 days 01:17:28.075000,0 days 01:17:59.213000,0 days 01:18:23.490000,279.0,233.0,245.0,293.0,False,HARD,10.0,True,0 days 01:16:57.674000,2024-07-21 13:24:51.287,18.0,False
0 days 01:19:49.085000,OCO,0 days 00:01:25.631000,17.0,2.0,,,0 days 00:00:30.411000,0 days 00:00:30.935000,0 days 00:00:24.285000,0 days 01:18:53.901000,0 days 01:19:24.836000,0 days 01:19:49.121000,,234.0,245.0,291.0,False,HARD,11.0,True,0 days 01:18:23.454000,2024-07-21 13:26:17.067,17.0,False
