Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:58:52.033000,ALB,0 days 00:01:50.771000,1.0,1.0,,,,0 days 00:00:45.094000,0 days 00:00:28.543000,,0 days 00:58:23.591000,0 days 00:58:52.132000,288.0,261.0,244.0,223.0,False,MEDIUM,1.0,True,0 days 00:57:01.006000,2024-09-22 12:03:57.137,15.0,False
0 days 01:00:32.783000,ALB,0 days 00:01:40.750000,2.0,1.0,,,0 days 00:00:29.598000,0 days 00:00:42.998000,0 days 00:00:28.154000,0 days 00:59:21.705000,0 days 01:00:04.703000,0 days 01:00:32.857000,297.0,272.0,243.0,281.0,True,MEDIUM,2.0,True,0 days 00:58:52.033000,2024-09-22 12:05:48.164,15.0,False
0 days 01:02:12.545000,ALB,0 days 00:01:39.762000,3.0,1.0,,,0 days 00:00:29.259000,0 days 00:00:42.539000,0 days 00:00:27.964000,0 days 01:01:02.116000,0 days 01:01:44.655000,0 days 01:02:12.619000,298.0,258.0,245.0,285.0,True,MEDIUM,3.0,True,0 days 01:00:32.783000,2024-09-22 12:07:28.914,15.0,False
0 days 01:03:51.830000,ALB,0 days 00:01:39.285000,4.0,1.0,,,0 days 00:00:29.108000,0 days 00:00:42.303000,0 days 00:00:27.874000,0 days 01:02:41.727000,0 days 01:03:24.030000,0 days 01:03:51.904000,302.0,268.0,245.0,281.0,True,MEDIUM,4.0,True,0 days 01:02:12.545000,2024-09-22 12:09:08.676,15.0,False
0 days 01:05:31.082000,ALB,0 days 00:01:39.252000,5.0,1.0,,,0 days 00:00:29.368000,0 days 00:00:42.028000,0 days 00:00:27.856000,0 days 01:04:21.272000,0 days 01:05:03.300000,0 days 01:05:31.156000,300.0,270.0,245.0,293.0,True,MEDIUM,5.0,True,0 days 01:03:51.830000,2024-09-22 12:10:47.961,15.0,False
0 days 01:07:10.349000,ALB,0 days 00:01:39.267000,6.0,1.0,,,0 days 00:00:29.047000,0 days 00:00:42.338000,0 days 00:00:27.882000,0 days 01:06:00.203000,0 days 01:06:42.541000,0 days 01:07:10.423000,,269.0,245.0,286.0,False,MEDIUM,6.0,True,0 days 01:05:31.082000,2024-09-22 12:12:27.213,15.0,False
0 days 01:08:49.388000,ALB,0 days 00:01:39.039000,7.0,1.0,,,0 days 00:00:29.115000,0 days 00:00:42.037000,0 days 00:00:27.887000,0 days 01:07:39.538000,0 days 01:08:21.575000,0 days 01:08:49.462000,303.0,271.0,245.0,296.0,True,MEDIUM,7.0,True,0 days 01:07:10.349000,2024-09-22 12:14:06.480,15.0,False
0 days 01:10:28.704000,ALB,0 days 00:01:39.316000,8.0,1.0,,,0 days 00:00:28.937000,0 days 00:00:42.166000,0 days 00:00:28.213000,0 days 01:09:18.399000,0 days 01:10:00.565000,0 days 01:10:28.778000,290.0,278.0,245.0,295.0,False,MEDIUM,8.0,True,0 days 01:08:49.388000,2024-09-22 12:15:45.519,15.0,False
0 days 01:12:08.471000,ALB,0 days 00:01:39.767000,9.0,1.0,,,0 days 00:00:29.275000,0 days 00:00:42.130000,0 days 00:00:28.362000,0 days 01:10:58.053000,0 days 01:11:40.183000,0 days 01:12:08.545000,293.0,269.0,245.0,289.0,False,MEDIUM,9.0,True,0 days 01:10:28.704000,2024-09-22 12:17:24.835,15.0,False
0 days 01:13:48.367000,ALB,0 days 00:01:39.896000,10.0,1.0,,,0 days 00:00:29.241000,0 days 00:00:42.267000,0 days 00:00:28.388000,0 days 01:12:37.786000,0 days 01:13:20.053000,0 days 01:13:48.441000,298.0,265.0,244.0,291.0,False,MEDIUM,10.0,True,0 days 01:12:08.471000,2024-09-22 12:19:04.602,15.0,False
0 days 01:15:35.033000,ALB,0 days 00:01:46.666000,11.0,1.0,,0 days 01:15:27.422000,0 days 00:00:29.101000,0 days 00:00:42.374000,0 days 00:00:35.191000,0 days 01:14:17.542000,0 days 01:14:59.916000,0 days 01:15:35.107000,291.0,270.0,,275.0,False,MEDIUM,11.0,True,0 days 01:13:48.367000,2024-09-22 12:20:44.498,17.0,False
0 days 01:17:33.059000,ALB,0 days 00:01:58.026000,12.0,2.0,0 days 01:15:56.538000,,0 days 00:00:49.705000,0 days 00:00:40.831000,0 days 00:00:27.490000,0 days 01:16:24.812000,0 days 01:17:05.643000,0 days 01:17:33.133000,278.0,256.0,244.0,,False,HARD,1.0,True,0 days 01:15:35.033000,2024-09-22 12:22:31.164,19.0,False
0 days 01:19:09.947000,ALB,0 days 00:01:36.888000,13.0,2.0,,,0 days 00:00:28.928000,0 days 00:00:40.666000,0 days 00:00:27.294000,0 days 01:18:02.061000,0 days 01:18:42.727000,0 days 01:19:10.021000,281.0,256.0,246.0,274.0,True,HARD,2.0,True,0 days 01:17:33.059000,2024-09-22 12:24:29.190,19.0,False
0 days 01:20:48.687000,ALB,0 days 00:01:38.740000,14.0,2.0,,,0 days 00:00:29.358000,0 days 00:00:41.648000,0 days 00:00:27.734000,0 days 01:19:39.379000,0 days 01:20:21.027000,0 days 01:20:48.761000,287.0,252.0,242.0,278.0,False,HARD,3.0,True,0 days 01:19:09.947000,2024-09-22 12:26:06.078,19.0,False
0 days 01:23:01.965000,ALB,0 days 00:02:13.278000,15.0,2.0,,0 days 01:22:54.323000,0 days 00:00:35.672000,0 days 00:00:54.488000,0 days 00:00:43.118000,0 days 01:21:24.433000,0 days 01:22:18.921000,0 days 01:23:02.039000,148.0,178.0,,274.0,False,HARD,4.0,True,0 days 01:20:48.687000,2024-09-22 12:27:44.818,20.0,False
