Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
NOR,1.0,SOFT,1.0,1.0,,0 days 00:20:03.650000,24,Q
NOR,1.0,SOFT,2.0,2.0,,,24,Q
NOR,1.0,SOFT,3.0,3.0,0 days 00:25:56.445000,,24,Q
NOR,2.0,SOFT,1.0,4.0,,0 days 00:29:10.623000,24,Q
NOR,2.0,SOFT,2.0,5.0,0 days 00:33:24.624000,,24,Q
NOR,3.0,SOFT,3.0,6.0,,0 days 00:45:10.028000,24,Q
NOR,3.0,SOFT,4.0,7.0,,,24,Q
NOR,3.0,SOFT,5.0,8.0,0 days 00:50:38.602000,,24,Q
NOR,4.0,SOFT,1.0,9.0,,0 days 00:55:29.005000,24,Q
NOR,4.0,SOFT,2.0,10.0,0 days 00:59:38.639000,,24,Q
NOR,5.0,SOFT,3.0,11.0,,0 days 01:07:16.829000,24,Q
NOR,5.0,SOFT,4.0,12.0,,,24,Q
NOR,5.0,SOFT,5.0,13.0,0 days 01:12:26.288000,,24,Q
NOR,6.0,SOFT,1.0,14.0,,0 days 01:14:44.446000,24,Q
NOR,6.0,SOFT,2.0,15.0,,,24,Q
NOR,6.0,SOFT,3.0,16.0,0 days 01:20:17.969000,,24,Q
PIA,1.0,SOFT,1.0,1.0,,0 days 00:20:10.569000,24,Q
PIA,1.0,SOFT,2.0,2.0,,,24,Q
PIA,1.0,SOFT,3.0,3.0,0 days 00:26:08.095000,,24,Q
PIA,2.0,SOFT,1.0,4.0,,0 days 00:29:24.882000,24,Q
PIA,2.0,SOFT,2.0,5.0,0 days 00:33:47.894000,,24,Q
PIA,3.0,SOFT,3.0,6.0,,0 days 00:46:56.419000,24,Q
PIA,3.0,SOFT,4.0,7.0,,,24,Q
PIA,3.0,SOFT,5.0,8.0,0 days 00:52:11.609000,,24,Q
PIA,4.0,SOFT,1.0,9.0,,0 days 00:55:12.670000,24,Q
PIA,4.0,SOFT,2.0,10.0,0 days 00:59:35.079000,,24,Q
PIA,5.0,SOFT,3.0,11.0,,0 days 01:07:04.398000,24,Q
