Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
VER,1.0,SOFT,1.0,1.0,,0 days 00:16:20.464000,3,Q
VER,1.0,SOFT,2.0,2.0,,,3,Q
VER,1.0,SOFT,3.0,3.0,0 days 00:20:59.534000,,3,Q
VER,2.0,SOFT,4.0,4.0,,0 days 00:21:50.135000,3,Q
VER,2.0,SOFT,5.0,5.0,,,3,Q
VER,2.0,SOFT,6.0,6.0,0 days 00:26:29.040000,,3,Q
VER,3.0,SOFT,7.0,7.0,,0 days 00:26:52.573000,3,Q
VER,3.0,SOFT,8.0,8.0,,,3,Q
VER,3.0,SOFT,9.0,9.0,0 days 00:31:38.906000,,3,Q
VER,4.0,SOFT,1.0,10.0,,0 days 00:40:12.738000,3,Q
VER,4.0,SOFT,2.0,11.0,,,3,Q
VER,4.0,SOFT,3.0,12.0,0 days 00:45:00.592000,,3,Q
VER,5.0,SOFT,4.0,13.0,,0 days 00:45:13.093000,3,Q
VER,5.0,SOFT,5.0,14.0,,,3,Q
VER,5.0,SOFT,6.0,15.0,0 days 00:49:55.411000,,3,Q
VER,6.0,SOFT,1.0,16.0,,0 days 01:04:13.160000,3,Q
VER,6.0,SOFT,2.0,17.0,,,3,Q
VER,6.0,SOFT,3.0,18.0,0 days 01:08:40.606000,,3,Q
VER,7.0,SOFT,1.0,19.0,,0 days 01:11:34.369000,3,Q
VER,7.0,SOFT,2.0,20.0,,,3,Q
VER,7.0,SOFT,3.0,21.0,0 days 01:16:14.408000,,3,Q
SAI,1.0,SOFT,1.0,1.0,,0 days 00:17:32.857000,3,Q
SAI,1.0,SOFT,2.0,2.0,,,3,Q
SAI,1.0,SOFT,3.0,3.0,,,3,Q
SAI,1.0,SOFT,4.0,4.0,,,3,Q
SAI,1.0,SOFT,5.0,5.0,,,3,Q
SAI,1.0,SOFT,6.0,6.0,0 days 00:27:01.706000,,3,Q
SAI,2.0,SOFT,6.0,7.0,,0 days 00:40:05.604000,3,Q
SAI,2.0,SOFT,7.0,8.0,,,3,Q
SAI,2.0,SOFT,8.0,9.0,0 days 00:44:35.973000,,3,Q
SAI,3.0,SOFT,1.0,10.0,,0 days 00:46:02.819000,3,Q
SAI,3.0,SOFT,2.0,11.0,,,3,Q
SAI,3.0,SOFT,3.0,12.0,0 days 00:50:34.081000,,3,Q
SAI,4.0,SOFT,1.0,13.0,,0 days 01:03:15.734000,3,Q
SAI,4.0,SOFT,2.0,14.0,,,3,Q
SAI,4.0,SOFT,3.0,15.0,0 days 01:07:48.426000,,3,Q
SAI,5.0,SOFT,1.0,16.0,,0 days 01:11:43.780000,3,Q
SAI,5.0,SOFT,2.0,17.0,,,3,Q
SAI,5.0,SOFT,3.0,18.0,0 days 01:16:29.635000,,3,Q
PER,1.0,SOFT,1.0,1.0,,0 days 00:16:29.990000,3,Q
PER,1.0,SOFT,2.0,2.0,,,3,Q
PER,1.0,SOFT,3.0,3.0,,,3,Q
PER,1.0,SOFT,4.0,4.0,,,3,Q
PER,1.0,SOFT,5.0,5.0,,,3,Q
PER,1.0,SOFT,6.0,6.0,0 days 00:26:01.050000,,3,Q
PER,2.0,SOFT,7.0,7.0,,0 days 00:26:21.959000,3,Q
PER,2.0,SOFT,8.0,8.0,,,3,Q
PER,2.0,SOFT,9.0,9.0,0 days 00:30:50.611000,,3,Q
PER,3.0,SOFT,1.0,10.0,,0 days 00:40:59.943000,3,Q
PER,3.0,SOFT,2.0,11.0,,,3,Q
PER,3.0,SOFT,3.0,12.0,0 days 00:45:46.501000,,3,Q
PER,4.0,SOFT,4.0,13.0,,0 days 00:46:43.416000,3,Q
PER,4.0,SOFT,5.0,14.0,,,3,Q
PER,4.0,SOFT,6.0,15.0,0 days 00:51:06.524000,,3,Q
PER,5.0,SOFT,7.0,16.0,0 days 00:54:57.655000,0 days 00:53:24.909000,3,Q
PER,6.0,SOFT,1.0,17.0,,0 days 01:04:37.251000,3,Q
PER,6.0,SOFT,2.0,18.0,,,3,Q
PER,6.0,SOFT,3.0,19.0,0 days 01:08:56.578000,,3,Q
PER,7.0,SOFT,1.0,20.0,,0 days 01:11:40.619000,3,Q
PER,7.0,SOFT,2.0,21.0,,,3,Q
PER,7.0,SOFT,3.0,22.0,0 days 01:16:20.934000,,3,Q
NOR,1.0,SOFT,1.0,1.0,,0 days 00:17:49.970000,3,Q
NOR,1.0,SOFT,2.0,2.0,,,3,Q
NOR,1.0,SOFT,3.0,3.0,,,3,Q
NOR,1.0,SOFT,4.0,4.0,,,3,Q
NOR,1.0,SOFT,5.0,5.0,0 days 00:25:28.976000,,3,Q
NOR,2.0,SOFT,6.0,6.0,,0 days 00:30:35.284000,3,Q
