Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
PIA,2.0,SOFT,1.0,4.0,,0 days 00:21:54.294000,11,Q
PIA,2.0,SOFT,2.0,5.0,,,11,Q
PIA,2.0,SOFT,3.0,6.0,0 days 00:26:05.973000,,11,Q
PIA,3.0,SOFT,1.0,7.0,,0 days 00:42:28.974000,11,Q
PIA,3.0,SOFT,2.0,8.0,,,11,Q
PIA,3.0,SOFT,3.0,9.0,0 days 00:46:36.611000,,11,Q
PIA,4.0,SOFT,4.0,10.0,,0 days 00:51:14.447000,11,Q
PIA,4.0,SOFT,5.0,11.0,0 days 00:54:28.254000,,11,Q
PIA,5.0,SOFT,1.0,12.0,,0 days 01:02:58.292000,11,Q
PIA,5.0,SOFT,2.0,13.0,,,11,Q
PIA,5.0,SOFT,3.0,14.0,0 days 01:07:03.303000,,11,Q
PIA,6.0,SOFT,1.0,15.0,,0 days 01:10:23.942000,11,Q
PIA,6.0,SOFT,2.0,16.0,,,11,Q
PIA,6.0,SOFT,3.0,17.0,0 days 01:14:43.416000,,11,Q
PER,1.0,SOFT,4.0,1.0,,0 days 00:13:30.835000,11,Q
PER,1.0,SOFT,5.0,2.0,,,11,Q
PER,1.0,SOFT,6.0,3.0,0 days 00:17:28.710000,,11,Q
PER,2.0,SOFT,1.0,4.0,,0 days 00:19:59.618000,11,Q
PER,2.0,SOFT,2.0,5.0,,,11,Q
PER,2.0,SOFT,3.0,6.0,0 days 00:24:03.062000,,11,Q
PER,3.0,SOFT,1.0,7.0,,0 days 00:29:33.638000,11,Q
PER,3.0,SOFT,2.0,8.0,,,11,Q
PER,3.0,SOFT,3.0,9.0,0 days 00:33:40.407000,,11,Q
PER,4.0,SOFT,1.0,10.0,,0 days 00:43:09.377000,11,Q
PER,4.0,SOFT,2.0,11.0,,,11,Q
PER,4.0,SOFT,3.0,12.0,0 days 00:47:13.968000,,11,Q
PER,5.0,SOFT,1.0,13.0,,0 days 00:49:40.331000,11,Q
PER,5.0,SOFT,2.0,14.0,,,11,Q
PER,5.0,SOFT,3.0,15.0,0 days 00:53:35.142000,,11,Q
PER,6.0,SOFT,4.0,16.0,,0 days 01:03:44.111000,11,Q
PER,6.0,SOFT,5.0,17.0,,,11,Q
PER,6.0,SOFT,6.0,18.0,0 days 01:07:47.489000,,11,Q
PER,7.0,SOFT,4.0,19.0,,0 days 01:11:06.731000,11,Q
PER,7.0,SOFT,5.0,20.0,,,11,Q
PER,7.0,SOFT,6.0,21.0,0 days 01:15:22.295000,,11,Q
HUL,1.0,SOFT,1.0,1.0,,0 days 00:15:17.945000,11,Q
HUL,1.0,SOFT,2.0,2.0,,,11,Q
HUL,1.0,SOFT,3.0,3.0,0 days 00:19:32.639000,,11,Q
HUL,2.0,SOFT,4.0,4.0,,0 days 00:20:56.635000,11,Q
HUL,2.0,SOFT,5.0,5.0,,,11,Q
HUL,2.0,SOFT,6.0,6.0,0 days 00:25:09.140000,,11,Q
HUL,3.0,SOFT,1.0,7.0,,0 days 00:27:50.275000,11,Q
HUL,3.0,SOFT,2.0,8.0,,,11,Q
HUL,3.0,SOFT,3.0,9.0,0 days 00:31:54.713000,,11,Q
HUL,4.0,SOFT,1.0,10.0,,0 days 00:43:04.383000,11,Q
HUL,4.0,SOFT,2.0,11.0,,,11,Q
HUL,4.0,SOFT,3.0,12.0,0 days 00:46:58.767000,,11,Q
HUL,5.0,SOFT,1.0,13.0,,0 days 00:50:08.824000,11,Q
HUL,5.0,SOFT,2.0,14.0,,,11,Q
HUL,5.0,SOFT,3.0,15.0,0 days 00:54:09.387000,,11,Q
HUL,6.0,SOFT,4.0,16.0,,0 days 01:02:12.472000,11,Q
HUL,6.0,SOFT,5.0,17.0,,,11,Q
HUL,6.0,SOFT,6.0,18.0,0 days 01:06:09.322000,,11,Q
HUL,7.0,SOFT,1.0,19.0,,0 days 01:10:18.641000,11,Q
HUL,7.0,SOFT,2.0,20.0,,,11,Q
HUL,7.0,SOFT,3.0,21.0,0 days 01:14:27.298000,,11,Q
OCO,1.0,SOFT,7.0,1.0,,0 days 00:13:56.446000,11,Q
OCO,1.0,SOFT,8.0,2.0,,,11,Q
OCO,1.0,SOFT,9.0,3.0,0 days 00:18:11.738000,,11,Q
OCO,2.0,SOFT,1.0,4.0,,0 days 00:20:37.152000,11,Q
OCO,2.0,SOFT,2.0,5.0,,,11,Q
OCO,2.0,SOFT,3.0,6.0,0 days 00:24:52.438000,,11,Q
OCO,3.0,SOFT,1.0,7.0,,0 days 00:27:42.379000,11,Q
OCO,3.0,SOFT,2.0,8.0,,,11,Q
OCO,3.0,SOFT,3.0,9.0,0 days 00:32:00.822000,,11,Q
OCO,4.0,SOFT,1.0,10.0,,0 days 00:38:23.356000,11,Q
OCO,4.0,SOFT,2.0,11.0,,,11,Q
OCO,4.0,SOFT,3.0,12.0,0 days 00:42:22.288000,,11,Q
OCO,5.0,SOFT,1.0,13.0,,0 days 00:43:41.055000,11,Q
OCO,5.0,SOFT,2.0,14.0,,,11,Q
OCO,5.0,SOFT,3.0,15.0,0 days 00:47:40.336000,,11,Q
OCO,6.0,SOFT,1.0,16.0,,0 days 00:49:44.938000,11,Q
OCO,6.0,SOFT,2.0,17.0,,,11,Q
OCO,6.0,SOFT,3.0,18.0,0 days 00:53:51.165000,,11,Q
OCO,7.0,SOFT,4.0,19.0,,0 days 01:02:22.325000,11,Q
OCO,7.0,SOFT,5.0,20.0,,,11,Q
OCO,7.0,SOFT,6.0,21.0,0 days 01:06:30.918000,,11,Q
OCO,8.0,SOFT,4.0,22.0,,0 days 01:10:00.383000,11,Q
OCO,8.0,SOFT,5.0,23.0,,,11,Q
OCO,8.0,SOFT,6.0,24.0,0 days 01:14:06.217000,,11,Q
RIC,1.0,SOFT,1.0,1.0,,0 days 00:14:53.059000,11,Q
RIC,1.0,SOFT,2.0,2.0,,,11,Q
RIC,1.0,SOFT,3.0,3.0,0 days 00:19:06.135000,,11,Q
RIC,2.0,SOFT,1.0,4.0,,0 days 00:20:49.480000,11,Q
RIC,2.0,SOFT,2.0,5.0,,,11,Q
RIC,2.0,SOFT,3.0,6.0,0 days 00:25:04.296000,,11,Q
RIC,3.0,SOFT,1.0,7.0,,0 days 00:28:07.112000,11,Q
RIC,3.0,SOFT,2.0,8.0,,,11,Q
RIC,3.0,SOFT,3.0,9.0,0 days 00:32:25.813000,,11,Q
RIC,4.0,SOFT,1.0,10.0,,0 days 00:42:21.076000,11,Q
RIC,4.0,SOFT,2.0,11.0,,,11,Q
RIC,4.0,SOFT,3.0,12.0,0 days 00:46:28.663000,,11,Q
RIC,5.0,SOFT,1.0,13.0,,0 days 00:50:53.446000,11,Q
RIC,5.0,SOFT,2.0,14.0,,,11,Q
RIC,5.0,SOFT,3.0,15.0,0 days 00:55:03.975000,,11,Q
MAG,1.0,SOFT,1.0,1.0,,0 days 00:15:27.187000,11,Q
MAG,1.0,SOFT,2.0,2.0,,,11,Q
MAG,1.0,SOFT,3.0,3.0,0 days 00:19:45.426000,,11,Q
MAG,2.0,SOFT,4.0,4.0,,0 days 00:21:15.001000,11,Q
MAG,2.0,SOFT,5.0,5.0,,,11,Q
MAG,2.0,SOFT,6.0,6.0,0 days 00:25:36.548000,,11,Q
MAG,3.0,SOFT,1.0,7.0,,0 days 00:27:52.038000,11,Q
MAG,3.0,SOFT,2.0,8.0,,,11,Q
MAG,3.0,SOFT,3.0,9.0,0 days 00:32:03.308000,,11,Q
MAG,4.0,SOFT,1.0,10.0,,0 days 00:43:14.679000,11,Q
MAG,4.0,SOFT,2.0,11.0,,,11,Q
MAG,4.0,SOFT,3.0,12.0,0 days 00:47:29.448000,,11,Q
MAG,5.0,SOFT,1.0,13.0,,0 days 00:50:27.348000,11,Q
MAG,5.0,SOFT,2.0,14.0,,,11,Q
MAG,5.0,SOFT,3.0,15.0,0 days 00:54:34.584000,,11,Q
GAS,1.0,SOFT,7.0,1.0,,0 days 00:13:40.571000,11,Q
GAS,1.0,SOFT,8.0,2.0,,,11,Q
GAS,1.0,SOFT,9.0,3.0,0 days 00:17:38.226000,,11,Q
GAS,2.0,SOFT,1.0,4.0,,0 days 00:20:16.732000,11,Q
GAS,2.0,SOFT,2.0,5.0,,,11,Q
GAS,2.0,SOFT,3.0,6.0,0 days 00:24:21.312000,,11,Q
GAS,3.0,SOFT,1.0,7.0,,0 days 00:27:15.254000,11,Q
GAS,3.0,SOFT,2.0,8.0,,,11,Q
GAS,3.0,SOFT,3.0,9.0,0 days 00:31:24.681000,,11,Q
GAS,4.0,SOFT,1.0,10.0,,0 days 00:38:34.403000,11,Q
GAS,4.0,SOFT,2.0,11.0,,,11,Q
GAS,4.0,SOFT,3.0,12.0,0 days 00:42:38.960000,,11,Q
GAS,5.0,SOFT,1.0,13.0,,0 days 00:44:28.624000,11,Q
GAS,5.0,SOFT,2.0,14.0,,,11,Q
GAS,5.0,SOFT,3.0,15.0,0 days 00:48:32.837000,,11,Q
GAS,6.0,SOFT,1.0,16.0,,0 days 00:51:06.066000,11,Q
GAS,6.0,SOFT,2.0,17.0,,,11,Q
GAS,6.0,SOFT,3.0,18.0,0 days 00:55:14.393000,,11,Q
TSU,1.0,SOFT,1.0,1.0,,0 days 00:14:46.617000,11,Q
TSU,1.0,SOFT,2.0,2.0,,,11,Q
TSU,1.0,SOFT,3.0,3.0,0 days 00:19:01.191000,,11,Q
TSU,2.0,SOFT,1.0,4.0,,0 days 00:21:41.258000,11,Q
TSU,2.0,SOFT,2.0,5.0,,,11,Q
TSU,2.0,SOFT,3.0,6.0,0 days 00:25:47.170000,,11,Q
TSU,3.0,SOFT,1.0,7.0,,0 days 00:28:28.258000,11,Q
TSU,3.0,SOFT,2.0,8.0,,,11,Q
TSU,3.0,SOFT,3.0,9.0,0 days 00:32:37.441000,,11,Q
TSU,4.0,SOFT,1.0,10.0,,0 days 00:42:00.794000,11,Q
TSU,4.0,SOFT,2.0,11.0,,,11,Q
TSU,4.0,SOFT,3.0,12.0,0 days 00:45:57.744000,,11,Q
TSU,5.0,SOFT,1.0,13.0,,0 days 00:49:50.234000,11,Q
TSU,5.0,SOFT,2.0,14.0,,,11,Q
TSU,5.0,SOFT,3.0,15.0,0 days 00:54:06.022000,,11,Q
ALO,1.0,SOFT,4.0,1.0,,0 days 00:13:53.252000,11,Q
ALO,1.0,SOFT,5.0,2.0,,,11,Q
ALO,1.0,SOFT,6.0,3.0,0 days 00:17:55.401000,,11,Q
ALO,2.0,SOFT,1.0,4.0,,0 days 00:20:32.311000,11,Q
ALO,2.0,SOFT,2.0,5.0,,,11,Q
ALO,2.0,SOFT,3.0,6.0,0 days 00:24:37.529000,,11,Q
ALO,3.0,SOFT,1.0,7.0,,0 days 00:29:12.479000,11,Q
ALO,3.0,SOFT,2.0,8.0,,,11,Q
ALO,3.0,SOFT,3.0,9.0,0 days 00:33:25.544000,,11,Q
ALO,4.0,SOFT,1.0,10.0,,0 days 00:42:37.817000,11,Q
ALO,4.0,SOFT,2.0,11.0,,,11,Q
ALO,4.0,SOFT,3.0,12.0,0 days 00:46:41.981000,,11,Q
ALO,5.0,SOFT,1.0,13.0,,0 days 00:50:44.716000,11,Q
ALO,5.0,SOFT,2.0,14.0,,,11,Q
ALO,5.0,SOFT,3.0,15.0,0 days 00:54:56.482000,,11,Q
ALB,1.0,SOFT,1.0,1.0,,0 days 00:14:02.265000,11,Q
ALB,1.0,SOFT,2.0,2.0,,,11,Q
ALB,1.0,SOFT,3.0,3.0,0 days 00:18:15.920000,,11,Q
ALB,2.0,SOFT,1.0,4.0,,0 days 00:21:03.468000,11,Q
ALB,2.0,SOFT,2.0,5.0,,,11,Q
ALB,2.0,SOFT,3.0,6.0,0 days 00:25:24.152000,,11,Q
ALB,3.0,SOFT,1.0,7.0,,0 days 00:28:34.480000,11,Q
ALB,3.0,SOFT,2.0,8.0,,,11,Q
ALB,3.0,SOFT,3.0,9.0,0 days 00:32:56.457000,,11,Q
STR,1.0,SOFT,4.0,1.0,,0 days 00:13:44.880000,11,Q
STR,1.0,SOFT,5.0,2.0,,,11,Q
STR,1.0,SOFT,6.0,3.0,0 days 00:17:51.756000,,11,Q
STR,2.0,SOFT,1.0,4.0,,0 days 00:20:43.760000,11,Q
STR,2.0,SOFT,2.0,5.0,,,11,Q
STR,2.0,SOFT,3.0,6.0,0 days 00:24:57.613000,,11,Q
STR,3.0,SOFT,1.0,7.0,,0 days 00:28:48.015000,11,Q
STR,3.0,SOFT,2.0,8.0,,,11,Q
STR,3.0,SOFT,3.0,9.0,0 days 00:33:18.110000,,11,Q
BOT,1.0,SOFT,1.0,1.0,,0 days 00:15:39.782000,11,Q
BOT,1.0,SOFT,2.0,2.0,,,11,Q
BOT,1.0,SOFT,3.0,3.0,0 days 00:19:46.861000,,11,Q
BOT,2.0,SOFT,1.0,4.0,,0 days 00:21:58.924000,11,Q
BOT,2.0,SOFT,2.0,5.0,,,11,Q
BOT,2.0,SOFT,3.0,6.0,0 days 00:26:00.321000,,11,Q
BOT,3.0,SOFT,1.0,7.0,,0 days 00:29:38.183000,11,Q
BOT,3.0,SOFT,2.0,8.0,,,11,Q
BOT,3.0,SOFT,3.0,9.0,0 days 00:33:46.283000,,11,Q
SAR,1.0,SOFT,1.0,1.0,,0 days 00:15:04.710000,11,Q
SAR,1.0,SOFT,2.0,2.0,,,11,Q
SAR,1.0,SOFT,3.0,3.0,0 days 00:19:09.737000,,11,Q
SAR,2.0,SOFT,1.0,4.0,,0 days 00:21:11.333000,11,Q
SAR,2.0,SOFT,2.0,5.0,,,11,Q
SAR,2.0,SOFT,3.0,6.0,0 days 00:25:33.577000,,11,Q
SAR,3.0,SOFT,1.0,7.0,,0 days 00:29:19.956000,11,Q
SAR,3.0,SOFT,2.0,8.0,,,11,Q
SAR,3.0,SOFT,3.0,9.0,0 days 00:33:37.609000,,11,Q
ZHO,1.0,SOFT,1.0,1.0,,0 days 00:15:42.617000,11,Q
ZHO,1.0,SOFT,2.0,2.0,,,11,Q
ZHO,1.0,SOFT,3.0,3.0,0 days 00:19:48.831000,,11,Q
ZHO,2.0,SOFT,1.0,4.0,,0 days 00:22:08.977000,11,Q
ZHO,2.0,SOFT,2.0,5.0,,,11,Q
ZHO,2.0,SOFT,3.0,6.0,0 days 00:26:04.211000,,11,Q
ZHO,3.0,SOFT,1.0,7.0,,0 days 00:28:12.682000,11,Q
ZHO,3.0,SOFT,2.0,8.0,,,11,Q
ZHO,3.0,SOFT,3.0,9.0,0 days 00:32:28.683000,,11,Q
RUS,1.0,MEDIUM,1.0,1.0,,,11,R
RUS,1.0,MEDIUM,2.0,2.0,,,11,R
RUS,1.0,MEDIUM,3.0,3.0,,,11,R
RUS,1.0,MEDIUM,4.0,4.0,,,11,R
RUS,1.0,MEDIUM,5.0,5.0,,,11,R
RUS,1.0,MEDIUM,6.0,6.0,,,11,R
RUS,1.0,MEDIUM,7.0,7.0,,,11,R
RUS,1.0,MEDIUM,8.0,8.0,,,11,R
RUS,1.0,MEDIUM,9.0,9.0,,,11,R
RUS,1.0,MEDIUM,10.0,10.0,,,11,R
RUS,1.0,MEDIUM,11.0,11.0,,,11,R
RUS,1.0,MEDIUM,12.0,12.0,,,11,R
RUS,1.0,MEDIUM,13.0,13.0,,,11,R
RUS,1.0,MEDIUM,14.0,14.0,,,11,R
RUS,1.0,MEDIUM,15.0,15.0,,,11,R
RUS,1.0,MEDIUM,16.0,16.0,,,11,R
RUS,1.0,MEDIUM,17.0,17.0,,,11,R
RUS,1.0,MEDIUM,18.0,18.0,,,11,R
RUS,1.0,MEDIUM,19.0,19.0,,,11,R
RUS,1.0,MEDIUM,20.0,20.0,,,11,R
RUS,1.0,MEDIUM,21.0,21.0,,,11,R
RUS,1.0,MEDIUM,22.0,22.0,0 days 01:21:39.025000,,11,R
RUS,2.0,MEDIUM,1.0,23.0,,0 days 01:22:00.621000,11,R
RUS,2.0,MEDIUM,2.0,24.0,,,11,R
RUS,2.0,MEDIUM,3.0,25.0,,,11,R
RUS,2.0,MEDIUM,4.0,26.0,,,11,R
RUS,2.0,MEDIUM,5.0,27.0,,,11,R
RUS,2.0,MEDIUM,6.0,28.0,,,11,R
RUS,2.0,MEDIUM,7.0,29.0,,,11,R
RUS,2.0,MEDIUM,8.0,30.0,,,11,R
RUS,2.0,MEDIUM,9.0,31.0,,,11,R
RUS,2.0,MEDIUM,10.0,32.0,,,11,R
RUS,2.0,MEDIUM,11.0,33.0,,,11,R
RUS,2.0,MEDIUM,12.0,34.0,,,11,R
RUS,2.0,MEDIUM,13.0,35.0,,,11,R
RUS,2.0,MEDIUM,14.0,36.0,,,11,R
RUS,2.0,MEDIUM,15.0,37.0,,,11,R
RUS,2.0,MEDIUM,16.0,38.0,,,11,R
RUS,2.0,MEDIUM,17.0,39.0,,,11,R
RUS,2.0,MEDIUM,18.0,40.0,,,11,R
RUS,2.0,MEDIUM,19.0,41.0,,,11,R
RUS,2.0,MEDIUM,20.0,42.0,,,11,R
RUS,2.0,MEDIUM,21.0,43.0,,,11,R
RUS,2.0,MEDIUM,22.0,44.0,,,11,R
RUS,2.0,MEDIUM,23.0,45.0,,,11,R
RUS,2.0,MEDIUM,24.0,46.0,0 days 01:50:10.859000,,11,R
RUS,3.0,HARD,1.0,47.0,,0 days 01:50:32.157000,11,R
RUS,3.0,HARD,2.0,48.0,,,11,R
RUS,3.0,HARD,3.0,49.0,,,11,R
RUS,3.0,HARD,4.0,50.0,,,11,R
RUS,3.0,HARD,5.0,51.0,,,11,R
RUS,3.0,HARD,6.0,52.0,,,11,R
RUS,3.0,HARD,7.0,53.0,,,11,R
RUS,3.0,HARD,8.0,54.0,,,11,R
RUS,3.0,HARD,9.0,55.0,,,11,R
RUS,3.0,HARD,10.0,56.0,,,11,R
RUS,3.0,HARD,11.0,57.0,,,11,R
RUS,3.0,HARD,12.0,58.0,,,11,R
RUS,3.0,HARD,13.0,59.0,,,11,R
RUS,3.0,HARD,14.0,60.0,,,11,R
RUS,3.0,HARD,15.0,61.0,,,11,R
RUS,3.0,HARD,16.0,62.0,,,11,R
RUS,3.0,HARD,17.0,63.0,,,11,R
RUS,3.0,HARD,18.0,64.0,,,11,R
RUS,3.0,HARD,19.0,65.0,,,11,R
RUS,3.0,HARD,20.0,66.0,,,11,R
RUS,3.0,HARD,21.0,67.0,,,11,R
RUS,3.0,HARD,22.0,68.0,,,11,R
RUS,3.0,HARD,23.0,69.0,,,11,R
RUS,3.0,HARD,24.0,70.0,,,11,R
RUS,3.0,HARD,25.0,71.0,,,11,R
PIA,1.0,MEDIUM,1.0,1.0,,,11,R
PIA,1.0,MEDIUM,2.0,2.0,,,11,R
PIA,1.0,MEDIUM,3.0,3.0,,,11,R
PIA,1.0,MEDIUM,4.0,4.0,,,11,R
PIA,1.0,MEDIUM,5.0,5.0,,,11,R
PIA,1.0,MEDIUM,6.0,6.0,,,11,R
PIA,1.0,MEDIUM,7.0,7.0,,,11,R
PIA,1.0,MEDIUM,8.0,8.0,,,11,R
PIA,1.0,MEDIUM,9.0,9.0,,,11,R
PIA,1.0,MEDIUM,10.0,10.0,,,11,R
PIA,1.0,MEDIUM,11.0,11.0,,,11,R
PIA,1.0,MEDIUM,12.0,12.0,,,11,R
