Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
NOR,1.0,SOFT,1.0,1.0,,0 days 00:18:41.593000,15,Q
NOR,1.0,SOFT,2.0,2.0,,,15,Q
NOR,1.0,SOFT,3.0,3.0,0 days 00:23:06.750000,,15,Q
NOR,2.0,SOFT,4.0,4.0,,0 days 00:29:18.215000,15,Q
NOR,2.0,SOFT,5.0,5.0,0 days 00:32:33.819000,,15,Q
NOR,3.0,SOFT,1.0,6.0,,0 days 00:44:00.567000,15,Q
NOR,3.0,SOFT,2.0,7.0,,,15,Q
NOR,3.0,SOFT,3.0,8.0,0 days 00:48:24.327000,,15,Q
NOR,4.0,SOFT,1.0,9.0,,0 days 01:03:35.737000,15,Q
NOR,4.0,SOFT,2.0,10.0,,,15,Q
NOR,4.0,SOFT,3.0,11.0,0 days 01:07:44.180000,,15,Q
NOR,5.0,SOFT,1.0,12.0,,0 days 01:11:36.783000,15,Q
NOR,5.0,SOFT,2.0,13.0,,,15,Q
NOR,5.0,SOFT,3.0,14.0,0 days 01:16:00.918000,,15,Q
VER,1.0,SOFT,1.0,1.0,,0 days 00:21:38.861000,15,Q
VER,1.0,SOFT,2.0,2.0,,,15,Q
VER,1.0,SOFT,3.0,3.0,0 days 00:25:53.995000,,15,Q
VER,2.0,SOFT,4.0,4.0,,0 days 00:29:03.920000,15,Q
VER,2.0,SOFT,5.0,5.0,0 days 00:31:59.480000,,15,Q
VER,3.0,SOFT,1.0,6.0,,0 days 00:43:36.544000,15,Q
VER,3.0,SOFT,2.0,7.0,,,15,Q
VER,3.0,SOFT,3.0,8.0,0 days 00:48:16.264000,,15,Q
VER,4.0,SOFT,1.0,9.0,,0 days 01:03:27.391000,15,Q
VER,4.0,SOFT,2.0,10.0,,,15,Q
VER,4.0,SOFT,3.0,11.0,0 days 01:07:34.610000,,15,Q
VER,5.0,SOFT,1.0,12.0,,0 days 01:11:25.460000,15,Q
VER,5.0,SOFT,2.0,13.0,,,15,Q
VER,5.0,SOFT,3.0,14.0,0 days 01:15:51.481000,,15,Q
PIA,1.0,SOFT,1.0,1.0,,0 days 00:17:02.715000,15,Q
PIA,1.0,SOFT,2.0,2.0,,,15,Q
PIA,1.0,SOFT,3.0,3.0,,,15,Q
PIA,1.0,SOFT,4.0,4.0,0 days 00:23:19.619000,,15,Q
PIA,2.0,SOFT,5.0,5.0,,0 days 00:29:12.148000,15,Q
PIA,2.0,SOFT,6.0,6.0,,,15,Q
PIA,2.0,SOFT,7.0,7.0,0 days 00:33:54.340000,,15,Q
PIA,3.0,SOFT,1.0,8.0,,0 days 00:43:17.331000,15,Q
PIA,3.0,SOFT,2.0,9.0,,,15,Q
PIA,3.0,SOFT,3.0,10.0,0 days 00:47:35.326000,,15,Q
PIA,4.0,SOFT,1.0,11.0,,0 days 01:03:18.316000,15,Q
PIA,4.0,SOFT,2.0,12.0,,,15,Q
PIA,4.0,SOFT,3.0,13.0,0 days 01:07:30.887000,,15,Q
PIA,5.0,SOFT,1.0,14.0,,0 days 01:12:08.079000,15,Q
PIA,5.0,SOFT,2.0,15.0,,,15,Q
PIA,5.0,SOFT,3.0,16.0,0 days 01:16:49.438000,,15,Q
RUS,1.0,SOFT,1.0,1.0,,0 days 00:18:09.008000,15,Q
RUS,1.0,SOFT,2.0,2.0,,,15,Q
RUS,1.0,SOFT,3.0,3.0,0 days 00:22:34.120000,,15,Q
RUS,2.0,SOFT,4.0,4.0,,0 days 00:23:02.960000,15,Q
RUS,2.0,SOFT,5.0,5.0,,,15,Q
RUS,2.0,SOFT,6.0,6.0,0 days 00:27:26.737000,,15,Q
RUS,3.0,SOFT,1.0,7.0,,0 days 00:30:40.023000,15,Q
RUS,3.0,SOFT,2.0,8.0,,,15,Q
RUS,3.0,SOFT,3.0,9.0,0 days 00:35:23.644000,,15,Q
RUS,4.0,SOFT,1.0,10.0,,0 days 00:44:56.720000,15,Q
RUS,4.0,SOFT,2.0,11.0,,,15,Q
RUS,4.0,SOFT,3.0,12.0,0 days 00:49:26.805000,,15,Q
RUS,5.0,SOFT,1.0,13.0,,0 days 01:04:25.955000,15,Q
RUS,5.0,SOFT,2.0,14.0,,,15,Q
RUS,5.0,SOFT,3.0,15.0,0 days 01:08:33.598000,,15,Q
RUS,6.0,SOFT,1.0,16.0,,0 days 01:12:50.003000,15,Q
RUS,6.0,SOFT,2.0,17.0,,,15,Q
RUS,6.0,SOFT,3.0,18.0,0 days 01:18:15.442000,,15,Q
PER,1.0,SOFT,1.0,1.0,,0 days 00:16:49.174000,15,Q
PER,1.0,SOFT,2.0,2.0,,,15,Q
PER,1.0,SOFT,3.0,3.0,0 days 00:21:29.139000,,15,Q
PER,2.0,SOFT,4.0,4.0,,0 days 00:21:57.880000,15,Q
PER,2.0,SOFT,5.0,5.0,0 days 00:25:01.573000,,15,Q
PER,3.0,SOFT,1.0,6.0,,0 days 00:30:56.719000,15,Q
PER,3.0,SOFT,2.0,7.0,,,15,Q
PER,3.0,SOFT,3.0,8.0,0 days 00:35:34.473000,,15,Q
PER,4.0,SOFT,1.0,9.0,,0 days 00:44:22.422000,15,Q
PER,4.0,SOFT,2.0,10.0,,,15,Q
PER,4.0,SOFT,3.0,11.0,0 days 00:48:44.400000,,15,Q
PER,5.0,SOFT,1.0,12.0,,0 days 00:51:40.969000,15,Q
PER,5.0,SOFT,2.0,13.0,,,15,Q
PER,5.0,SOFT,3.0,14.0,0 days 00:56:11.364000,,15,Q
PER,6.0,SOFT,1.0,15.0,,0 days 01:11:47.651000,15,Q
PER,6.0,SOFT,2.0,16.0,,,15,Q
PER,6.0,SOFT,3.0,17.0,0 days 01:16:11.166000,,15,Q
LEC,1.0,SOFT,1.0,1.0,,0 days 00:16:55.070000,15,Q
LEC,1.0,SOFT,2.0,2.0,,,15,Q
LEC,1.0,SOFT,3.0,3.0,0 days 00:21:35.852000,,15,Q
LEC,2.0,SOFT,4.0,4.0,,0 days 00:22:06.394000,15,Q
LEC,2.0,SOFT,5.0,5.0,,,15,Q
LEC,2.0,SOFT,6.0,6.0,0 days 00:26:31.775000,,15,Q
LEC,3.0,SOFT,1.0,7.0,,0 days 00:30:30.669000,15,Q
LEC,3.0,SOFT,2.0,8.0,,,15,Q
LEC,3.0,SOFT,3.0,9.0,0 days 00:35:08.233000,,15,Q
LEC,4.0,SOFT,4.0,10.0,,0 days 00:40:08.623000,15,Q
LEC,4.0,SOFT,5.0,11.0,,,15,Q
LEC,4.0,SOFT,6.0,12.0,0 days 00:44:37.041000,,15,Q
LEC,5.0,SOFT,1.0,13.0,,0 days 00:45:31.651000,15,Q
LEC,5.0,SOFT,2.0,14.0,,,15,Q
LEC,5.0,SOFT,3.0,15.0,0 days 00:49:42.159000,,15,Q
LEC,6.0,SOFT,1.0,16.0,,0 days 00:52:40.974000,15,Q
LEC,6.0,SOFT,2.0,17.0,,,15,Q
LEC,6.0,SOFT,3.0,18.0,0 days 00:57:21.307000,,15,Q
LEC,7.0,SOFT,4.0,19.0,,0 days 01:03:43.689000,15,Q
LEC,7.0,SOFT,5.0,20.0,,,15,Q
LEC,7.0,SOFT,6.0,21.0,0 days 01:07:54.103000,,15,Q
LEC,8.0,SOFT,1.0,22.0,,0 days 01:11:59.984000,15,Q
LEC,8.0,SOFT,2.0,23.0,,,15,Q
LEC,8.0,SOFT,3.0,24.0,0 days 01:18:15.442000,,15,Q
ALO,1.0,SOFT,1.0,1.0,,0 days 00:16:28.278000,15,Q
ALO,1.0,SOFT,2.0,2.0,,,15,Q
ALO,1.0,SOFT,3.0,3.0,,,15,Q
ALO,1.0,SOFT,4.0,4.0,0 days 00:22:18.883000,,15,Q
ALO,2.0,SOFT,1.0,5.0,,0 days 00:30:10.210000,15,Q
ALO,2.0,SOFT,2.0,6.0,,,15,Q
ALO,2.0,SOFT,3.0,7.0,0 days 00:34:49.137000,,15,Q
ALO,3.0,SOFT,1.0,8.0,,0 days 00:44:34.418000,15,Q
ALO,3.0,SOFT,2.0,9.0,,,15,Q
ALO,3.0,SOFT,3.0,10.0,0 days 00:48:56.419000,,15,Q
ALO,4.0,SOFT,1.0,11.0,,0 days 00:52:10.270000,15,Q
ALO,4.0,SOFT,2.0,12.0,,,15,Q
ALO,4.0,SOFT,3.0,13.0,0 days 00:56:46.556000,,15,Q
ALO,5.0,SOFT,1.0,14.0,,0 days 01:08:55.055000,15,Q
ALO,5.0,SOFT,2.0,15.0,,,15,Q
ALO,5.0,SOFT,3.0,16.0,0 days 01:13:16.686000,,15,Q
STR,1.0,SOFT,1.0,1.0,,0 days 00:16:07.232000,15,Q
STR,1.0,SOFT,2.0,2.0,,,15,Q
STR,1.0,SOFT,3.0,3.0,,,15,Q
STR,1.0,SOFT,4.0,4.0,,,15,Q
STR,1.0,SOFT,5.0,5.0,0 days 00:23:23.964000,,15,Q
STR,2.0,SOFT,1.0,6.0,,0 days 00:26:10.432000,15,Q
STR,2.0,SOFT,2.0,7.0,,,15,Q
STR,2.0,SOFT,3.0,8.0,,,15,Q
STR,2.0,SOFT,4.0,9.0,,,15,Q
STR,2.0,SOFT,5.0,10.0,0 days 00:34:06.943000,,15,Q
STR,3.0,SOFT,1.0,11.0,,0 days 00:44:05.549000,15,Q
STR,3.0,SOFT,2.0,12.0,,,15,Q
STR,3.0,SOFT,3.0,13.0,0 days 00:48:29.640000,,15,Q
STR,4.0,SOFT,1.0,14.0,,0 days 00:52:25.721000,15,Q
STR,4.0,SOFT,2.0,15.0,,,15,Q
STR,4.0,SOFT,3.0,16.0,0 days 00:57:01.223000,,15,Q
STR,5.0,SOFT,1.0,17.0,,0 days 01:08:11.336000,15,Q
STR,5.0,SOFT,2.0,18.0,,,15,Q
STR,5.0,SOFT,3.0,19.0,0 days 01:12:31.456000,,15,Q
GAS,1.0,SOFT,1.0,1.0,,0 days 00:15:53.241000,15,Q
GAS,1.0,SOFT,2.0,2.0,,,15,Q
GAS,1.0,SOFT,3.0,3.0,0 days 00:20:15.506000,,15,Q
GAS,2.0,SOFT,1.0,4.0,,0 days 00:22:44.448000,15,Q
GAS,2.0,SOFT,2.0,5.0,,,15,Q
GAS,2.0,SOFT,3.0,6.0,0 days 00:27:09.241000,,15,Q
GAS,3.0,SOFT,1.0,7.0,,0 days 00:31:10.411000,15,Q
GAS,3.0,SOFT,2.0,8.0,0 days 00:34:28.786000,,15,Q
GAS,4.0,SOFT,3.0,9.0,,0 days 00:44:17.201000,15,Q
GAS,4.0,SOFT,4.0,10.0,,,15,Q
GAS,4.0,SOFT,5.0,11.0,0 days 00:48:37.901000,,15,Q
GAS,5.0,SOFT,1.0,12.0,,0 days 00:51:25.155000,15,Q
GAS,5.0,SOFT,2.0,13.0,,,15,Q
GAS,5.0,SOFT,3.0,14.0,0 days 00:55:57.613000,,15,Q
GAS,6.0,SOFT,4.0,15.0,,0 days 01:03:58.084000,15,Q
GAS,6.0,SOFT,5.0,16.0,,,15,Q
GAS,6.0,SOFT,6.0,17.0,0 days 01:08:07.973000,,15,Q
GAS,7.0,SOFT,1.0,18.0,,0 days 01:11:17.444000,15,Q
GAS,7.0,SOFT,2.0,19.0,,,15,Q
GAS,7.0,SOFT,3.0,20.0,0 days 01:15:38.741000,,15,Q
SAI,1.0,SOFT,1.0,1.0,,0 days 00:16:44.982000,15,Q
SAI,1.0,SOFT,2.0,2.0,,,15,Q
SAI,1.0,SOFT,3.0,3.0,0 days 00:21:23.478000,,15,Q
SAI,2.0,SOFT,4.0,4.0,,0 days 00:22:33.997000,15,Q
SAI,2.0,SOFT,5.0,5.0,,,15,Q
SAI,2.0,SOFT,6.0,6.0,0 days 00:26:53.518000,,15,Q
SAI,3.0,SOFT,1.0,7.0,,0 days 00:30:15.873000,15,Q
SAI,3.0,SOFT,2.0,8.0,,,15,Q
SAI,3.0,SOFT,3.0,9.0,0 days 00:34:55.152000,,15,Q
SAI,4.0,SOFT,4.0,10.0,,0 days 00:40:03.614000,15,Q
SAI,4.0,SOFT,5.0,11.0,,,15,Q
SAI,4.0,SOFT,6.0,12.0,0 days 00:44:25.365000,,15,Q
SAI,5.0,SOFT,1.0,13.0,,0 days 00:45:13.203000,15,Q
SAI,5.0,SOFT,2.0,14.0,,,15,Q
SAI,5.0,SOFT,3.0,15.0,0 days 00:49:33.182000,,15,Q
SAI,6.0,SOFT,1.0,16.0,,0 days 00:52:14.330000,15,Q
SAI,6.0,SOFT,2.0,17.0,,,15,Q
SAI,6.0,SOFT,3.0,18.0,0 days 00:56:52.185000,,15,Q
HAM,1.0,SOFT,1.0,1.0,,0 days 00:18:17.005000,15,Q
HAM,1.0,SOFT,2.0,2.0,,,15,Q
HAM,1.0,SOFT,3.0,3.0,0 days 00:22:40.776000,,15,Q
HAM,2.0,SOFT,4.0,4.0,0 days 00:25:05.896000,0 days 00:23:15.763000,15,Q
HAM,3.0,SOFT,5.0,5.0,,0 days 00:30:49.011000,15,Q
HAM,3.0,SOFT,6.0,6.0,,,15,Q
HAM,3.0,SOFT,7.0,7.0,0 days 00:35:18.751000,,15,Q
HAM,4.0,SOFT,1.0,8.0,,0 days 00:45:03.466000,15,Q
HAM,4.0,SOFT,2.0,9.0,,,15,Q
HAM,4.0,SOFT,3.0,10.0,0 days 00:49:24.879000,,15,Q
