Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
LEC,1.0,SOFT,1.0,1.0,,0 days 00:15:51.382000,8,Q
LEC,1.0,SOFT,2.0,2.0,,,8,Q
LEC,1.0,SOFT,3.0,3.0,,,8,Q
LEC,1.0,SOFT,4.0,4.0,,,8,Q
LEC,1.0,SOFT,5.0,5.0,0 days 00:22:54.986000,,8,Q
LEC,2.0,SOFT,6.0,6.0,,0 days 00:23:37.442000,8,Q
LEC,2.0,SOFT,7.0,7.0,,,8,Q
LEC,2.0,SOFT,8.0,8.0,,,8,Q
LEC,2.0,SOFT,9.0,9.0,,,8,Q
LEC,2.0,SOFT,10.0,10.0,0 days 00:30:51.141000,,8,Q
LEC,3.0,SOFT,1.0,11.0,,0 days 00:38:32.974000,8,Q
LEC,3.0,SOFT,2.0,12.0,,,8,Q
LEC,3.0,SOFT,3.0,13.0,,,8,Q
LEC,3.0,SOFT,4.0,14.0,,,8,Q
LEC,3.0,SOFT,5.0,15.0,0 days 00:45:21.734000,,8,Q
LEC,4.0,SOFT,1.0,16.0,,0 days 00:46:49.992000,8,Q
LEC,4.0,SOFT,2.0,17.0,,,8,Q
LEC,4.0,SOFT,3.0,18.0,,,8,Q
LEC,4.0,SOFT,4.0,19.0,,,8,Q
LEC,4.0,SOFT,5.0,20.0,0 days 00:53:30.258000,,8,Q
LEC,5.0,SOFT,1.0,21.0,,0 days 01:01:42.826000,8,Q
LEC,5.0,SOFT,2.0,22.0,,,8,Q
LEC,5.0,SOFT,3.0,23.0,0 days 01:05:39.351000,,8,Q
LEC,6.0,SOFT,1.0,24.0,,0 days 01:09:39.705000,8,Q
LEC,6.0,SOFT,2.0,25.0,,,8,Q
LEC,6.0,SOFT,3.0,26.0,0 days 01:13:48.501000,,8,Q
PIA,1.0,SOFT,1.0,1.0,,0 days 00:13:48.710000,8,Q
PIA,1.0,SOFT,2.0,2.0,,,8,Q
PIA,1.0,SOFT,3.0,3.0,,,8,Q
PIA,1.0,SOFT,4.0,4.0,,,8,Q
PIA,1.0,SOFT,5.0,5.0,,,8,Q
PIA,1.0,SOFT,6.0,6.0,,,8,Q
PIA,1.0,SOFT,7.0,7.0,0 days 00:23:47.451000,,8,Q
PIA,2.0,SOFT,1.0,8.0,,0 days 00:26:01.403000,8,Q
PIA,2.0,SOFT,2.0,9.0,,,8,Q
PIA,2.0,SOFT,3.0,10.0,,,8,Q
PIA,2.0,SOFT,4.0,11.0,,,8,Q
PIA,2.0,SOFT,5.0,12.0,0 days 00:33:09.886000,,8,Q
PIA,3.0,SOFT,4.0,13.0,,0 days 00:39:08.461000,8,Q
PIA,3.0,SOFT,5.0,14.0,,,8,Q
PIA,3.0,SOFT,6.0,15.0,0 days 00:43:28.566000,,8,Q
PIA,4.0,SOFT,1.0,16.0,,0 days 00:45:44.026000,8,Q
PIA,4.0,SOFT,2.0,17.0,,,8,Q
PIA,4.0,SOFT,3.0,18.0,0 days 00:49:38.111000,,8,Q
PIA,5.0,SOFT,1.0,19.0,,0 days 01:01:57.597000,8,Q
PIA,5.0,SOFT,2.0,20.0,,,8,Q
PIA,5.0,SOFT,3.0,21.0,0 days 01:06:03.213000,,8,Q
PIA,6.0,SOFT,1.0,22.0,,0 days 01:09:47.783000,8,Q
PIA,6.0,SOFT,2.0,23.0,,,8,Q
PIA,6.0,SOFT,3.0,24.0,0 days 01:14:02.407000,,8,Q
SAI,1.0,SOFT,1.0,1.0,,0 days 00:15:54.598000,8,Q
SAI,1.0,SOFT,2.0,2.0,,,8,Q
SAI,1.0,SOFT,3.0,3.0,,,8,Q
SAI,1.0,SOFT,4.0,4.0,,,8,Q
SAI,1.0,SOFT,5.0,5.0,,,8,Q
