Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
VER,1.0,SOFT,1.0,1.0,,0 days 00:20:12.226000,2,Q
VER,1.0,SOFT,2.0,2.0,,,2,Q
VER,1.0,SOFT,3.0,3.0,0 days 00:25:23.773000,,2,Q
VER,2.0,SOFT,4.0,4.0,,0 days 00:28:08.503000,2,Q
VER,2.0,SOFT,5.0,5.0,,,2,Q
VER,2.0,SOFT,6.0,6.0,0 days 00:33:15.986000,,2,Q
VER,3.0,SOFT,1.0,7.0,,0 days 00:48:21.022000,2,Q
VER,3.0,SOFT,2.0,8.0,,,2,Q
VER,3.0,SOFT,3.0,9.0,0 days 00:53:40.993000,,2,Q
VER,4.0,SOFT,4.0,10.0,,0 days 00:55:47.629000,2,Q
VER,4.0,SOFT,5.0,11.0,,,2,Q
VER,4.0,SOFT,6.0,12.0,0 days 01:01:30.076000,,2,Q
VER,5.0,SOFT,1.0,13.0,,0 days 01:08:06.471000,2,Q
VER,5.0,SOFT,2.0,14.0,,,2,Q
VER,5.0,SOFT,3.0,15.0,0 days 01:13:05.837000,,2,Q
VER,6.0,SOFT,1.0,16.0,,0 days 01:15:21.667000,2,Q
VER,6.0,SOFT,2.0,17.0,,,2,Q
VER,6.0,SOFT,3.0,18.0,0 days 01:20:39.340000,,2,Q
LEC,1.0,SOFT,1.0,1.0,,0 days 00:16:37.403000,2,Q
LEC,1.0,SOFT,2.0,2.0,,,2,Q
LEC,1.0,SOFT,3.0,3.0,,,2,Q
LEC,1.0,SOFT,4.0,4.0,,,2,Q
LEC,1.0,SOFT,5.0,5.0,,,2,Q
LEC,1.0,SOFT,6.0,6.0,,,2,Q
LEC,1.0,SOFT,7.0,7.0,,,2,Q
LEC,1.0,SOFT,8.0,8.0,0 days 00:30:54.310000,,2,Q
LEC,2.0,SOFT,1.0,9.0,,0 days 00:39:39.733000,2,Q
LEC,2.0,SOFT,2.0,10.0,0 days 00:45:22.140000,,2,Q
LEC,3.0,SOFT,3.0,11.0,,0 days 00:48:36.583000,2,Q
LEC,3.0,SOFT,4.0,12.0,,,2,Q
LEC,3.0,SOFT,5.0,13.0,0 days 00:54:17.464000,,2,Q
LEC,4.0,SOFT,1.0,14.0,,0 days 00:55:54.117000,2,Q
LEC,4.0,SOFT,2.0,15.0,,,2,Q
LEC,4.0,SOFT,3.0,16.0,0 days 01:01:34.311000,,2,Q
LEC,5.0,SOFT,1.0,17.0,,0 days 01:06:57.782000,2,Q
LEC,5.0,SOFT,2.0,18.0,,,2,Q
LEC,5.0,SOFT,3.0,19.0,,,2,Q
LEC,5.0,SOFT,4.0,20.0,0 days 01:13:54.571000,,2,Q
LEC,6.0,SOFT,1.0,21.0,,0 days 01:15:41.411000,2,Q
LEC,6.0,SOFT,2.0,22.0,,,2,Q
LEC,6.0,SOFT,3.0,23.0,0 days 01:21:15.512000,,2,Q
PER,1.0,SOFT,1.0,1.0,,0 days 00:19:32.346000,2,Q
PER,1.0,SOFT,2.0,2.0,,,2,Q
PER,1.0,SOFT,3.0,3.0,0 days 00:25:01.541000,,2,Q
PER,2.0,SOFT,4.0,4.0,,0 days 00:27:57.364000,2,Q
PER,2.0,SOFT,5.0,5.0,,,2,Q
PER,2.0,SOFT,6.0,6.0,0 days 00:33:14.497000,,2,Q
PER,3.0,SOFT,1.0,7.0,0 days 00:44:02.610000,0 days 00:41:51.889000,2,Q
PER,4.0,SOFT,2.0,8.0,,0 days 00:48:17.372000,2,Q
PER,4.0,SOFT,3.0,9.0,,,2,Q
PER,4.0,SOFT,4.0,10.0,0 days 00:53:33.528000,,2,Q
PER,5.0,SOFT,5.0,11.0,,0 days 00:55:33.189000,2,Q
PER,5.0,SOFT,6.0,12.0,,,2,Q
PER,5.0,SOFT,7.0,13.0,0 days 01:00:59.208000,,2,Q
PER,6.0,SOFT,1.0,14.0,,0 days 01:07:46.146000,2,Q
PER,6.0,SOFT,2.0,15.0,,,2,Q
PER,6.0,SOFT,3.0,16.0,0 days 01:12:55.217000,,2,Q
PER,7.0,SOFT,1.0,17.0,,0 days 01:15:28.826000,2,Q
PER,7.0,SOFT,2.0,18.0,,,2,Q
PER,7.0,SOFT,3.0,19.0,0 days 01:21:11.942000,,2,Q
ALO,1.0,SOFT,1.0,1.0,,0 days 00:14:59.833000,2,Q
ALO,1.0,SOFT,2.0,2.0,,,2,Q
