Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
RUS,1.0,MEDIUM,1.0,1.0,0 days 00:15:32.011000,0 days 00:13:32.787000,22,Q
RUS,2.0,SOFT,1.0,2.0,,0 days 00:17:07.922000,22,Q
RUS,2.0,SOFT,2.0,3.0,,,22,Q
RUS,2.0,SOFT,3.0,4.0,,,22,Q
RUS,2.0,SOFT,4.0,5.0,,,22,Q
RUS,2.0,SOFT,5.0,6.0,,,22,Q
RUS,2.0,SOFT,6.0,7.0,,,22,Q
RUS,2.0,SOFT,7.0,8.0,,,22,Q
RUS,2.0,SOFT,8.0,9.0,,,22,Q
RUS,2.0,SOFT,9.0,10.0,0 days 00:33:31.797000,,22,Q
RUS,3.0,SOFT,10.0,11.0,,0 days 00:38:36.480000,22,Q
RUS,3.0,SOFT,11.0,12.0,,,22,Q
RUS,3.0,SOFT,12.0,13.0,0 days 00:43:43.180000,,22,Q
RUS,4.0,SOFT,1.0,14.0,,0 days 00:44:48.768000,22,Q
RUS,4.0,SOFT,2.0,15.0,,,22,Q
RUS,4.0,SOFT,3.0,16.0,,,22,Q
RUS,4.0,SOFT,4.0,17.0,,,22,Q
RUS,4.0,SOFT,5.0,18.0,,,22,Q
RUS,4.0,SOFT,6.0,19.0,0 days 00:55:48.928000,,22,Q
RUS,5.0,SOFT,1.0,20.0,,0 days 01:24:25.554000,22,Q
RUS,5.0,SOFT,2.0,21.0,,,22,Q
RUS,5.0,SOFT,3.0,22.0,0 days 01:29:36.748000,,22,Q
RUS,6.0,SOFT,1.0,23.0,,0 days 01:32:29.361000,22,Q
RUS,6.0,SOFT,2.0,24.0,,,22,Q
RUS,6.0,SOFT,3.0,25.0,0 days 01:37:47.347000,,22,Q
SAI,1.0,SOFT,1.0,1.0,,0 days 00:18:13.760000,22,Q
SAI,1.0,SOFT,2.0,2.0,,,22,Q
SAI,1.0,SOFT,3.0,3.0,,,22,Q
SAI,1.0,SOFT,4.0,4.0,,,22,Q
SAI,1.0,SOFT,5.0,5.0,0 days 00:27:30.145000,,22,Q
SAI,2.0,SOFT,6.0,6.0,,0 days 00:27:53.345000,22,Q
SAI,2.0,SOFT,7.0,7.0,,,22,Q
SAI,2.0,SOFT,8.0,8.0,0 days 00:33:23.750000,,22,Q
SAI,3.0,SOFT,9.0,9.0,,0 days 00:39:12.655000,22,Q
SAI,3.0,SOFT,10.0,10.0,0 days 00:42:39.319000,,22,Q
SAI,4.0,SOFT,1.0,11.0,,0 days 00:43:01.968000,22,Q
SAI,4.0,SOFT,2.0,12.0,,,22,Q
SAI,4.0,SOFT,3.0,13.0,,,22,Q
SAI,4.0,SOFT,4.0,14.0,,,22,Q
SAI,4.0,SOFT,5.0,15.0,,,22,Q
SAI,4.0,SOFT,6.0,16.0,,,22,Q
SAI,4.0,SOFT,7.0,17.0,0 days 00:56:20.737000,,22,Q
SAI,5.0,SOFT,1.0,18.0,,0 days 01:23:03.685000,22,Q
SAI,5.0,SOFT,2.0,19.0,,,22,Q
SAI,5.0,SOFT,3.0,20.0,0 days 01:28:14.863000,,22,Q
SAI,6.0,SOFT,1.0,21.0,,0 days 01:30:00.362000,22,Q
SAI,6.0,SOFT,2.0,22.0,,,22,Q
SAI,6.0,SOFT,3.0,23.0,,,22,Q
SAI,6.0,SOFT,4.0,24.0,0 days 01:37:16.057000,,22,Q
GAS,1.0,SOFT,1.0,1.0,,0 days 00:13:41.339000,22,Q
GAS,1.0,SOFT,2.0,2.0,,,22,Q
GAS,1.0,SOFT,3.0,3.0,,,22,Q
GAS,1.0,SOFT,4.0,4.0,0 days 00:20:50.761000,,22,Q
GAS,2.0,SOFT,1.0,5.0,,0 days 00:23:05.765000,22,Q
GAS,2.0,SOFT,2.0,6.0,,,22,Q
GAS,2.0,SOFT,3.0,7.0,,,22,Q
GAS,2.0,SOFT,4.0,8.0,,,22,Q
GAS,2.0,SOFT,5.0,9.0,,,22,Q
GAS,2.0,SOFT,6.0,10.0,0 days 00:33:52.651000,,22,Q
GAS,3.0,SOFT,5.0,11.0,,0 days 00:39:42.185000,22,Q
GAS,3.0,SOFT,6.0,12.0,,,22,Q
GAS,3.0,SOFT,7.0,13.0,,,22,Q
GAS,3.0,SOFT,8.0,14.0,0 days 00:46:29.517000,,22,Q
GAS,4.0,SOFT,1.0,15.0,,0 days 00:49:07.127000,22,Q
GAS,4.0,SOFT,2.0,16.0,,,22,Q
GAS,4.0,SOFT,3.0,17.0,,,22,Q
GAS,4.0,SOFT,4.0,18.0,0 days 00:56:55.810000,,22,Q
GAS,5.0,SOFT,5.0,19.0,,0 days 01:22:55.258000,22,Q
GAS,5.0,SOFT,6.0,20.0,,,22,Q
GAS,5.0,SOFT,7.0,21.0,0 days 01:28:03.700000,,22,Q
GAS,6.0,SOFT,1.0,22.0,,0 days 01:30:05.129000,22,Q
GAS,6.0,SOFT,2.0,23.0,,,22,Q
GAS,6.0,SOFT,3.0,24.0,,,22,Q
GAS,6.0,SOFT,4.0,25.0,0 days 01:37:25.383000,,22,Q
LEC,1.0,SOFT,1.0,1.0,,0 days 00:18:12.134000,22,Q
LEC,1.0,SOFT,2.0,2.0,,,22,Q
LEC,1.0,SOFT,3.0,3.0,,,22,Q
LEC,1.0,SOFT,4.0,4.0,,,22,Q
LEC,1.0,SOFT,5.0,5.0,,,22,Q
LEC,1.0,SOFT,6.0,6.0,,,22,Q
LEC,1.0,SOFT,7.0,7.0,,,22,Q
LEC,1.0,SOFT,8.0,8.0,0 days 00:32:37.112000,,22,Q
LEC,2.0,SOFT,9.0,9.0,,0 days 00:39:17.062000,22,Q
LEC,2.0,SOFT,10.0,10.0,0 days 00:42:44.057000,,22,Q
LEC,3.0,SOFT,1.0,11.0,,0 days 00:43:37.384000,22,Q
LEC,3.0,SOFT,2.0,12.0,,,22,Q
LEC,3.0,SOFT,3.0,13.0,,,22,Q
LEC,3.0,SOFT,4.0,14.0,,,22,Q
LEC,3.0,SOFT,5.0,15.0,,,22,Q
LEC,3.0,SOFT,6.0,16.0,0 days 00:54:31.601000,,22,Q
LEC,4.0,SOFT,1.0,17.0,,0 days 01:22:54.360000,22,Q
LEC,4.0,SOFT,2.0,18.0,,,22,Q
LEC,4.0,SOFT,3.0,19.0,0 days 01:27:55.942000,,22,Q
LEC,5.0,SOFT,1.0,20.0,,0 days 01:29:53.955000,22,Q
LEC,5.0,SOFT,2.0,21.0,,,22,Q
LEC,5.0,SOFT,3.0,22.0,,,22,Q
LEC,5.0,SOFT,4.0,23.0,0 days 01:37:03.807000,,22,Q
VER,1.0,SOFT,1.0,1.0,,0 days 00:16:55.761000,22,Q
VER,1.0,SOFT,2.0,2.0,,,22,Q
VER,1.0,SOFT,3.0,3.0,,,22,Q
VER,1.0,SOFT,4.0,4.0,,,22,Q
VER,1.0,SOFT,5.0,5.0,,,22,Q
VER,1.0,SOFT,6.0,6.0,,,22,Q
VER,1.0,SOFT,7.0,7.0,,,22,Q
VER,1.0,SOFT,8.0,8.0,0 days 00:30:56.690000,,22,Q
VER,2.0,SOFT,1.0,9.0,,0 days 00:38:31.967000,22,Q
VER,2.0,SOFT,2.0,10.0,,,22,Q
VER,2.0,SOFT,3.0,11.0,,,22,Q
VER,2.0,SOFT,4.0,12.0,,,22,Q
VER,2.0,SOFT,5.0,13.0,,,22,Q
VER,2.0,SOFT,6.0,14.0,0 days 00:48:41.705000,,22,Q
VER,3.0,SOFT,1.0,15.0,,0 days 01:22:32.099000,22,Q
VER,3.0,SOFT,2.0,16.0,,,22,Q
VER,3.0,SOFT,3.0,17.0,,,22,Q
VER,3.0,SOFT,4.0,18.0,0 days 01:29:11.702000,,22,Q
VER,4.0,SOFT,1.0,19.0,,0 days 01:32:10.920000,22,Q
VER,4.0,SOFT,2.0,20.0,,,22,Q
VER,4.0,SOFT,3.0,21.0,0 days 01:37:35.983000,,22,Q
NOR,1.0,SOFT,1.0,1.0,,0 days 00:16:54.472000,22,Q
NOR,1.0,SOFT,2.0,2.0,,,22,Q
NOR,1.0,SOFT,3.0,3.0,,,22,Q
NOR,1.0,SOFT,4.0,4.0,,,22,Q
NOR,1.0,SOFT,5.0,5.0,0 days 00:25:50.764000,,22,Q
NOR,2.0,SOFT,1.0,6.0,,0 days 00:28:32.929000,22,Q
NOR,2.0,SOFT,2.0,7.0,0 days 00:32:16.797000,,22,Q
NOR,3.0,SOFT,3.0,8.0,,0 days 00:40:06.489000,22,Q
NOR,3.0,SOFT,4.0,9.0,,,22,Q
NOR,3.0,SOFT,5.0,10.0,0 days 00:45:09.480000,,22,Q
NOR,4.0,SOFT,1.0,11.0,,0 days 00:47:55.930000,22,Q
NOR,4.0,SOFT,2.0,12.0,,,22,Q
