Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
RUS,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:13:30.333000,12,Q
RUS,1.0,INTERMEDIATE,2.0,2.0,,,12,Q
RUS,1.0,INTERMEDIATE,3.0,3.0,,,12,Q
RUS,1.0,INTERMEDIATE,4.0,4.0,,,12,Q
RUS,1.0,INTERMEDIATE,5.0,5.0,0 days 00:22:24.033000,,12,Q
RUS,2.0,SOFT,1.0,6.0,0 days 00:25:04.455000,0 days 00:23:04.104000,12,Q
RUS,3.0,SOFT,1.0,7.0,,0 days 00:33:04.674000,12,Q
RUS,3.0,SOFT,2.0,8.0,,,12,Q
RUS,3.0,SOFT,3.0,9.0,,,12,Q
RUS,3.0,SOFT,4.0,10.0,,,12,Q
RUS,3.0,SOFT,5.0,11.0,0 days 00:41:09.032000,,12,Q
RUS,4.0,SOFT,6.0,12.0,,0 days 00:48:33.777000,12,Q
RUS,4.0,SOFT,7.0,13.0,,,12,Q
RUS,4.0,SOFT,8.0,14.0,,,12,Q
RUS,4.0,SOFT,9.0,15.0,0 days 00:54:55.482000,,12,Q
RUS,5.0,SOFT,1.0,16.0,,0 days 00:56:17.073000,12,Q
RUS,5.0,SOFT,2.0,17.0,,,12,Q
RUS,5.0,SOFT,3.0,18.0,,,12,Q
RUS,5.0,SOFT,4.0,19.0,,,12,Q
RUS,5.0,SOFT,5.0,20.0,0 days 01:04:37.748000,,12,Q
RUS,6.0,SOFT,1.0,21.0,,0 days 01:12:11.157000,12,Q
RUS,6.0,SOFT,2.0,22.0,,,12,Q
RUS,6.0,SOFT,3.0,23.0,0 days 01:17:06.992000,,12,Q
RUS,7.0,SOFT,1.0,24.0,,0 days 01:19:42.872000,12,Q
RUS,7.0,SOFT,2.0,25.0,,,12,Q
RUS,7.0,SOFT,3.0,26.0,0 days 01:24:55.397000,,12,Q
HAM,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:13:27.607000,12,Q
HAM,1.0,INTERMEDIATE,2.0,2.0,,,12,Q
HAM,1.0,INTERMEDIATE,3.0,3.0,,,12,Q
HAM,1.0,INTERMEDIATE,4.0,4.0,,,12,Q
HAM,1.0,INTERMEDIATE,5.0,5.0,0 days 00:22:12.579000,,12,Q
HAM,2.0,SOFT,1.0,6.0,0 days 00:24:51.705000,0 days 00:22:52.793000,12,Q
HAM,3.0,SOFT,1.0,7.0,,0 days 00:32:54.328000,12,Q
HAM,3.0,SOFT,2.0,8.0,,,12,Q
HAM,3.0,SOFT,3.0,9.0,,,12,Q
HAM,3.0,SOFT,4.0,10.0,,,12,Q
HAM,3.0,SOFT,5.0,11.0,0 days 00:40:59.663000,,12,Q
HAM,4.0,SOFT,6.0,12.0,,0 days 00:48:24.766000,12,Q
HAM,4.0,SOFT,7.0,13.0,,,12,Q
HAM,4.0,SOFT,8.0,14.0,,,12,Q
HAM,4.0,SOFT,9.0,15.0,0 days 00:54:40.314000,,12,Q
HAM,5.0,SOFT,1.0,16.0,,0 days 00:56:22.349000,12,Q
HAM,5.0,SOFT,2.0,17.0,,,12,Q
HAM,5.0,SOFT,3.0,18.0,,,12,Q
HAM,5.0,SOFT,4.0,19.0,0 days 01:03:11.804000,,12,Q
HAM,6.0,SOFT,1.0,20.0,,0 days 01:11:56.239000,12,Q
HAM,6.0,SOFT,2.0,21.0,,,12,Q
HAM,6.0,SOFT,3.0,22.0,0 days 01:16:47.625000,,12,Q
HAM,7.0,SOFT,1.0,23.0,,0 days 01:19:30.098000,12,Q
HAM,7.0,SOFT,2.0,24.0,,,12,Q
HAM,7.0,SOFT,3.0,25.0,0 days 01:24:38.231000,,12,Q
NOR,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:14:34.536000,12,Q
NOR,1.0,INTERMEDIATE,2.0,2.0,,,12,Q
NOR,1.0,INTERMEDIATE,3.0,3.0,,,12,Q
NOR,1.0,INTERMEDIATE,4.0,4.0,,,12,Q
NOR,1.0,INTERMEDIATE,5.0,5.0,0 days 00:23:53.004000,,12,Q
NOR,2.0,SOFT,1.0,6.0,,0 days 00:32:37.903000,12,Q
NOR,2.0,SOFT,2.0,7.0,,,12,Q
NOR,2.0,SOFT,3.0,8.0,,,12,Q
NOR,2.0,SOFT,4.0,9.0,0 days 00:39:08.211000,,12,Q
NOR,3.0,SOFT,5.0,10.0,,0 days 00:48:45.073000,12,Q
NOR,3.0,SOFT,6.0,11.0,,,12,Q
NOR,3.0,SOFT,7.0,12.0,0 days 00:53:39.205000,,12,Q
NOR,4.0,SOFT,1.0,13.0,,0 days 00:54:42.510000,12,Q
NOR,4.0,SOFT,2.0,14.0,,,12,Q
NOR,4.0,SOFT,3.0,15.0,,,12,Q
NOR,4.0,SOFT,4.0,16.0,,,12,Q
NOR,4.0,SOFT,5.0,17.0,0 days 01:03:16.470000,,12,Q
NOR,5.0,SOFT,1.0,18.0,,0 days 01:11:26.109000,12,Q
NOR,5.0,SOFT,2.0,19.0,,,12,Q
NOR,5.0,SOFT,3.0,20.0,0 days 01:16:11.637000,,12,Q
NOR,6.0,SOFT,1.0,21.0,,0 days 01:19:40.945000,12,Q
NOR,6.0,SOFT,2.0,22.0,0 days 01:22:51.860000,,12,Q
VER,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:13:37.696000,12,Q
VER,1.0,INTERMEDIATE,2.0,2.0,,,12,Q
VER,1.0,INTERMEDIATE,3.0,3.0,,,12,Q
VER,1.0,INTERMEDIATE,4.0,4.0,,,12,Q
VER,1.0,INTERMEDIATE,5.0,5.0,0 days 00:22:27.490000,,12,Q
VER,2.0,SOFT,1.0,6.0,,0 days 00:33:17.106000,12,Q
VER,2.0,SOFT,2.0,7.0,,,12,Q
VER,2.0,SOFT,3.0,8.0,,,12,Q
VER,2.0,SOFT,4.0,9.0,,,12,Q
VER,2.0,SOFT,5.0,10.0,0 days 00:41:35.613000,,12,Q
VER,3.0,SOFT,1.0,11.0,,0 days 00:48:11.726000,12,Q
VER,3.0,SOFT,2.0,12.0,,,12,Q
VER,3.0,SOFT,3.0,13.0,,,12,Q
VER,3.0,SOFT,4.0,14.0,,,12,Q
VER,3.0,SOFT,5.0,15.0,0 days 00:56:21.237000,,12,Q
VER,4.0,SOFT,1.0,16.0,,0 days 00:59:32.502000,12,Q
VER,4.0,SOFT,2.0,17.0,,,12,Q
VER,4.0,SOFT,3.0,18.0,0 days 01:04:26.250000,,12,Q
VER,5.0,SOFT,1.0,19.0,,0 days 01:10:59.990000,12,Q
VER,5.0,SOFT,2.0,20.0,,,12,Q
VER,5.0,SOFT,3.0,21.0,0 days 01:15:52.121000,,12,Q
VER,6.0,SOFT,1.0,22.0,,0 days 01:19:21.918000,12,Q
VER,6.0,SOFT,2.0,23.0,,,12,Q
VER,6.0,SOFT,3.0,24.0,0 days 01:24:26.769000,,12,Q
PIA,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:14:23.899000,12,Q
PIA,1.0,INTERMEDIATE,2.0,2.0,,,12,Q
PIA,1.0,INTERMEDIATE,3.0,3.0,,,12,Q
PIA,1.0,INTERMEDIATE,4.0,4.0,,,12,Q
PIA,1.0,INTERMEDIATE,5.0,5.0,0 days 00:23:34.342000,,12,Q
