Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round,Session
0 days 00:00:57.293000,12.2,25.0,941.4,False,14.9,207,1.4,22,Q
0 days 00:01:57.290000,12.1,26.0,941.3,False,14.8,202,1.3,22,Q
0 days 00:02:57.285000,12.1,25.0,941.3,False,14.7,213,1.3,22,Q
0 days 00:03:57.289000,12.1,26.0,941.4,False,14.7,207,1.2,22,Q
0 days 00:04:57.284000,12.1,26.0,941.4,False,14.7,210,1.2,22,Q
0 days 00:05:57.303000,12.1,26.0,941.4,False,14.8,211,1.2,22,Q
0 days 00:06:57.299000,12.1,25.0,941.3,False,14.7,192,0.9,22,Q
0 days 00:07:57.297000,12.1,25.0,941.4,False,14.7,204,0.9,22,Q
0 days 00:08:57.298000,12.1,25.0,941.4,False,14.7,197,1.0,22,Q
0 days 00:09:57.300000,12.1,25.0,941.4,False,14.7,206,1.0,22,Q
0 days 00:10:57.304000,12.1,26.0,941.4,False,14.6,236,1.1,22,Q
0 days 00:11:57.298000,12.1,26.0,941.4,False,14.6,219,0.9,22,Q
0 days 00:12:57.288000,12.1,26.0,941.4,False,14.5,204,1.2,22,Q
0 days 00:13:57.304000,11.9,26.0,941.4,False,14.5,209,0.8,22,Q
0 days 00:14:57.309000,11.9,26.0,941.4,False,14.5,205,0.9,22,Q
0 days 00:15:57.307000,11.9,26.0,941.4,False,14.6,0,0.7,22,Q
0 days 00:16:57.306000,11.8,26.0,941.6,False,14.6,0,0.0,22,Q
0 days 00:17:57.307000,12.0,26.0,941.5,False,14.6,235,0.5,22,Q
0 days 00:18:57.310000,12.1,25.0,941.5,False,14.6,220,1.0,22,Q
0 days 00:19:57.323000,12.2,25.0,941.5,False,14.6,207,1.2,22,Q
0 days 00:20:57.334000,12.3,25.0,941.5,False,14.7,223,0.9,22,Q
0 days 00:21:57.334000,12.4,25.0,941.4,False,14.7,206,1.3,22,Q
0 days 00:22:57.358000,12.4,25.0,941.5,False,14.6,181,1.1,22,Q
0 days 00:23:57.350000,12.4,25.0,941.5,False,14.6,183,1.1,22,Q
0 days 00:24:57.360000,12.5,25.0,941.4,False,14.5,212,1.8,22,Q
0 days 00:25:57.358000,12.6,25.0,941.4,False,14.5,225,1.0,22,Q
0 days 00:26:57.359000,12.6,25.0,941.4,False,14.4,212,1.1,22,Q
0 days 00:27:57.358000,12.6,25.0,941.3,False,14.4,219,1.3,22,Q
0 days 00:28:57.360000,12.6,25.0,941.4,False,14.4,200,1.3,22,Q
0 days 00:29:57.360000,12.4,25.0,941.4,False,14.4,236,1.0,22,Q
0 days 00:30:57.356000,12.5,26.0,941.2,False,14.2,225,1.4,22,Q
0 days 00:31:57.349000,12.4,26.0,941.4,False,14.2,255,1.0,22,Q
0 days 00:32:57.365000,12.4,27.0,941.3,False,14.2,241,0.9,22,Q
0 days 00:33:57.374000,12.4,27.0,941.3,False,14.2,252,1.0,22,Q
0 days 00:34:57.382000,12.4,27.0,941.3,False,14.2,242,0.9,22,Q
0 days 00:35:57.414000,12.3,27.0,941.3,False,14.2,244,1.1,22,Q
0 days 00:36:57.415000,12.2,27.0,941.2,False,14.1,250,1.1,22,Q
0 days 00:37:57.415000,12.0,27.0,941.3,False,14.0,228,0.7,22,Q
0 days 00:38:57.416000,11.9,28.0,941.3,False,13.9,210,0.5,22,Q
0 days 00:39:57.416000,11.7,28.0,941.3,False,13.7,243,0.8,22,Q
0 days 00:40:57.416000,11.6,28.0,941.3,False,13.7,236,0.4,22,Q
0 days 00:41:57.416000,11.6,28.0,941.3,False,13.9,247,0.4,22,Q
0 days 00:42:57.416000,11.6,28.0,941.4,False,13.9,237,0.4,22,Q
0 days 00:43:57.423000,11.8,28.0,941.4,False,14.0,228,0.7,22,Q
0 days 00:44:57.436000,11.9,28.0,941.3,False,14.0,242,0.9,22,Q
0 days 00:45:57.452000,11.9,28.0,941.4,False,14.0,219,0.6,22,Q
0 days 00:46:57.452000,12.0,28.0,941.4,False,14.0,217,0.8,22,Q
0 days 00:47:57.455000,12.0,28.0,941.3,False,14.0,216,0.8,22,Q
0 days 00:48:57.453000,11.9,28.0,941.3,False,13.8,224,0.7,22,Q
0 days 00:49:57.453000,11.8,28.0,941.3,False,13.8,0,0.4,22,Q
0 days 00:50:57.454000,11.8,28.0,941.3,False,13.9,222,0.4,22,Q
0 days 00:51:57.458000,11.8,28.0,941.4,False,13.9,245,0.4,22,Q
0 days 00:52:57.456000,11.8,28.0,941.4,False,13.9,231,0.6,22,Q
0 days 00:53:57.463000,11.8,28.0,941.4,False,14.0,239,0.8,22,Q
0 days 00:54:57.466000,11.9,28.0,941.3,False,14.0,212,1.0,22,Q
0 days 00:55:57.460000,11.9,28.0,941.4,False,14.0,0,0.9,22,Q
0 days 00:56:57.475000,11.9,28.0,941.4,False,14.0,219,0.6,22,Q
0 days 00:57:57.467000,11.9,28.0,941.3,False,13.8,213,0.9,22,Q
0 days 00:58:57.481000,11.9,28.0,941.3,False,13.7,208,0.6,22,Q
0 days 00:59:57.490000,11.8,28.0,941.4,False,13.7,211,0.0,22,Q
0 days 01:00:57.485000,11.8,29.0,941.3,False,13.8,267,0.0,22,Q
0 days 01:01:57.485000,11.6,28.0,941.4,False,13.9,209,0.5,22,Q
0 days 01:02:57.496000,11.5,28.0,941.4,False,13.9,0,0.6,22,Q
0 days 01:03:57.502000,11.4,29.0,941.3,False,13.8,0,0.0,22,Q
0 days 01:04:57.504000,11.4,29.0,941.4,False,13.8,0,0.0,22,Q
0 days 01:05:57.506000,11.5,28.0,941.3,False,13.9,0,0.0,22,Q
0 days 01:06:57.503000,11.5,28.0,941.3,False,13.9,0,0.0,22,Q
0 days 01:07:57.528000,11.5,28.0,941.4,False,13.9,0,0.0,22,Q
0 days 01:08:57.510000,11.5,28.0,941.3,False,14.0,0,0.0,22,Q
0 days 01:09:57.531000,11.4,28.0,941.3,False,14.0,0,0.0,22,Q
0 days 01:10:57.531000,11.4,29.0,941.3,False,13.8,262,0.0,22,Q
0 days 01:11:57.532000,11.3,29.0,941.4,False,13.6,0,0.0,22,Q
0 days 01:12:57.549000,11.3,29.0,941.3,False,13.7,0,0.0,22,Q
0 days 01:13:57.564000,11.3,29.0,941.3,False,13.7,0,0.0,22,Q
0 days 01:14:57.558000,11.3,28.0,941.4,False,13.8,0,0.0,22,Q
0 days 01:15:57.577000,11.2,28.0,941.3,False,13.8,45,0.0,22,Q
0 days 01:16:57.593000,11.1,27.0,941.3,False,13.8,23,1.0,22,Q
0 days 01:17:57.614000,11.2,27.0,941.3,False,13.7,13,1.1,22,Q
0 days 01:18:57.610000,11.3,26.0,941.3,False,13.7,19,1.1,22,Q
0 days 01:19:57.614000,11.3,26.0,941.3,False,13.7,353,0.7,22,Q
0 days 01:20:57.609000,11.3,26.0,941.2,False,13.7,88,0.5,22,Q
0 days 01:21:57.634000,11.4,26.0,941.2,False,13.8,0,0.4,22,Q
0 days 01:22:57.647000,11.4,26.0,941.2,False,13.8,0,0.5,22,Q
0 days 01:23:57.661000,11.4,26.0,941.3,False,13.7,0,0.0,22,Q
0 days 01:24:57.828000,11.3,27.0,941.1,False,13.6,216,0.0,22,Q
0 days 01:25:57.819000,11.4,26.0,941.2,False,13.6,220,0.4,22,Q
0 days 01:26:57.837000,11.4,26.0,941.2,False,13.6,0,0.3,22,Q
0 days 01:27:57.854000,11.5,26.0,941.2,False,13.6,260,0.6,22,Q
0 days 01:28:57.844000,11.6,26.0,941.2,False,13.6,298,0.7,22,Q
0 days 01:29:57.853000,11.7,26.0,941.2,False,13.6,260,0.7,22,Q
0 days 01:30:57.854000,11.8,26.0,941.2,False,13.6,222,0.7,22,Q
0 days 01:31:57.855000,11.7,26.0,941.2,False,13.5,253,0.6,22,Q
0 days 01:32:57.859000,11.6,26.0,941.2,False,13.5,256,0.4,22,Q
0 days 01:33:57.855000,11.5,26.0,941.2,False,13.6,227,0.3,22,Q
0 days 01:34:57.861000,11.5,26.0,941.2,False,13.6,238,0.3,22,Q
0 days 01:35:57.856000,11.5,26.0,941.2,False,13.5,232,0.4,22,Q
0 days 01:36:57.860000,11.6,26.0,941.2,False,13.5,227,0.5,22,Q
0 days 01:37:57.862000,11.6,26.0,941.2,False,13.6,253,0.4,22,Q
0 days 00:00:21.079000,18.6,49.0,935.7,False,18.2,245,2.4,22,R
0 days 00:01:21.080000,18.5,49.0,935.7,False,18.3,223,2.8,22,R
0 days 00:02:21.082000,18.6,49.0,935.8,False,18.4,220,1.4,22,R
0 days 00:03:21.083000,18.6,49.0,935.8,False,18.3,244,2.6,22,R
0 days 00:04:21.084000,18.6,49.0,935.7,False,18.1,228,4.0,22,R
0 days 00:05:21.087000,18.5,49.0,935.8,False,18.1,228,3.8,22,R
0 days 00:06:21.088000,18.5,49.0,935.8,False,18.3,216,2.9,22,R
0 days 00:07:21.085000,18.5,49.0,935.8,False,18.3,262,1.8,22,R
0 days 00:08:21.085000,18.5,49.0,935.7,False,18.4,270,2.2,22,R
0 days 00:09:21.088000,18.5,49.0,935.9,False,18.5,241,2.9,22,R
0 days 00:10:21.088000,18.5,49.0,935.8,False,18.5,209,2.4,22,R
0 days 00:11:21.088000,18.5,49.0,935.8,False,18.7,230,2.8,22,R
0 days 00:12:21.089000,18.5,49.0,935.8,False,18.6,225,1.6,22,R
0 days 00:13:21.091000,18.5,49.0,935.8,False,18.6,193,1.3,22,R
0 days 00:14:21.091000,18.4,49.0,935.8,False,18.5,223,2.5,22,R
0 days 00:15:21.095000,18.4,49.0,935.8,False,18.4,0,2.5,22,R
0 days 00:16:21.092000,18.4,49.0,935.7,False,18.8,251,1.1,22,R
0 days 00:17:21.099000,18.4,49.0,935.7,False,18.4,220,2.3,22,R
0 days 00:18:21.096000,18.4,49.0,935.5,False,18.4,256,2.4,22,R
0 days 00:19:21.114000,18.4,49.0,935.6,False,18.4,237,2.2,22,R
0 days 00:20:21.116000,18.4,49.0,935.5,False,18.5,221,1.9,22,R
0 days 00:21:21.111000,18.4,49.0,935.5,False,18.7,131,2.5,22,R
0 days 00:22:21.112000,18.4,49.0,935.4,False,18.4,349,2.1,22,R
0 days 00:23:21.113000,18.3,50.0,935.6,False,18.6,228,1.5,22,R
0 days 00:24:21.114000,18.4,49.0,935.5,False,18.6,228,2.1,22,R
0 days 00:25:21.114000,18.4,49.0,935.5,False,18.8,355,4.2,22,R
0 days 00:26:21.131000,18.3,49.0,935.5,False,18.8,263,2.9,22,R
0 days 00:27:21.148000,18.3,49.0,935.5,False,18.8,251,2.5,22,R
0 days 00:28:21.146000,18.3,49.0,935.6,False,19.9,254,2.9,22,R
0 days 00:29:21.150000,18.3,49.0,935.6,False,18.6,126,3.6,22,R
0 days 00:30:21.151000,18.3,49.0,935.5,False,18.6,239,2.3,22,R
0 days 00:31:21.166000,18.3,49.0,935.6,False,18.6,272,2.3,22,R
0 days 00:32:21.182000,18.2,49.0,935.5,False,18.6,270,1.9,22,R
