Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
LEC,1.0,SOFT,1.0,1.0,,0 days 00:14:48.249000,17,Q
LEC,1.0,SOFT,2.0,2.0,,,17,Q
LEC,1.0,SOFT,3.0,3.0,,,17,Q
LEC,1.0,SOFT,4.0,4.0,,,17,Q
LEC,1.0,SOFT,5.0,5.0,,,17,Q
LEC,1.0,SOFT,6.0,6.0,0 days 00:27:11.151000,,17,Q
LEC,2.0,SOFT,7.0,7.0,,0 days 00:37:57.961000,17,Q
LEC,2.0,SOFT,8.0,8.0,,,17,Q
LEC,2.0,SOFT,9.0,9.0,0 days 00:43:33.769000,,17,Q
LEC,3.0,SOFT,1.0,10.0,,0 days 00:44:31.610000,17,Q
LEC,3.0,SOFT,2.0,11.0,,,17,Q
LEC,3.0,SOFT,3.0,12.0,,,17,Q
LEC,3.0,SOFT,4.0,13.0,,,17,Q
LEC,3.0,SOFT,5.0,14.0,0 days 00:54:36.999000,,17,Q
LEC,4.0,SOFT,1.0,15.0,,0 days 01:02:03.120000,17,Q
LEC,4.0,SOFT,2.0,16.0,,,17,Q
LEC,4.0,SOFT,3.0,17.0,0 days 01:07:55.696000,,17,Q
LEC,5.0,SOFT,1.0,18.0,,0 days 01:09:36.511000,17,Q
LEC,5.0,SOFT,2.0,19.0,,,17,Q
LEC,5.0,SOFT,3.0,20.0,0 days 01:15:58.550000,,17,Q
PIA,1.0,SOFT,1.0,1.0,,0 days 00:15:00.976000,17,Q
PIA,1.0,SOFT,2.0,2.0,,,17,Q
PIA,1.0,SOFT,3.0,3.0,,,17,Q
PIA,1.0,SOFT,4.0,4.0,,,17,Q
PIA,1.0,SOFT,5.0,5.0,0 days 00:25:23.331000,,17,Q
PIA,2.0,SOFT,6.0,6.0,,0 days 00:27:58.915000,17,Q
PIA,2.0,SOFT,7.0,7.0,,,17,Q
PIA,2.0,SOFT,8.0,8.0,0 days 00:34:04.173000,,17,Q
PIA,3.0,SOFT,1.0,9.0,,0 days 00:38:15.318000,17,Q
PIA,3.0,SOFT,2.0,10.0,,,17,Q
PIA,3.0,SOFT,3.0,11.0,0 days 00:44:21.931000,,17,Q
PIA,4.0,SOFT,1.0,12.0,,0 days 00:49:38.938000,17,Q
PIA,4.0,SOFT,2.0,13.0,0 days 00:53:48.829000,,17,Q
PIA,5.0,SOFT,3.0,14.0,,0 days 01:02:00.471000,17,Q
PIA,5.0,SOFT,4.0,15.0,,,17,Q
PIA,5.0,SOFT,5.0,16.0,0 days 01:07:53.724000,,17,Q
PIA,6.0,SOFT,1.0,17.0,,0 days 01:09:28.718000,17,Q
PIA,6.0,SOFT,2.0,18.0,,,17,Q
PIA,6.0,SOFT,3.0,19.0,0 days 01:15:50.349000,,17,Q
SAI,1.0,SOFT,1.0,1.0,,0 days 00:14:50.796000,17,Q
SAI,1.0,SOFT,2.0,2.0,,,17,Q
