Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
VER,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:16:36.796000,14,Q
VER,1.0,INTERMEDIATE,2.0,2.0,,,14,Q
VER,1.0,INTERMEDIATE,3.0,3.0,,,14,Q
VER,1.0,INTERMEDIATE,4.0,4.0,,,14,Q
VER,1.0,INTERMEDIATE,5.0,5.0,,,14,Q
VER,1.0,INTERMEDIATE,6.0,6.0,,,14,Q
VER,1.0,INTERMEDIATE,7.0,7.0,,,14,Q
VER,1.0,INTERMEDIATE,8.0,8.0,0 days 00:34:36.451000,,14,Q
VER,2.0,INTERMEDIATE,1.0,9.0,,0 days 00:41:08.833000,14,Q
VER,2.0,INTERMEDIATE,2.0,10.0,,,14,Q
VER,2.0,INTERMEDIATE,3.0,11.0,,,14,Q
VER,2.0,INTERMEDIATE,4.0,12.0,,,14,Q
VER,2.0,INTERMEDIATE,5.0,13.0,,,14,Q
VER,2.0,INTERMEDIATE,6.0,14.0,,,14,Q
VER,2.0,INTERMEDIATE,7.0,15.0,0 days 00:57:05.545000,,14,Q
VER,3.0,INTERMEDIATE,1.0,16.0,,0 days 01:03:49.623000,14,Q
VER,3.0,INTERMEDIATE,2.0,17.0,,,14,Q
VER,3.0,INTERMEDIATE,3.0,18.0,0 days 01:09:52.216000,,14,Q
VER,4.0,INTERMEDIATE,1.0,19.0,,0 days 01:11:33.358000,14,Q
VER,4.0,INTERMEDIATE,2.0,20.0,,,14,Q
VER,4.0,INTERMEDIATE,3.0,21.0,0 days 01:18:01.189000,,14,Q
LEC,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:16:39.466000,14,Q
LEC,1.0,INTERMEDIATE,2.0,2.0,,,14,Q
LEC,1.0,INTERMEDIATE,3.0,3.0,,,14,Q
LEC,1.0,INTERMEDIATE,4.0,4.0,,,14,Q
LEC,1.0,INTERMEDIATE,5.0,5.0,0 days 00:27:37.780000,,14,Q
LEC,2.0,INTERMEDIATE,1.0,6.0,,0 days 00:28:12.666000,14,Q
LEC,2.0,INTERMEDIATE,2.0,7.0,,,14,Q
LEC,2.0,INTERMEDIATE,3.0,8.0,0 days 00:34:24.632000,,14,Q
LEC,3.0,INTERMEDIATE,4.0,9.0,,0 days 00:40:13.091000,14,Q
LEC,3.0,INTERMEDIATE,5.0,10.0,,,14,Q
LEC,3.0,INTERMEDIATE,6.0,11.0,0 days 00:46:36.890000,,14,Q
LEC,4.0,INTERMEDIATE,1.0,12.0,,0 days 00:47:02.858000,14,Q
LEC,4.0,INTERMEDIATE,2.0,13.0,,,14,Q
LEC,4.0,INTERMEDIATE,3.0,14.0,,,14,Q
LEC,4.0,INTERMEDIATE,4.0,15.0,,,14,Q
LEC,4.0,INTERMEDIATE,5.0,16.0,0 days 00:58:16.564000,,14,Q
LEC,5.0,INTERMEDIATE,6.0,17.0,,0 days 01:03:16.264000,14,Q
LEC,5.0,INTERMEDIATE,7.0,18.0,,,14,Q
LEC,5.0,INTERMEDIATE,8.0,19.0,0 days 01:09:35.645000,,14,Q
LEC,6.0,INTERMEDIATE,1.0,20.0,,0 days 01:10:56.275000,14,Q
LEC,6.0,INTERMEDIATE,2.0,21.0,,,14,Q
LEC,6.0,INTERMEDIATE,3.0,22.0,0 days 01:17:25.674000,,14,Q
PER,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:16:18.839000,14,Q
PER,1.0,INTERMEDIATE,2.0,2.0,,,14,Q
PER,1.0,INTERMEDIATE,3.0,3.0,,,14,Q
PER,1.0,INTERMEDIATE,4.0,4.0,,,14,Q
PER,1.0,INTERMEDIATE,5.0,5.0,,,14,Q
PER,1.0,INTERMEDIATE,6.0,6.0,0 days 00:29:00.946000,,14,Q
PER,2.0,INTERMEDIATE,1.0,7.0,,0 days 00:29:25.845000,14,Q
PER,2.0,INTERMEDIATE,2.0,8.0,,,14,Q
PER,2.0,INTERMEDIATE,3.0,9.0,0 days 00:36:17.220000,,14,Q
PER,3.0,INTERMEDIATE,1.0,10.0,,0 days 00:40:51.522000,14,Q
PER,3.0,INTERMEDIATE,2.0,11.0,,,14,Q
PER,3.0,INTERMEDIATE,3.0,12.0,,,14,Q
PER,3.0,INTERMEDIATE,4.0,13.0,0 days 00:49:20.476000,,14,Q
PER,4.0,INTERMEDIATE,1.0,14.0,,0 days 00:49:52.843000,14,Q
PER,4.0,INTERMEDIATE,2.0,15.0,,,14,Q
PER,4.0,INTERMEDIATE,3.0,16.0,0 days 00:56:21.577000,,14,Q
PER,5.0,INTERMEDIATE,4.0,17.0,,0 days 01:03:20.315000,14,Q
PER,5.0,INTERMEDIATE,5.0,18.0,,,14,Q
PER,5.0,INTERMEDIATE,6.0,19.0,0 days 01:09:46.061000,,14,Q
PER,6.0,INTERMEDIATE,5.0,20.0,,0 days 01:11:38.572000,14,Q
PER,6.0,INTERMEDIATE,6.0,21.0,0 days 01:16:14.266000,,14,Q
HAM,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:16:57.442000,14,Q
HAM,1.0,INTERMEDIATE,2.0,2.0,,,14,Q
HAM,1.0,INTERMEDIATE,3.0,3.0,,,14,Q
HAM,1.0,INTERMEDIATE,4.0,4.0,,,14,Q
HAM,1.0,INTERMEDIATE,5.0,5.0,,,14,Q
HAM,1.0,INTERMEDIATE,6.0,6.0,0 days 00:29:55.062000,,14,Q
HAM,2.0,INTERMEDIATE,1.0,7.0,,0 days 00:30:18.597000,14,Q
HAM,2.0,INTERMEDIATE,2.0,8.0,0 days 00:34:35.658000,,14,Q
HAM,3.0,INTERMEDIATE,3.0,9.0,,0 days 00:40:18.934000,14,Q
HAM,3.0,INTERMEDIATE,4.0,10.0,,,14,Q
HAM,3.0,INTERMEDIATE,5.0,11.0,0 days 00:46:38.293000,,14,Q
HAM,4.0,INTERMEDIATE,1.0,12.0,,0 days 00:47:03.397000,14,Q
HAM,4.0,INTERMEDIATE,2.0,13.0,,,14,Q
HAM,4.0,INTERMEDIATE,3.0,14.0,,,14,Q
HAM,4.0,INTERMEDIATE,4.0,15.0,,,14,Q
HAM,4.0,INTERMEDIATE,5.0,16.0,0 days 00:57:31.275000,,14,Q
HAM,5.0,INTERMEDIATE,1.0,17.0,,0 days 01:02:32.285000,14,Q
HAM,5.0,INTERMEDIATE,2.0,18.0,,,14,Q
HAM,5.0,INTERMEDIATE,3.0,19.0,,,14,Q
HAM,5.0,INTERMEDIATE,4.0,20.0,,,14,Q
HAM,5.0,INTERMEDIATE,5.0,21.0,,,14,Q
HAM,5.0,INTERMEDIATE,6.0,22.0,0 days 01:15:50.119000,,14,Q
NOR,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:14:34.415000,14,Q
NOR,1.0,INTERMEDIATE,2.0,2.0,,,14,Q
NOR,1.0,INTERMEDIATE,3.0,3.0,,,14,Q
NOR,1.0,INTERMEDIATE,4.0,4.0,,,14,Q
NOR,1.0,INTERMEDIATE,5.0,5.0,0 days 00:24:52.788000,,14,Q
NOR,2.0,INTERMEDIATE,1.0,6.0,,0 days 00:25:19.800000,14,Q
NOR,2.0,INTERMEDIATE,2.0,7.0,,,14,Q
NOR,2.0,INTERMEDIATE,3.0,8.0,,,14,Q
NOR,2.0,INTERMEDIATE,4.0,9.0,,,14,Q
NOR,2.0,INTERMEDIATE,5.0,10.0,0 days 00:36:25.499000,,14,Q
NOR,3.0,INTERMEDIATE,6.0,11.0,,0 days 00:40:06.003000,14,Q
NOR,3.0,INTERMEDIATE,7.0,12.0,,,14,Q
NOR,3.0,INTERMEDIATE,8.0,13.0,0 days 00:46:34.940000,,14,Q
NOR,4.0,INTERMEDIATE,1.0,14.0,,0 days 00:47:00.286000,14,Q
NOR,4.0,INTERMEDIATE,2.0,15.0,,,14,Q
NOR,4.0,INTERMEDIATE,3.0,16.0,,,14,Q
NOR,4.0,INTERMEDIATE,4.0,17.0,,,14,Q
NOR,4.0,INTERMEDIATE,5.0,18.0,0 days 00:57:26.765000,,14,Q
NOR,5.0,INTERMEDIATE,1.0,19.0,,0 days 01:02:59.129000,14,Q
NOR,5.0,INTERMEDIATE,2.0,20.0,,,14,Q
NOR,5.0,INTERMEDIATE,3.0,21.0,,,14,Q
NOR,5.0,INTERMEDIATE,4.0,22.0,,,14,Q
NOR,5.0,INTERMEDIATE,5.0,23.0,,,14,Q
NOR,5.0,INTERMEDIATE,6.0,24.0,0 days 01:16:18.966000,,14,Q
PIA,1.0,INTERMEDIATE,1.0,1.0,,0 days 00:14:50.686000,14,Q
PIA,1.0,INTERMEDIATE,2.0,2.0,,,14,Q
PIA,1.0,INTERMEDIATE,3.0,3.0,,,14,Q
PIA,1.0,INTERMEDIATE,4.0,4.0,,,14,Q
PIA,1.0,INTERMEDIATE,5.0,5.0,,,14,Q
PIA,1.0,INTERMEDIATE,6.0,6.0,0 days 00:28:05.463000,,14,Q
PIA,2.0,INTERMEDIATE,1.0,7.0,,0 days 00:28:32.406000,14,Q
PIA,2.0,INTERMEDIATE,2.0,8.0,,,14,Q
PIA,2.0,INTERMEDIATE,3.0,9.0,0 days 00:34:53.485000,,14,Q
PIA,3.0,INTERMEDIATE,4.0,10.0,,0 days 00:40:58.988000,14,Q
PIA,3.0,INTERMEDIATE,5.0,11.0,,,14,Q
