Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round,Session
0 days 00:00:22.903000,22.2,86.0,927.4,True,27.3,0,0.4,21,R
0 days 00:01:22.903000,22.3,87.0,927.3,True,26.2,191,0.0,21,R
0 days 00:02:22.903000,22.1,86.0,927.4,True,26.4,182,0.8,21,R
0 days 00:03:22.906000,22.1,87.0,927.4,True,26.4,210,0.5,21,R
0 days 00:04:22.910000,22.1,87.0,927.3,True,26.2,0,0.4,21,R
0 days 00:05:22.915000,22.1,87.0,927.4,True,26.2,215,0.0,21,R
0 days 00:06:22.921000,22.2,88.0,927.3,True,26.4,205,0.8,21,R
0 days 00:07:22.904000,22.0,86.0,927.4,True,26.4,242,0.9,21,R
0 days 00:08:22.920000,22.1,87.0,927.3,True,26.4,210,0.8,21,R
0 days 00:09:22.905000,22.3,88.0,927.3,True,26.5,240,0.5,21,R
0 days 00:10:22.924000,22.2,87.0,927.2,True,26.8,216,0.6,21,R
0 days 00:11:22.907000,22.2,87.0,927.2,True,26.9,208,0.7,21,R
0 days 00:12:22.924000,22.3,87.0,927.3,True,27.2,201,0.6,21,R
0 days 00:13:22.917000,22.2,87.0,927.2,True,27.4,234,1.0,21,R
0 days 00:14:22.918000,22.3,88.0,927.3,True,27.4,179,0.7,21,R
0 days 00:15:22.921000,22.3,87.0,927.2,True,27.4,195,0.7,21,R
0 days 00:16:22.913000,22.4,87.0,927.2,True,27.9,227,0.6,21,R
0 days 00:17:22.930000,22.4,87.0,927.1,True,27.7,339,0.4,21,R
0 days 00:18:22.926000,22.5,87.0,927.2,True,27.6,348,0.5,21,R
0 days 00:19:22.931000,22.6,87.0,927.1,False,27.7,313,0.0,21,R
0 days 00:20:22.926000,22.6,88.0,927.2,False,27.8,317,0.4,21,R
0 days 00:21:22.912000,22.6,87.0,927.1,True,28.3,295,0.6,21,R
0 days 00:22:22.926000,22.6,87.0,927.1,False,28.2,0,0.0,21,R
0 days 00:23:22.927000,22.6,87.0,927.1,False,28.0,0,0.0,21,R
0 days 00:24:22.950000,22.7,86.0,927.0,False,28.2,170,0.4,21,R
0 days 00:25:22.951000,22.6,88.0,927.1,False,28.5,30,0.3,21,R
0 days 00:26:22.945000,22.7,84.0,927.0,False,28.7,11,0.9,21,R
0 days 00:27:22.944000,22.6,85.0,927.1,False,29.1,37,0.6,21,R
0 days 00:28:22.951000,22.6,84.0,927.1,False,29.1,178,0.5,21,R
0 days 00:29:22.990000,22.7,82.0,927.1,False,29.1,303,0.8,21,R
0 days 00:30:22.965000,22.9,85.0,927.0,False,29.1,220,0.5,21,R
0 days 00:31:22.971000,22.9,82.0,927.1,False,29.1,275,0.6,21,R
0 days 00:32:22.991000,22.8,82.0,927.0,False,29.0,0,0.7,21,R
0 days 00:33:23.012000,22.9,84.0,927.0,False,29.4,214,0.0,21,R
0 days 00:34:23.017000,22.9,82.0,927.0,False,29.5,0,0.4,21,R
0 days 00:35:23.030000,23.0,83.0,927.0,False,29.4,330,0.0,21,R
0 days 00:36:23.045000,23.0,80.0,927.0,False,29.4,288,0.9,21,R
0 days 00:37:23.054000,23.0,81.0,927.0,False,29.4,272,0.5,21,R
0 days 00:38:23.058000,23.0,82.0,926.9,False,29.4,221,0.7,21,R
0 days 00:39:23.060000,23.0,82.0,926.9,False,29.4,193,0.5,21,R
0 days 00:40:23.057000,23.0,80.0,926.9,False,29.3,239,0.0,21,R
0 days 00:41:23.059000,23.1,80.0,926.9,False,29.0,266,0.5,21,R
