Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round,Session
0 days 00:00:43.505000,31.5,37.0,938.8,False,47.5,306,1.4,11,Q
0 days 00:01:43.514000,31.4,38.0,938.7,False,47.2,1,2.4,11,Q
0 days 00:02:43.518000,31.3,38.0,938.8,False,47.3,333,1.9,11,Q
0 days 00:03:43.511000,31.3,38.0,938.8,False,47.5,283,1.4,11,Q
0 days 00:04:43.517000,31.3,38.0,938.7,False,47.1,282,1.1,11,Q
0 days 00:05:43.508000,31.4,38.0,938.8,False,47.0,288,0.9,11,Q
0 days 00:06:43.512000,31.4,39.0,938.7,False,47.5,299,2.4,11,Q
0 days 00:07:43.518000,31.5,38.0,938.7,False,47.5,308,1.3,11,Q
0 days 00:08:43.513000,31.6,38.0,938.8,False,47.2,311,1.3,11,Q
0 days 00:09:43.536000,31.6,38.0,938.7,False,46.8,340,1.7,11,Q
0 days 00:10:43.535000,31.5,38.0,938.6,False,47.2,0,1.9,11,Q
0 days 00:11:43.530000,31.6,38.0,938.7,False,47.2,333,1.6,11,Q
0 days 00:12:43.539000,31.5,38.0,938.7,False,47.2,318,1.2,11,Q
0 days 00:13:43.536000,31.4,38.0,938.8,False,47.4,71,1.2,11,Q
0 days 00:14:43.552000,31.4,38.0,938.7,False,47.4,339,0.7,11,Q
0 days 00:15:43.569000,31.4,38.0,938.7,False,47.1,350,0.9,11,Q
0 days 00:16:43.579000,31.4,38.0,938.7,False,47.2,4,1.2,11,Q
0 days 00:17:43.573000,31.4,38.0,938.6,False,47.9,273,1.2,11,Q
0 days 00:18:43.572000,31.5,38.0,938.6,False,47.8,265,1.4,11,Q
0 days 00:19:43.581000,31.5,37.0,938.6,False,47.6,326,1.5,11,Q
0 days 00:20:43.592000,31.5,36.0,938.6,False,47.4,273,1.3,11,Q
0 days 00:21:43.607000,31.5,37.0,938.8,False,46.2,308,1.3,11,Q
0 days 00:22:43.617000,31.5,38.0,938.7,False,45.7,251,1.3,11,Q
0 days 00:23:43.630000,31.3,37.0,938.7,False,45.8,323,1.5,11,Q
0 days 00:24:43.617000,31.3,38.0,938.7,False,45.9,329,2.1,11,Q
0 days 00:25:43.636000,31.3,38.0,938.6,False,46.3,341,1.0,11,Q
0 days 00:26:43.638000,31.2,38.0,938.6,False,46.4,13,1.2,11,Q
0 days 00:27:43.659000,31.3,37.0,938.6,False,46.2,234,1.1,11,Q
0 days 00:28:43.657000,31.4,38.0,938.6,False,45.8,263,0.9,11,Q
0 days 00:29:43.646000,31.4,39.0,938.5,False,46.2,317,1.6,11,Q
0 days 00:30:43.649000,31.4,39.0,938.6,False,46.8,165,1.6,11,Q
0 days 00:31:43.725000,31.4,39.0,938.5,False,46.8,335,0.7,11,Q
0 days 00:32:43.707000,31.3,38.0,938.6,False,46.9,8,0.9,11,Q
0 days 00:33:43.667000,31.4,37.0,938.6,False,46.1,281,1.2,11,Q
0 days 00:34:43.648000,31.5,38.0,938.5,False,45.9,283,1.0,11,Q
0 days 00:35:43.678000,31.4,37.0,938.5,False,46.5,329,1.0,11,Q
0 days 00:36:43.662000,31.5,37.0,938.5,False,45.7,346,1.6,11,Q
0 days 00:37:43.663000,31.5,38.0,938.5,False,46.0,315,2.1,11,Q
0 days 00:38:43.670000,31.4,37.0,938.4,False,46.1,283,1.8,11,Q
0 days 00:39:43.690000,31.3,38.0,938.5,False,46.0,311,1.1,11,Q
0 days 00:40:43.680000,31.3,37.0,938.6,False,46.0,312,2.3,11,Q
0 days 00:41:43.685000,31.3,37.0,938.5,False,46.0,307,1.3,11,Q
0 days 00:42:43.685000,31.3,37.0,938.4,False,45.7,304,1.1,11,Q
0 days 00:43:43.691000,31.3,37.0,938.5,False,46.4,31,1.9,11,Q
0 days 00:44:43.681000,31.3,37.0,938.5,False,46.4,308,1.5,11,Q
0 days 00:45:43.682000,31.3,38.0,938.4,False,46.6,303,1.6,11,Q
0 days 00:46:43.695000,31.3,37.0,938.4,False,46.6,3,1.5,11,Q
0 days 00:47:43.704000,31.3,37.0,938.4,False,46.7,349,1.1,11,Q
0 days 00:48:43.717000,31.4,38.0,938.5,False,46.7,337,1.1,11,Q
0 days 00:49:43.731000,31.4,38.0,938.4,False,46.1,346,0.9,11,Q
0 days 00:50:43.750000,31.4,38.0,938.4,False,45.4,283,0.9,11,Q
0 days 00:51:43.757000,31.4,38.0,938.4,False,45.7,0,0.8,11,Q
0 days 00:52:43.765000,31.3,37.0,938.4,False,45.7,15,1.3,11,Q
0 days 00:53:43.763000,31.3,37.0,938.4,False,45.8,321,0.9,11,Q
0 days 00:54:43.783000,31.3,37.0,938.3,False,45.9,176,1.0,11,Q
