Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
VER,1.0,SOFT,1.0,1.0,,0 days 00:15:18.789000,5,Q
VER,1.0,SOFT,2.0,2.0,,,5,Q
VER,1.0,SOFT,3.0,3.0,0 days 00:21:03.078000,,5,Q
VER,2.0,SOFT,4.0,4.0,,0 days 00:26:07.070000,5,Q
VER,2.0,SOFT,5.0,5.0,,,5,Q
VER,2.0,SOFT,6.0,6.0,0 days 00:31:35.700000,,5,Q
VER,3.0,SOFT,1.0,7.0,,0 days 00:39:53.377000,5,Q
VER,3.0,SOFT,2.0,8.0,,,5,Q
VER,3.0,SOFT,3.0,9.0,0 days 00:45:39.429000,,5,Q
VER,4.0,SOFT,1.0,10.0,,0 days 00:56:39.787000,5,Q
VER,4.0,SOFT,2.0,11.0,,,5,Q
VER,4.0,SOFT,3.0,12.0,0 days 01:02:24.128000,,5,Q
VER,5.0,SOFT,1.0,13.0,,0 days 01:11:17.511000,5,Q
VER,5.0,SOFT,2.0,14.0,,,5,Q
VER,5.0,SOFT,3.0,15.0,0 days 01:16:49.217000,,5,Q
VER,6.0,SOFT,1.0,16.0,,0 days 01:20:03.387000,5,Q
VER,6.0,SOFT,2.0,17.0,,,5,Q
VER,6.0,SOFT,3.0,18.0,0 days 01:25:58.312000,,5,Q
PER,1.0,SOFT,1.0,1.0,,0 days 00:15:36.363000,5,Q
PER,1.0,SOFT,2.0,2.0,0 days 00:19:51.243000,,5,Q
PER,2.0,SOFT,3.0,3.0,,0 days 00:22:39.392000,5,Q
PER,2.0,SOFT,4.0,4.0,,,5,Q
PER,2.0,SOFT,5.0,5.0,,,5,Q
PER,2.0,SOFT,6.0,6.0,,,5,Q
PER,2.0,SOFT,7.0,7.0,0 days 00:31:52.151000,,5,Q
PER,3.0,SOFT,1.0,8.0,,0 days 00:40:09.004000,5,Q
PER,3.0,SOFT,2.0,9.0,,,5,Q
PER,3.0,SOFT,3.0,10.0,0 days 00:46:09.319000,,5,Q
PER,4.0,SOFT,1.0,11.0,,0 days 00:59:54.196000,5,Q
PER,4.0,SOFT,2.0,12.0,,,5,Q
PER,4.0,SOFT,3.0,13.0,0 days 01:05:32.695000,,5,Q
PER,5.0,SOFT,1.0,14.0,,0 days 01:11:22.583000,5,Q
PER,5.0,SOFT,2.0,15.0,,,5,Q
PER,5.0,SOFT,3.0,16.0,0 days 01:17:00.855000,,5,Q
PER,6.0,SOFT,1.0,17.0,,0 days 01:20:27.259000,5,Q
PER,6.0,SOFT,2.0,18.0,,,5,Q
ALO,1.0,SOFT,1.0,1.0,,0 days 00:14:31.721000,5,Q
ALO,1.0,SOFT,2.0,2.0,,,5,Q
ALO,1.0,SOFT,3.0,3.0,0 days 00:20:16.890000,,5,Q
ALO,2.0,SOFT,1.0,4.0,,0 days 00:39:04.017000,5,Q
ALO,2.0,SOFT,2.0,5.0,,,5,Q
ALO,2.0,SOFT,3.0,6.0,0 days 00:45:08.051000,,5,Q
ALO,3.0,SOFT,1.0,7.0,,0 days 00:58:49.434000,5,Q
ALO,3.0,SOFT,2.0,8.0,,,5,Q
ALO,3.0,SOFT,3.0,9.0,0 days 01:04:47.672000,,5,Q
ALO,4.0,SOFT,1.0,10.0,,0 days 01:11:36.783000,5,Q
ALO,4.0,SOFT,2.0,11.0,,,5,Q
ALO,4.0,SOFT,3.0,12.0,0 days 01:17:31.361000,,5,Q
ALO,5.0,SOFT,1.0,13.0,,0 days 01:20:14.854000,5,Q
ALO,5.0,SOFT,2.0,14.0,,,5,Q
ALO,5.0,SOFT,3.0,15.0,0 days 01:26:13.522000,,5,Q
NOR,1.0,SOFT,3.0,1.0,,0 days 00:12:57.884000,5,Q
NOR,1.0,SOFT,4.0,2.0,,,5,Q
NOR,1.0,SOFT,5.0,3.0,0 days 00:18:35.150000,,5,Q
NOR,2.0,SOFT,1.0,4.0,,0 days 00:21:56.319000,5,Q
NOR,2.0,SOFT,2.0,5.0,,,5,Q
NOR,2.0,SOFT,3.0,6.0,0 days 00:27:27.906000,,5,Q
NOR,3.0,SOFT,1.0,7.0,,0 days 00:39:39.037000,5,Q
NOR,3.0,SOFT,2.0,8.0,,,5,Q
NOR,3.0,SOFT,3.0,9.0,0 days 00:45:27.732000,,5,Q
NOR,4.0,SOFT,1.0,10.0,,0 days 01:12:06.249000,5,Q
NOR,4.0,SOFT,2.0,11.0,,,5,Q
NOR,4.0,SOFT,3.0,12.0,0 days 01:17:42.294000,,5,Q
NOR,5.0,SOFT,1.0,13.0,,0 days 01:19:52.926000,5,Q
NOR,5.0,SOFT,2.0,14.0,,,5,Q
NOR,5.0,SOFT,3.0,15.0,0 days 01:25:41.744000,,5,Q
PIA,1.0,SOFT,4.0,1.0,,0 days 00:13:19.407000,5,Q
PIA,1.0,SOFT,5.0,2.0,0 days 00:17:11.423000,,5,Q
PIA,2.0,SOFT,1.0,3.0,,0 days 00:17:48.763000,5,Q
PIA,2.0,SOFT,2.0,4.0,,,5,Q
PIA,2.0,SOFT,3.0,5.0,0 days 00:23:23.366000,,5,Q
PIA,3.0,SOFT,1.0,6.0,,0 days 00:39:16.635000,5,Q
PIA,3.0,SOFT,2.0,7.0,,,5,Q
PIA,3.0,SOFT,3.0,8.0,0 days 00:45:12.074000,,5,Q
PIA,4.0,SOFT,1.0,9.0,,0 days 01:00:06.767000,5,Q
PIA,4.0,SOFT,2.0,10.0,0 days 01:04:06.452000,,5,Q
PIA,5.0,SOFT,1.0,11.0,,0 days 01:11:45.662000,5,Q
PIA,5.0,SOFT,2.0,12.0,,,5,Q
PIA,5.0,SOFT,3.0,13.0,0 days 01:17:35.485000,,5,Q
PIA,6.0,SOFT,1.0,14.0,,0 days 01:19:30.185000,5,Q
PIA,6.0,SOFT,2.0,15.0,,,5,Q
PIA,6.0,SOFT,3.0,16.0,0 days 01:25:27.316000,,5,Q
LEC,1.0,SOFT,1.0,1.0,,0 days 00:13:42.729000,5,Q
LEC,1.0,SOFT,2.0,2.0,,,5,Q
LEC,1.0,SOFT,3.0,3.0,,,5,Q
LEC,1.0,SOFT,4.0,4.0,,,5,Q
LEC,1.0,SOFT,5.0,5.0,0 days 00:23:09.385000,,5,Q
LEC,2.0,SOFT,1.0,6.0,,0 days 00:26:34.257000,5,Q
LEC,2.0,SOFT,2.0,7.0,,,5,Q
LEC,2.0,SOFT,3.0,8.0,0 days 00:32:21.182000,,5,Q
LEC,3.0,SOFT,4.0,9.0,,0 days 00:40:01.526000,5,Q
LEC,3.0,SOFT,5.0,10.0,,,5,Q
LEC,3.0,SOFT,6.0,11.0,0 days 00:45:56.740000,,5,Q
LEC,4.0,SOFT,1.0,12.0,,0 days 00:59:47.762000,5,Q
LEC,4.0,SOFT,2.0,13.0,,,5,Q
LEC,4.0,SOFT,3.0,14.0,0 days 01:05:23.978000,,5,Q
LEC,5.0,SOFT,1.0,15.0,,0 days 01:12:15.660000,5,Q
LEC,5.0,SOFT,2.0,16.0,,,5,Q
LEC,5.0,SOFT,3.0,17.0,0 days 01:17:44.672000,,5,Q
LEC,6.0,SOFT,1.0,18.0,,0 days 01:19:23.331000,5,Q
LEC,6.0,SOFT,2.0,19.0,,,5,Q
LEC,6.0,SOFT,3.0,20.0,0 days 01:25:16.801000,,5,Q
SAI,1.0,MEDIUM,7.0,1.0,,0 days 00:11:58.362000,5,Q
SAI,1.0,MEDIUM,8.0,2.0,,,5,Q
SAI,1.0,MEDIUM,9.0,3.0,0 days 00:17:28.915000,,5,Q
SAI,2.0,SOFT,1.0,4.0,,0 days 00:18:58.075000,5,Q
SAI,2.0,SOFT,2.0,5.0,,,5,Q
SAI,2.0,SOFT,3.0,6.0,0 days 00:24:35.127000,,5,Q
SAI,3.0,SOFT,1.0,7.0,,0 days 00:40:12.146000,5,Q
SAI,3.0,SOFT,2.0,8.0,0 days 00:48:25.969000,,5,Q
SAI,4.0,SOFT,1.0,9.0,,0 days 00:59:19.980000,5,Q
SAI,4.0,SOFT,2.0,10.0,,,5,Q
SAI,4.0,SOFT,3.0,11.0,0 days 01:05:21.157000,,5,Q
SAI,5.0,SOFT,1.0,12.0,,0 days 01:11:49.588000,5,Q
SAI,5.0,SOFT,2.0,13.0,,,5,Q
SAI,5.0,SOFT,3.0,14.0,0 days 01:17:38.478000,,5,Q
SAI,6.0,SOFT,1.0,15.0,,0 days 01:19:15.383000,5,Q
SAI,6.0,SOFT,2.0,16.0,,,5,Q
SAI,6.0,SOFT,3.0,17.0,0 days 01:25:11.439000,,5,Q
RUS,1.0,SOFT,1.0,1.0,,0 days 00:12:03.935000,5,Q
RUS,1.0,SOFT,2.0,2.0,,,5,Q
RUS,1.0,SOFT,3.0,3.0,,,5,Q
RUS,1.0,SOFT,4.0,4.0,,,5,Q
RUS,1.0,SOFT,5.0,5.0,,,5,Q
RUS,1.0,SOFT,6.0,6.0,0 days 00:23:38.284000,,5,Q
RUS,2.0,SOFT,1.0,7.0,,0 days 00:25:56.940000,5,Q
RUS,2.0,SOFT,2.0,8.0,,,5,Q
RUS,2.0,SOFT,3.0,9.0,0 days 00:31:50.770000,,5,Q
RUS,3.0,SOFT,1.0,10.0,,0 days 00:40:29.865000,5,Q
RUS,3.0,SOFT,2.0,11.0,0 days 00:46:43.151000,,5,Q
RUS,4.0,SOFT,1.0,12.0,,0 days 00:56:00.148000,5,Q
RUS,4.0,SOFT,2.0,13.0,,,5,Q
RUS,4.0,SOFT,3.0,14.0,0 days 01:01:52.087000,,5,Q
RUS,5.0,SOFT,3.0,15.0,,0 days 01:11:05.963000,5,Q
RUS,5.0,SOFT,4.0,16.0,,,5,Q
RUS,5.0,SOFT,5.0,17.0,0 days 01:16:42.925000,,5,Q
RUS,6.0,SOFT,1.0,18.0,,0 days 01:19:04.418000,5,Q
RUS,6.0,SOFT,2.0,19.0,,,5,Q
RUS,6.0,SOFT,3.0,20.0,0 days 01:25:02.234000,,5,Q
HUL,1.0,SOFT,1.0,1.0,,0 days 00:11:17.496000,5,Q
HUL,1.0,SOFT,2.0,2.0,,,5,Q
HUL,1.0,SOFT,3.0,3.0,0 days 00:17:06.134000,,5,Q
HUL,2.0,SOFT,4.0,4.0,,0 days 00:17:53.307000,5,Q
HUL,2.0,SOFT,5.0,5.0,,,5,Q
HUL,2.0,SOFT,6.0,6.0,0 days 00:23:19.386000,,5,Q
HUL,3.0,SOFT,1.0,7.0,,0 days 00:25:10.787000,5,Q
HUL,3.0,SOFT,2.0,8.0,,,5,Q
HUL,3.0,SOFT,3.0,9.0,0 days 00:30:56.366000,,5,Q
HUL,4.0,SOFT,1.0,10.0,,0 days 00:38:21.221000,5,Q
HUL,4.0,SOFT,2.0,11.0,,,5,Q
HUL,4.0,SOFT,3.0,12.0,0 days 00:43:46.958000,,5,Q
HUL,5.0,SOFT,1.0,13.0,,0 days 00:59:07.019000,5,Q
HUL,5.0,SOFT,2.0,14.0,,,5,Q
HUL,5.0,SOFT,3.0,15.0,0 days 01:04:49.079000,,5,Q
HUL,6.0,SOFT,4.0,16.0,,0 days 01:10:59.538000,5,Q
HUL,6.0,SOFT,5.0,17.0,,,5,Q
HUL,6.0,SOFT,6.0,18.0,0 days 01:16:21.173000,,5,Q
HUL,7.0,SOFT,1.0,19.0,,0 days 01:18:57.233000,5,Q
HUL,7.0,SOFT,2.0,20.0,,,5,Q
HUL,7.0,SOFT,3.0,21.0,0 days 01:24:40.547000,,5,Q
BOT,1.0,SOFT,1.0,1.0,,0 days 00:14:42.339000,5,Q
BOT,1.0,SOFT,2.0,2.0,,,5,Q
BOT,1.0,SOFT,3.0,3.0,0 days 00:20:24.055000,,5,Q
BOT,2.0,SOFT,1.0,4.0,,0 days 00:24:01.863000,5,Q
BOT,2.0,SOFT,2.0,5.0,,,5,Q
BOT,2.0,SOFT,3.0,6.0,0 days 00:29:31.273000,,5,Q
BOT,3.0,SOFT,1.0,7.0,,0 days 00:39:41.440000,5,Q
BOT,3.0,SOFT,2.0,8.0,,,5,Q
BOT,3.0,SOFT,3.0,9.0,0 days 00:45:30.032000,,5,Q
BOT,4.0,SOFT,1.0,10.0,,0 days 00:59:58.742000,5,Q
BOT,4.0,SOFT,2.0,11.0,,,5,Q
BOT,4.0,SOFT,3.0,12.0,0 days 01:05:47.953000,,5,Q
BOT,5.0,SOFT,1.0,13.0,,0 days 01:19:40.518000,5,Q
BOT,5.0,SOFT,2.0,14.0,,,5,Q
BOT,5.0,SOFT,3.0,15.0,0 days 01:25:36.440000,,5,Q
STR,1.0,SOFT,1.0,1.0,,0 days 00:14:36.837000,5,Q
STR,1.0,SOFT,2.0,2.0,,,5,Q
STR,1.0,SOFT,3.0,3.0,0 days 00:20:22.402000,,5,Q
STR,2.0,SOFT,1.0,4.0,,0 days 00:25:45.379000,5,Q
STR,2.0,SOFT,2.0,5.0,,,5,Q
STR,2.0,SOFT,3.0,6.0,0 days 00:31:34.024000,,5,Q
STR,3.0,SOFT,1.0,7.0,,0 days 00:38:47.009000,5,Q
STR,3.0,SOFT,2.0,8.0,,,5,Q
