Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round,Session
0 days 00:00:45.918000,21.9,40.0,784.9,False,44.7,207,1.4,20,Q
0 days 00:01:45.941000,22.0,41.0,784.8,False,44.3,274,1.0,20,Q
0 days 00:02:45.940000,22.2,40.0,784.9,False,44.4,277,3.2,20,Q
0 days 00:03:45.960000,22.2,41.0,784.8,False,44.9,280,3.5,20,Q
0 days 00:04:45.957000,22.3,41.0,784.8,False,44.8,6,2.2,20,Q
0 days 00:05:45.973000,22.3,40.0,784.8,False,44.6,285,1.2,20,Q
0 days 00:06:45.982000,22.4,40.0,784.8,False,44.4,303,2.5,20,Q
0 days 00:07:45.985000,22.4,41.0,784.9,False,44.4,288,2.4,20,Q
0 days 00:08:45.981000,22.3,41.0,784.8,False,44.4,290,1.3,20,Q
0 days 00:09:45.990000,22.4,41.0,784.7,False,44.3,325,0.6,20,Q
0 days 00:10:45.997000,22.3,40.0,784.8,False,43.9,300,0.7,20,Q
0 days 00:11:45.984000,22.3,41.0,784.8,False,43.4,290,2.4,20,Q
0 days 00:12:45.997000,22.2,41.0,784.8,False,43.1,292,2.2,20,Q
0 days 00:13:46.006000,22.2,41.0,784.8,False,43.1,317,2.2,20,Q
0 days 00:14:45.989000,22.2,41.0,784.8,False,43.4,11,1.8,20,Q
0 days 00:15:46.003000,22.2,41.0,784.8,False,43.5,269,0.7,20,Q
0 days 00:16:45.999000,22.3,40.0,784.8,False,43.7,270,0.9,20,Q
0 days 00:17:45.999000,22.3,40.0,784.8,False,43.7,263,1.2,20,Q
0 days 00:18:46.002000,22.4,40.0,784.8,False,43.7,205,1.3,20,Q
0 days 00:19:46.001000,22.3,40.0,784.7,False,42.8,191,1.7,20,Q
0 days 00:20:46.001000,22.2,40.0,784.8,False,42.5,235,0.9,20,Q
0 days 00:21:46.003000,22.2,40.0,784.8,False,42.2,281,0.9,20,Q
0 days 00:22:46.003000,22.3,39.0,784.7,False,41.5,309,1.4,20,Q
