Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round,Session
0 days 00:00:06.225000,33.1,37.0,996.3,False,48.4,243,1.2,16,Q
0 days 00:01:06.227000,33.1,37.0,996.2,False,48.4,186,0.7,16,Q
0 days 00:02:06.222000,33.0,37.0,996.2,False,48.4,234,0.6,16,Q
0 days 00:03:06.246000,33.1,37.0,996.2,False,49.9,178,0.6,16,Q
0 days 00:04:06.217000,33.2,37.0,996.1,False,50.1,186,1.1,16,Q
0 days 00:05:06.220000,33.3,37.0,996.1,False,50.2,200,2.3,16,Q
0 days 00:06:06.228000,33.3,37.0,996.2,False,50.2,230,1.6,16,Q
0 days 00:07:06.224000,33.3,37.0,996.1,False,50.1,247,1.4,16,Q
0 days 00:08:06.221000,33.5,37.0,996.1,False,50.0,197,1.3,16,Q
0 days 00:09:06.231000,33.4,37.0,996.1,False,50.1,201,1.1,16,Q
0 days 00:10:06.223000,33.4,37.0,996.1,False,50.1,234,1.2,16,Q
0 days 00:11:06.230000,33.4,37.0,996.1,False,50.2,221,0.9,16,Q
0 days 00:12:06.233000,33.5,37.0,996.2,False,50.3,186,1.5,16,Q
0 days 00:13:06.247000,33.5,37.0,996.1,False,50.2,184,1.3,16,Q
0 days 00:14:06.257000,33.5,37.0,996.1,False,50.6,188,1.5,16,Q
0 days 00:15:06.276000,33.4,37.0,996.0,False,50.7,213,2.0,16,Q
0 days 00:16:06.276000,33.5,37.0,996.0,False,50.8,195,1.1,16,Q
0 days 00:17:06.295000,33.5,37.0,996.1,False,50.8,0,0.9,16,Q
0 days 00:18:06.316000,33.6,36.0,996.0,False,50.6,236,0.6,16,Q
0 days 00:19:06.305000,33.7,36.0,996.0,False,50.6,234,1.1,16,Q
0 days 00:20:06.304000,33.7,36.0,996.0,False,50.7,241,1.5,16,Q
0 days 00:21:06.333000,33.7,36.0,996.0,False,51.0,232,2.6,16,Q
0 days 00:22:06.336000,33.7,36.0,995.9,False,50.6,192,1.9,16,Q
0 days 00:23:06.337000,33.8,36.0,996.0,False,51.0,237,1.9,16,Q
0 days 00:24:06.330000,33.6,36.0,995.9,False,50.0,206,1.8,16,Q
0 days 00:25:06.427000,33.6,36.0,995.9,False,49.7,200,1.6,16,Q
0 days 00:26:06.443000,33.7,37.0,995.9,False,49.2,231,1.2,16,Q
0 days 00:27:06.448000,33.7,37.0,995.9,False,49.1,240,1.6,16,Q
0 days 00:28:06.447000,33.7,37.0,995.9,False,49.1,346,0.9,16,Q
0 days 00:29:06.447000,33.7,37.0,995.9,False,49.8,244,1.5,16,Q
0 days 00:30:06.445000,33.6,36.0,995.9,False,49.7,217,1.8,16,Q
0 days 00:31:06.446000,33.7,36.0,995.9,False,49.3,156,1.3,16,Q
0 days 00:32:06.436000,33.7,36.0,996.0,False,48.9,32,0.4,16,Q
0 days 00:33:06.441000,33.7,37.0,995.9,False,48.3,4,0.9,16,Q
0 days 00:34:06.441000,33.6,37.0,995.9,False,48.4,247,0.5,16,Q
0 days 00:35:06.455000,33.5,37.0,995.9,False,49.1,182,0.9,16,Q
0 days 00:36:06.452000,33.5,37.0,995.8,False,48.7,134,1.3,16,Q
0 days 00:37:06.447000,33.3,38.0,995.9,False,48.5,194,0.8,16,Q
0 days 00:38:06.447000,33.3,37.0,995.8,False,48.8,195,1.7,16,Q
0 days 00:39:06.453000,33.3,37.0,995.9,False,49.2,0,1.5,16,Q
0 days 00:40:06.468000,33.3,37.0,995.8,False,49.2,195,0.0,16,Q
0 days 00:41:06.457000,33.3,37.0,995.8,False,49.5,191,1.7,16,Q
0 days 00:42:06.444000,33.4,37.0,995.7,False,49.5,237,1.7,16,Q
0 days 00:43:06.458000,33.5,37.0,995.8,False,49.3,193,1.1,16,Q
0 days 00:44:06.457000,33.6,37.0,995.8,False,49.3,198,3.0,16,Q
