Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
NOR,1.0,SOFT,1.0,1.0,,0 days 00:18:42.073000,10,Q
NOR,1.0,SOFT,2.0,2.0,,,10,Q
NOR,1.0,SOFT,3.0,3.0,0 days 00:23:21.511000,,10,Q
NOR,2.0,SOFT,1.0,4.0,,0 days 00:43:45.157000,10,Q
NOR,2.0,SOFT,2.0,5.0,,,10,Q
NOR,2.0,SOFT,3.0,6.0,0 days 00:48:28.969000,,10,Q
NOR,3.0,SOFT,1.0,7.0,,0 days 01:03:08.470000,10,Q
NOR,3.0,SOFT,2.0,8.0,,,10,Q
NOR,3.0,SOFT,3.0,9.0,0 days 01:07:56.796000,,10,Q
NOR,4.0,SOFT,1.0,10.0,,0 days 01:10:56.124000,10,Q
NOR,4.0,SOFT,2.0,11.0,,,10,Q
NOR,4.0,SOFT,3.0,12.0,0 days 01:16:01.925000,,10,Q
VER,1.0,SOFT,1.0,1.0,,0 days 00:18:13.601000,10,Q
VER,1.0,SOFT,2.0,2.0,,,10,Q
VER,1.0,SOFT,3.0,3.0,0 days 00:22:45.009000,,10,Q
VER,2.0,SOFT,1.0,4.0,,0 days 00:43:58.557000,10,Q
VER,2.0,SOFT,2.0,5.0,,,10,Q
VER,2.0,SOFT,3.0,6.0,0 days 00:48:35.845000,,10,Q
VER,3.0,SOFT,1.0,7.0,,0 days 01:02:26.326000,10,Q
VER,3.0,SOFT,2.0,8.0,,,10,Q
VER,3.0,SOFT,3.0,9.0,0 days 01:06:57.197000,,10,Q
VER,4.0,SOFT,1.0,10.0,,0 days 01:10:25.894000,10,Q
VER,4.0,SOFT,2.0,11.0,,,10,Q
VER,4.0,SOFT,3.0,12.0,0 days 01:15:29.255000,,10,Q
HAM,1.0,SOFT,1.0,1.0,,0 days 00:18:29.436000,10,Q
HAM,1.0,SOFT,2.0,2.0,,,10,Q
HAM,1.0,SOFT,3.0,3.0,0 days 00:23:11.750000,,10,Q
HAM,2.0,SOFT,1.0,4.0,,0 days 00:27:31.701000,10,Q
HAM,2.0,SOFT,2.0,5.0,,,10,Q
HAM,2.0,SOFT,3.0,6.0,0 days 00:32:36.556000,,10,Q
HAM,3.0,SOFT,4.0,7.0,,0 days 00:44:16.725000,10,Q
HAM,3.0,SOFT,5.0,8.0,,,10,Q
HAM,3.0,SOFT,6.0,9.0,0 days 00:48:38.294000,,10,Q
HAM,4.0,SOFT,1.0,10.0,,0 days 00:49:51.681000,10,Q
HAM,4.0,SOFT,2.0,11.0,,,10,Q
HAM,4.0,SOFT,3.0,12.0,0 days 00:54:11.863000,,10,Q
HAM,5.0,SOFT,1.0,13.0,,0 days 01:03:48.410000,10,Q
HAM,5.0,SOFT,2.0,14.0,,,10,Q
HAM,5.0,SOFT,3.0,15.0,0 days 01:08:11.113000,,10,Q
HAM,6.0,SOFT,1.0,16.0,,0 days 01:11:29.931000,10,Q
HAM,6.0,SOFT,2.0,17.0,,,10,Q
HAM,6.0,SOFT,3.0,18.0,0 days 01:16:13.159000,,10,Q
RUS,1.0,SOFT,1.0,1.0,,0 days 00:19:48.451000,10,Q
RUS,1.0,SOFT,2.0,2.0,,,10,Q
RUS,1.0,SOFT,3.0,3.0,0 days 00:24:44.847000,,10,Q
RUS,2.0,SOFT,4.0,4.0,0 days 00:31:08.624000,0 days 00:29:13.133000,10,Q
RUS,3.0,SOFT,1.0,5.0,,0 days 00:44:27.957000,10,Q
RUS,3.0,SOFT,2.0,6.0,,,10,Q
RUS,3.0,SOFT,3.0,7.0,0 days 00:48:44.177000,,10,Q
RUS,4.0,SOFT,1.0,8.0,,0 days 00:51:01.264000,10,Q
RUS,4.0,SOFT,2.0,9.0,,,10,Q
RUS,4.0,SOFT,3.0,10.0,0 days 00:55:36.913000,,10,Q
RUS,5.0,SOFT,1.0,11.0,,0 days 01:03:53.799000,10,Q
RUS,5.0,SOFT,2.0,12.0,,,10,Q
RUS,5.0,SOFT,3.0,13.0,0 days 01:08:30.764000,,10,Q
RUS,6.0,SOFT,1.0,14.0,,0 days 01:11:41.555000,10,Q
RUS,6.0,SOFT,2.0,15.0,,,10,Q
RUS,6.0,SOFT,3.0,16.0,0 days 01:16:17.050000,,10,Q
LEC,1.0,SOFT,1.0,1.0,,0 days 00:19:03.995000,10,Q
LEC,1.0,SOFT,2.0,2.0,,,10,Q
LEC,1.0,SOFT,3.0,3.0,0 days 00:24:03.666000,,10,Q
LEC,2.0,SOFT,1.0,4.0,,0 days 00:43:01.545000,10,Q
LEC,2.0,SOFT,2.0,5.0,,,10,Q
LEC,2.0,SOFT,3.0,6.0,0 days 00:47:50.561000,,10,Q
LEC,3.0,SOFT,1.0,7.0,,0 days 01:03:24.316000,10,Q
LEC,3.0,SOFT,2.0,8.0,,,10,Q
LEC,3.0,SOFT,3.0,9.0,0 days 01:08:00.617000,,10,Q
LEC,4.0,SOFT,1.0,10.0,,0 days 01:10:15.831000,10,Q
LEC,4.0,SOFT,2.0,11.0,,,10,Q
LEC,4.0,SOFT,3.0,12.0,0 days 01:15:11.790000,,10,Q
SAI,1.0,SOFT,1.0,1.0,,0 days 00:19:15.043000,10,Q
SAI,1.0,SOFT,2.0,2.0,,,10,Q
SAI,1.0,SOFT,3.0,3.0,0 days 00:24:06.973000,,10,Q
SAI,2.0,SOFT,1.0,4.0,,0 days 00:43:21.944000,10,Q
SAI,2.0,SOFT,2.0,5.0,,,10,Q
SAI,2.0,SOFT,3.0,6.0,0 days 00:48:20.195000,,10,Q
SAI,3.0,SOFT,1.0,7.0,,0 days 01:02:33.065000,10,Q
SAI,3.0,SOFT,2.0,8.0,,,10,Q
SAI,3.0,SOFT,3.0,9.0,0 days 01:07:20.932000,,10,Q
SAI,4.0,SOFT,1.0,10.0,,0 days 01:10:11.137000,10,Q
SAI,4.0,SOFT,2.0,11.0,,,10,Q
SAI,4.0,SOFT,3.0,12.0,0 days 01:15:03.582000,,10,Q
GAS,1.0,SOFT,1.0,1.0,,0 days 00:19:31.636000,10,Q
GAS,1.0,SOFT,2.0,2.0,,,10,Q
GAS,1.0,SOFT,3.0,3.0,0 days 00:24:26.193000,,10,Q
GAS,2.0,SOFT,1.0,4.0,,0 days 00:28:30.539000,10,Q
GAS,2.0,SOFT,2.0,5.0,,,10,Q
GAS,2.0,SOFT,3.0,6.0,0 days 00:33:21.593000,,10,Q
GAS,3.0,SOFT,1.0,7.0,,0 days 00:42:15.977000,10,Q
GAS,3.0,SOFT,2.0,8.0,,,10,Q
GAS,3.0,SOFT,3.0,9.0,0 days 00:47:12.187000,,10,Q
GAS,4.0,SOFT,1.0,10.0,,0 days 00:50:04.269000,10,Q
GAS,4.0,SOFT,2.0,11.0,,,10,Q
GAS,4.0,SOFT,3.0,12.0,0 days 00:55:05.063000,,10,Q
GAS,5.0,SOFT,4.0,13.0,,0 days 01:02:43.293000,10,Q
GAS,5.0,SOFT,5.0,14.0,,,10,Q
GAS,5.0,SOFT,6.0,15.0,0 days 01:07:53.538000,,10,Q
GAS,6.0,SOFT,1.0,16.0,,0 days 01:10:45.847000,10,Q
GAS,6.0,SOFT,2.0,17.0,,,10,Q
GAS,6.0,SOFT,3.0,18.0,0 days 01:15:51.638000,,10,Q
PER,1.0,SOFT,1.0,1.0,,0 days 00:17:46.294000,10,Q
PER,1.0,SOFT,2.0,2.0,,,10,Q
PER,1.0,SOFT,3.0,3.0,0 days 00:22:14.161000,,10,Q
PER,2.0,SOFT,1.0,4.0,,0 days 00:27:15.962000,10,Q
PER,2.0,SOFT,2.0,5.0,,,10,Q
PER,2.0,SOFT,3.0,6.0,0 days 00:31:43.507000,,10,Q
PER,3.0,SOFT,1.0,7.0,,0 days 00:42:14.571000,10,Q
PER,3.0,SOFT,2.0,8.0,,,10,Q
PER,3.0,SOFT,3.0,9.0,0 days 00:46:59.909000,,10,Q
PER,4.0,SOFT,1.0,10.0,,0 days 00:50:17.041000,10,Q
PER,4.0,SOFT,2.0,11.0,,,10,Q
PER,4.0,SOFT,3.0,12.0,0 days 00:55:13.722000,,10,Q
PER,5.0,SOFT,4.0,13.0,,0 days 01:01:40.467000,10,Q
PER,5.0,SOFT,5.0,14.0,,,10,Q
PER,5.0,SOFT,6.0,15.0,0 days 01:06:07.296000,,10,Q
PER,6.0,SOFT,1.0,16.0,,0 days 01:09:54.557000,10,Q
PER,6.0,SOFT,2.0,17.0,,,10,Q
PER,6.0,SOFT,3.0,18.0,0 days 01:14:20.040000,,10,Q
OCO,1.0,SOFT,1.0,1.0,,0 days 00:18:50.595000,10,Q
OCO,1.0,SOFT,2.0,2.0,,,10,Q
OCO,1.0,SOFT,3.0,3.0,0 days 00:23:45.303000,,10,Q
OCO,2.0,SOFT,1.0,4.0,,0 days 00:27:23.712000,10,Q
OCO,2.0,SOFT,2.0,5.0,,,10,Q
OCO,2.0,SOFT,3.0,6.0,0 days 00:32:03.644000,,10,Q
OCO,3.0,SOFT,1.0,7.0,,0 days 00:42:09.219000,10,Q
OCO,3.0,SOFT,2.0,8.0,,,10,Q
OCO,3.0,SOFT,3.0,9.0,0 days 00:46:48.159000,,10,Q
OCO,4.0,SOFT,1.0,10.0,,0 days 00:49:58.937000,10,Q
OCO,4.0,SOFT,2.0,11.0,,,10,Q
OCO,4.0,SOFT,3.0,12.0,0 days 00:54:40.951000,,10,Q
OCO,5.0,SOFT,4.0,13.0,,0 days 01:02:28.304000,10,Q
OCO,5.0,SOFT,5.0,14.0,,,10,Q
OCO,5.0,SOFT,6.0,15.0,0 days 01:07:18.122000,,10,Q
OCO,6.0,SOFT,1.0,16.0,,0 days 01:10:01.486000,10,Q
OCO,6.0,SOFT,2.0,17.0,,,10,Q
OCO,6.0,SOFT,3.0,18.0,0 days 01:14:57.128000,,10,Q
PIA,1.0,SOFT,1.0,1.0,,0 days 00:18:21.452000,10,Q
PIA,1.0,SOFT,2.0,2.0,,,10,Q
PIA,1.0,SOFT,3.0,3.0,0 days 00:22:59.843000,,10,Q
PIA,2.0,SOFT,1.0,4.0,,0 days 00:27:27.610000,10,Q
PIA,2.0,SOFT,2.0,5.0,,,10,Q
PIA,2.0,SOFT,3.0,6.0,0 days 00:32:28.442000,,10,Q
PIA,3.0,SOFT,1.0,7.0,,0 days 00:43:18.817000,10,Q
PIA,3.0,SOFT,2.0,8.0,,,10,Q
PIA,3.0,SOFT,3.0,9.0,0 days 00:48:11.626000,,10,Q
PIA,4.0,SOFT,1.0,10.0,,0 days 00:51:11.595000,10,Q
PIA,4.0,SOFT,2.0,11.0,0 days 00:54:38.583000,,10,Q
PIA,5.0,SOFT,3.0,12.0,,0 days 01:02:36.217000,10,Q
PIA,5.0,SOFT,4.0,13.0,,,10,Q
PIA,5.0,SOFT,5.0,14.0,0 days 01:07:27.165000,,10,Q
PIA,6.0,SOFT,1.0,15.0,,0 days 01:09:58.348000,10,Q
PIA,6.0,SOFT,2.0,16.0,0 days 01:13:01.133000,,10,Q
ALO,1.0,SOFT,1.0,1.0,,0 days 00:18:47.169000,10,Q
ALO,1.0,SOFT,2.0,2.0,,,10,Q
ALO,1.0,SOFT,3.0,3.0,0 days 00:23:40.863000,,10,Q
ALO,2.0,SOFT,1.0,4.0,,0 days 00:27:53.017000,10,Q
ALO,2.0,SOFT,2.0,5.0,,,10,Q
ALO,2.0,SOFT,3.0,6.0,0 days 00:33:16.234000,,10,Q
ALO,3.0,SOFT,1.0,7.0,,0 days 00:42:24.860000,10,Q
ALO,3.0,SOFT,2.0,8.0,,,10,Q
ALO,3.0,SOFT,3.0,9.0,0 days 00:47:37.063000,,10,Q
ALO,4.0,SOFT,1.0,10.0,,0 days 00:50:38.322000,10,Q
ALO,4.0,SOFT,2.0,11.0,,,10,Q
ALO,4.0,SOFT,3.0,12.0,0 days 00:55:44.271000,,10,Q
BOT,1.0,SOFT,1.0,1.0,,0 days 00:18:55.995000,10,Q
BOT,1.0,SOFT,2.0,2.0,,,10,Q
BOT,1.0,SOFT,3.0,3.0,0 days 00:23:52.193000,,10,Q
BOT,2.0,SOFT,1.0,4.0,,0 days 00:27:18.553000,10,Q
BOT,2.0,SOFT,2.0,5.0,,,10,Q
BOT,2.0,SOFT,3.0,6.0,0 days 00:31:54.524000,,10,Q
BOT,3.0,SOFT,1.0,7.0,,0 days 00:42:28.618000,10,Q
BOT,3.0,SOFT,2.0,8.0,,,10,Q
BOT,3.0,SOFT,3.0,9.0,0 days 00:47:40.339000,,10,Q
BOT,4.0,SOFT,1.0,10.0,,0 days 00:49:54.997000,10,Q
BOT,4.0,SOFT,2.0,11.0,,,10,Q
BOT,4.0,SOFT,3.0,12.0,0 days 00:54:29.205000,,10,Q
HUL,1.0,SOFT,1.0,1.0,,0 days 00:19:40.441000,10,Q
HUL,1.0,SOFT,2.0,2.0,,,10,Q
HUL,1.0,SOFT,3.0,3.0,0 days 00:24:08.165000,,10,Q
HUL,2.0,SOFT,1.0,4.0,,0 days 00:28:55.396000,10,Q
HUL,2.0,SOFT,2.0,5.0,,,10,Q
HUL,2.0,SOFT,3.0,6.0,0 days 00:33:41.663000,,10,Q
HUL,3.0,SOFT,1.0,7.0,,0 days 00:42:18.319000,10,Q
HUL,3.0,SOFT,2.0,8.0,,,10,Q
