Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
VER,1.0,INTERMEDIATE,1.0,1.0,,,21,R
VER,1.0,INTERMEDIATE,2.0,2.0,,,21,R
VER,1.0,INTERMEDIATE,3.0,3.0,,,21,R
VER,1.0,INTERMEDIATE,4.0,4.0,,,21,R
VER,1.0,INTERMEDIATE,5.0,5.0,,,21,R
VER,1.0,INTERMEDIATE,6.0,6.0,,,21,R
VER,1.0,INTERMEDIATE,7.0,7.0,,,21,R
VER,1.0,INTERMEDIATE,8.0,8.0,,,21,R
VER,1.0,INTERMEDIATE,9.0,9.0,,,21,R
VER,1.0,INTERMEDIATE,10.0,10.0,,,21,R
VER,1.0,INTERMEDIATE,11.0,11.0,,,21,R
VER,1.0,INTERMEDIATE,12.0,12.0,,,21,R
VER,1.0,INTERMEDIATE,13.0,13.0,,,21,R
VER,1.0,INTERMEDIATE,14.0,14.0,,,21,R
VER,1.0,INTERMEDIATE,15.0,15.0,,,21,R
VER,1.0,INTERMEDIATE,16.0,16.0,,,21,R
VER,1.0,INTERMEDIATE,17.0,17.0,,,21,R
VER,1.0,INTERMEDIATE,18.0,18.0,,,21,R
VER,1.0,INTERMEDIATE,19.0,19.0,,,21,R
VER,1.0,INTERMEDIATE,20.0,20.0,,,21,R
VER,1.0,INTERMEDIATE,21.0,21.0,,,21,R
VER,1.0,INTERMEDIATE,22.0,22.0,,,21,R
VER,1.0,INTERMEDIATE,23.0,23.0,,,21,R
VER,1.0,INTERMEDIATE,24.0,24.0,,,21,R
VER,1.0,INTERMEDIATE,25.0,25.0,,,21,R
VER,1.0,INTERMEDIATE,26.0,26.0,,,21,R
VER,1.0,INTERMEDIATE,27.0,27.0,,,21,R
VER,1.0,INTERMEDIATE,28.0,28.0,,,21,R
VER,1.0,INTERMEDIATE,29.0,29.0,,,21,R
VER,1.0,INTERMEDIATE,30.0,30.0,,,21,R
VER,1.0,INTERMEDIATE,31.0,31.0,,,21,R
VER,1.0,INTERMEDIATE,32.0,32.0,0 days 02:00:37.713000,,21,R
VER,2.0,INTERMEDIATE,1.0,33.0,,0 days 02:24:06.937000,21,R
VER,2.0,INTERMEDIATE,2.0,34.0,,,21,R
VER,2.0,INTERMEDIATE,3.0,35.0,,,21,R
VER,2.0,INTERMEDIATE,4.0,36.0,,,21,R
VER,2.0,INTERMEDIATE,5.0,37.0,,,21,R
VER,2.0,INTERMEDIATE,6.0,38.0,,,21,R
VER,2.0,INTERMEDIATE,7.0,39.0,,,21,R
VER,2.0,INTERMEDIATE,8.0,40.0,,,21,R
VER,2.0,INTERMEDIATE,9.0,41.0,,,21,R
VER,2.0,INTERMEDIATE,10.0,42.0,,,21,R
VER,2.0,INTERMEDIATE,11.0,43.0,,,21,R
VER,2.0,INTERMEDIATE,12.0,44.0,,,21,R
VER,2.0,INTERMEDIATE,13.0,45.0,,,21,R
VER,2.0,INTERMEDIATE,14.0,46.0,,,21,R
VER,2.0,INTERMEDIATE,15.0,47.0,,,21,R
VER,2.0,INTERMEDIATE,16.0,48.0,,,21,R
VER,2.0,INTERMEDIATE,17.0,49.0,,,21,R
VER,2.0,INTERMEDIATE,18.0,50.0,,,21,R
VER,2.0,INTERMEDIATE,19.0,51.0,,,21,R
VER,2.0,INTERMEDIATE,20.0,52.0,,,21,R
VER,2.0,INTERMEDIATE,21.0,53.0,,,21,R
