Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
VER,1.0,SOFT,1.0,1.0,,0 days 00:17:15.546000,7,Q
VER,1.0,SOFT,2.0,2.0,,,7,Q
VER,1.0,SOFT,3.0,3.0,0 days 00:21:59.392000,,7,Q
VER,2.0,SOFT,4.0,4.0,,0 days 00:27:40.772000,7,Q
VER,2.0,SOFT,5.0,5.0,,,7,Q
VER,2.0,SOFT,6.0,6.0,0 days 00:32:11.320000,,7,Q
VER,3.0,SOFT,1.0,7.0,,0 days 00:38:24.727000,7,Q
VER,3.0,SOFT,2.0,8.0,,,7,Q
VER,3.0,SOFT,3.0,9.0,0 days 00:42:58.694000,,7,Q
VER,4.0,SOFT,4.0,10.0,,0 days 00:49:57.768000,7,Q
VER,4.0,SOFT,5.0,11.0,,,7,Q
VER,4.0,SOFT,6.0,12.0,0 days 00:54:27.124000,,7,Q
VER,5.0,SOFT,1.0,13.0,,0 days 01:00:37.451000,7,Q
VER,5.0,SOFT,2.0,14.0,,,7,Q
VER,5.0,SOFT,3.0,15.0,0 days 01:04:57.101000,,7,Q
VER,6.0,SOFT,1.0,16.0,,0 days 01:09:57.239000,7,Q
VER,6.0,SOFT,2.0,17.0,,,7,Q
VER,6.0,SOFT,3.0,18.0,0 days 01:14:27.845000,,7,Q
PIA,1.0,SOFT,1.0,1.0,,0 days 00:18:16.710000,7,Q
PIA,1.0,SOFT,2.0,2.0,,,7,Q
PIA,1.0,SOFT,3.0,3.0,0 days 00:22:45.720000,,7,Q
PIA,2.0,SOFT,4.0,4.0,0 days 00:30:31.365000,0 days 00:28:50.346000,7,Q
PIA,3.0,SOFT,1.0,5.0,,0 days 00:40:51.541000,7,Q
PIA,3.0,SOFT,2.0,6.0,,,7,Q
PIA,3.0,SOFT,3.0,7.0,0 days 00:45:32.545000,,7,Q
PIA,4.0,SOFT,5.0,8.0,,0 days 00:49:12.336000,7,Q
PIA,4.0,SOFT,6.0,9.0,0 days 00:52:24.203000,,7,Q
PIA,5.0,SOFT,1.0,10.0,,0 days 01:01:10.984000,7,Q
PIA,5.0,SOFT,2.0,11.0,,,7,Q
PIA,5.0,SOFT,3.0,12.0,0 days 01:05:38.325000,,7,Q
PIA,6.0,SOFT,1.0,13.0,,0 days 01:10:17.564000,7,Q
PIA,6.0,SOFT,2.0,14.0,,,7,Q
PIA,6.0,SOFT,3.0,15.0,0 days 01:14:52.194000,,7,Q
NOR,1.0,SOFT,1.0,1.0,,0 days 00:15:51.153000,7,Q
NOR,1.0,SOFT,2.0,2.0,,,7,Q
NOR,1.0,SOFT,3.0,3.0,0 days 00:20:24.846000,,7,Q
NOR,2.0,SOFT,4.0,4.0,,0 days 00:20:56.168000,7,Q
NOR,2.0,SOFT,5.0,5.0,,,7,Q
NOR,2.0,SOFT,6.0,6.0,0 days 00:25:23.018000,,7,Q
NOR,3.0,SOFT,7.0,7.0,0 days 00:30:34.802000,0 days 00:28:54.167000,7,Q
NOR,4.0,SOFT,1.0,8.0,,0 days 00:41:22.602000,7,Q
NOR,4.0,SOFT,2.0,9.0,,,7,Q
NOR,4.0,SOFT,3.0,10.0,0 days 00:45:53.544000,,7,Q
NOR,5.0,SOFT,4.0,11.0,,0 days 00:49:36.086000,7,Q
NOR,5.0,SOFT,5.0,12.0,,,7,Q
NOR,5.0,SOFT,6.0,13.0,0 days 00:54:10.610000,,7,Q
NOR,6.0,SOFT,1.0,14.0,,0 days 01:00:48.898000,7,Q
NOR,6.0,SOFT,2.0,15.0,,,7,Q
NOR,6.0,SOFT,3.0,16.0,0 days 01:05:09.253000,,7,Q
NOR,7.0,SOFT,1.0,17.0,,0 days 01:10:08.574000,7,Q
NOR,7.0,SOFT,2.0,18.0,,,7,Q
NOR,7.0,SOFT,3.0,19.0,0 days 01:14:36.960000,,7,Q
LEC,1.0,MEDIUM,1.0,1.0,,0 days 00:15:05.647000,7,Q
LEC,1.0,MEDIUM,2.0,2.0,,,7,Q
LEC,1.0,MEDIUM,3.0,3.0,,,7,Q
LEC,1.0,MEDIUM,4.0,4.0,,,7,Q
LEC,1.0,MEDIUM,5.0,5.0,,,7,Q
LEC,1.0,MEDIUM,6.0,6.0,0 days 00:24:34.607000,,7,Q
LEC,2.0,MEDIUM,7.0,7.0,,0 days 00:28:10.073000,7,Q
LEC,2.0,MEDIUM,8.0,8.0,,,7,Q
LEC,2.0,MEDIUM,9.0,9.0,0 days 00:32:51.973000,,7,Q
LEC,3.0,SOFT,1.0,10.0,,0 days 00:40:57.058000,7,Q
LEC,3.0,SOFT,2.0,11.0,,,7,Q
LEC,3.0,SOFT,3.0,12.0,0 days 00:45:36.072000,,7,Q
LEC,4.0,SOFT,1.0,13.0,,0 days 00:49:45.069000,7,Q
LEC,4.0,SOFT,2.0,14.0,,,7,Q
LEC,4.0,SOFT,3.0,15.0,0 days 00:54:17.562000,,7,Q
LEC,5.0,SOFT,1.0,16.0,,0 days 01:01:31.765000,7,Q
LEC,5.0,SOFT,2.0,17.0,,,7,Q
LEC,5.0,SOFT,3.0,18.0,0 days 01:05:59.831000,,7,Q
LEC,6.0,SOFT,1.0,19.0,,0 days 01:09:10.597000,7,Q
LEC,6.0,SOFT,2.0,20.0,,,7,Q
LEC,6.0,SOFT,3.0,21.0,0 days 01:13:48.079000,,7,Q
SAI,1.0,MEDIUM,1.0,1.0,,0 days 00:14:54.115000,7,Q
SAI,1.0,MEDIUM,2.0,2.0,,,7,Q
SAI,1.0,MEDIUM,3.0,3.0,,,7,Q
SAI,1.0,MEDIUM,4.0,4.0,,,7,Q
SAI,1.0,MEDIUM,5.0,5.0,,,7,Q
SAI,1.0,MEDIUM,6.0,6.0,0 days 00:24:29.888000,,7,Q
SAI,2.0,MEDIUM,7.0,7.0,,0 days 00:27:54.214000,7,Q
SAI,2.0,MEDIUM,8.0,8.0,0 days 00:31:20.117000,,7,Q
SAI,3.0,SOFT,1.0,9.0,,0 days 00:40:43.148000,7,Q
SAI,3.0,SOFT,2.0,10.0,,,7,Q
SAI,3.0,SOFT,3.0,11.0,0 days 00:45:28.668000,,7,Q
SAI,4.0,SOFT,1.0,12.0,,0 days 00:49:21.097000,7,Q
SAI,4.0,SOFT,2.0,13.0,,,7,Q
SAI,4.0,SOFT,3.0,14.0,0 days 00:54:06.415000,,7,Q
SAI,5.0,SOFT,1.0,15.0,,0 days 01:01:20.773000,7,Q
SAI,5.0,SOFT,2.0,16.0,,,7,Q
SAI,5.0,SOFT,3.0,17.0,0 days 01:05:58.467000,,7,Q
SAI,6.0,SOFT,1.0,18.0,,0 days 01:09:00.819000,7,Q
SAI,6.0,SOFT,2.0,19.0,,,7,Q
SAI,6.0,SOFT,3.0,20.0,0 days 01:13:43.513000,,7,Q
RUS,1.0,MEDIUM,1.0,1.0,,0 days 00:13:11.099000,7,Q
RUS,1.0,MEDIUM,2.0,2.0,0 days 00:16:14.865000,,7,Q
RUS,2.0,SOFT,1.0,3.0,,0 days 00:19:09.991000,7,Q
RUS,2.0,SOFT,2.0,4.0,,,7,Q
RUS,2.0,SOFT,3.0,5.0,0 days 00:23:46.474000,,7,Q
RUS,3.0,SOFT,1.0,6.0,0 days 00:30:40.625000,0 days 00:28:56.495000,7,Q
RUS,4.0,SOFT,4.0,7.0,,0 days 00:37:24.271000,7,Q
RUS,4.0,SOFT,5.0,8.0,,,7,Q
RUS,4.0,SOFT,6.0,9.0,0 days 00:41:50.233000,,7,Q
RUS,5.0,SOFT,1.0,10.0,,0 days 00:48:27.194000,7,Q
RUS,5.0,SOFT,2.0,11.0,,,7,Q
RUS,5.0,SOFT,3.0,12.0,0 days 00:53:00.567000,,7,Q
RUS,6.0,SOFT,2.0,13.0,,0 days 01:01:47.155000,7,Q
RUS,6.0,SOFT,3.0,14.0,,,7,Q
RUS,6.0,SOFT,4.0,15.0,0 days 01:06:18.153000,,7,Q
RUS,7.0,SOFT,1.0,16.0,,0 days 01:09:32.218000,7,Q
RUS,7.0,SOFT,2.0,17.0,,,7,Q
RUS,7.0,SOFT,3.0,18.0,0 days 01:14:05.495000,,7,Q
TSU,1.0,SOFT,1.0,1.0,,0 days 00:19:19.269000,7,Q
TSU,1.0,SOFT,2.0,2.0,,,7,Q
TSU,1.0,SOFT,3.0,3.0,0 days 00:23:53.168000,,7,Q
TSU,2.0,SOFT,1.0,4.0,,0 days 00:27:50.559000,7,Q
TSU,2.0,SOFT,2.0,5.0,,,7,Q
TSU,2.0,SOFT,3.0,6.0,0 days 00:32:36.776000,,7,Q
TSU,3.0,SOFT,1.0,7.0,,0 days 00:41:33.276000,7,Q
TSU,3.0,SOFT,2.0,8.0,,,7,Q
TSU,3.0,SOFT,3.0,9.0,0 days 00:46:03.665000,,7,Q
TSU,4.0,SOFT,1.0,10.0,,0 days 01:01:01.153000,7,Q
TSU,4.0,SOFT,2.0,11.0,,,7,Q
TSU,4.0,SOFT,3.0,12.0,0 days 01:05:23.151000,,7,Q
TSU,5.0,SOFT,1.0,13.0,,0 days 01:09:24.323000,7,Q
TSU,5.0,SOFT,2.0,14.0,,,7,Q
TSU,5.0,SOFT,3.0,15.0,0 days 01:13:54.127000,,7,Q
HAM,1.0,SOFT,1.0,1.0,,0 days 00:13:38.656000,7,Q
HAM,1.0,SOFT,2.0,2.0,,,7,Q
HAM,1.0,SOFT,3.0,3.0,0 days 00:18:16.263000,,7,Q
HAM,2.0,SOFT,4.0,4.0,,0 days 00:20:19.509000,7,Q
HAM,2.0,SOFT,5.0,5.0,,,7,Q
HAM,2.0,SOFT,6.0,6.0,0 days 00:24:41.132000,,7,Q
HAM,3.0,SOFT,1.0,7.0,,0 days 00:28:24.598000,7,Q
HAM,3.0,SOFT,2.0,8.0,0 days 00:31:44.064000,,7,Q
