Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
NOR,6.0,SOFT,3.0,21.0,0 days 01:15:44.179000,,6,Q
PIA,1.0,SOFT,6.0,1.0,,0 days 00:15:04.254000,6,Q
PIA,1.0,SOFT,7.0,2.0,,,6,Q
PIA,1.0,SOFT,8.0,3.0,0 days 00:20:22.212000,,6,Q
PIA,2.0,SOFT,1.0,4.0,,0 days 00:21:35.518000,6,Q
PIA,2.0,SOFT,2.0,5.0,,,6,Q
PIA,2.0,SOFT,3.0,6.0,0 days 00:26:52.934000,,6,Q
PIA,3.0,SOFT,4.0,7.0,,0 days 00:29:16.554000,6,Q
PIA,3.0,SOFT,5.0,8.0,0 days 00:32:52.413000,,6,Q
PIA,4.0,SOFT,1.0,9.0,,0 days 00:40:58.788000,6,Q
PIA,4.0,SOFT,2.0,10.0,,,6,Q
PIA,4.0,SOFT,3.0,11.0,0 days 00:46:19.735000,,6,Q
PIA,5.0,SOFT,4.0,12.0,,0 days 00:51:05.650000,6,Q
PIA,5.0,SOFT,5.0,13.0,0 days 00:54:48.878000,,6,Q
PIA,6.0,SOFT,1.0,14.0,,0 days 01:02:32.001000,6,Q
PIA,6.0,SOFT,2.0,15.0,,,6,Q
PIA,6.0,SOFT,3.0,16.0,0 days 01:07:46.602000,,6,Q
PIA,7.0,SOFT,1.0,17.0,,0 days 01:09:40.394000,6,Q
PIA,7.0,SOFT,2.0,18.0,,,6,Q
PIA,7.0,SOFT,3.0,19.0,0 days 01:15:07.125000,,6,Q
RUS,1.0,SOFT,9.0,1.0,,0 days 00:14:06.051000,6,Q
RUS,1.0,SOFT,10.0,2.0,,,6,Q
RUS,1.0,SOFT,11.0,3.0,0 days 00:19:05.894000,,6,Q
RUS,2.0,SOFT,1.0,4.0,,0 days 00:20:38.533000,6,Q
RUS,2.0,SOFT,2.0,5.0,,,6,Q
RUS,2.0,SOFT,3.0,6.0,0 days 00:25:59.784000,,6,Q
RUS,3.0,SOFT,1.0,7.0,,0 days 00:28:41.880000,6,Q
RUS,3.0,SOFT,2.0,8.0,,,6,Q
RUS,3.0,SOFT,3.0,9.0,0 days 00:34:08.524000,,6,Q
RUS,4.0,SOFT,1.0,10.0,,0 days 00:41:17.071000,6,Q
RUS,4.0,SOFT,2.0,11.0,,,6,Q
RUS,4.0,SOFT,3.0,12.0,0 days 00:46:32.317000,,6,Q
RUS,5.0,SOFT,1.0,13.0,,0 days 00:50:02.898000,6,Q
RUS,5.0,SOFT,2.0,14.0,,,6,Q
RUS,5.0,SOFT,3.0,15.0,0 days 00:55:24.744000,,6,Q
RUS,6.0,SOFT,1.0,16.0,,0 days 01:01:34.820000,6,Q
RUS,6.0,SOFT,2.0,17.0,,,6,Q
RUS,6.0,SOFT,3.0,18.0,0 days 01:06:53.493000,,6,Q
RUS,7.0,MEDIUM,1.0,19.0,,0 days 01:10:58.006000,6,Q
RUS,7.0,MEDIUM,2.0,20.0,,,6,Q
RUS,7.0,MEDIUM,3.0,21.0,0 days 01:16:27.899000,,6,Q
HAM,1.0,SOFT,4.0,1.0,,0 days 00:13:41.973000,6,Q
HAM,1.0,SOFT,5.0,2.0,,,6,Q
HAM,1.0,SOFT,6.0,3.0,0 days 00:18:57.851000,,6,Q
HAM,2.0,SOFT,1.0,4.0,,0 days 00:20:28.249000,6,Q
HAM,2.0,SOFT,2.0,5.0,,,6,Q
HAM,2.0,SOFT,3.0,6.0,0 days 00:25:35.299000,,6,Q
HAM,3.0,SOFT,1.0,7.0,,0 days 00:28:29.088000,6,Q
HAM,3.0,SOFT,2.0,8.0,,,6,Q
HAM,3.0,SOFT,3.0,9.0,0 days 00:33:52.655000,,6,Q
HAM,4.0,SOFT,1.0,10.0,,0 days 00:41:05.292000,6,Q
HAM,4.0,SOFT,2.0,11.0,,,6,Q
HAM,4.0,SOFT,3.0,12.0,0 days 00:46:21.272000,,6,Q
HAM,5.0,SOFT,1.0,13.0,,0 days 00:49:42.437000,6,Q
HAM,5.0,SOFT,2.0,14.0,,,6,Q
HAM,5.0,SOFT,3.0,15.0,0 days 00:55:03.050000,,6,Q
HAM,6.0,SOFT,1.0,16.0,,0 days 01:01:27.512000,6,Q
HAM,6.0,SOFT,2.0,17.0,,,6,Q
HAM,6.0,SOFT,3.0,18.0,0 days 01:06:36.730000,,6,Q
HAM,7.0,MEDIUM,1.0,19.0,,0 days 01:10:51.900000,6,Q
HAM,7.0,MEDIUM,2.0,20.0,,,6,Q
HAM,7.0,MEDIUM,3.0,21.0,0 days 01:16:21.877000,,6,Q
HUL,1.0,SOFT,1.0,1.0,,0 days 00:13:10.822000,6,Q
HUL,1.0,SOFT,2.0,2.0,,,6,Q
HUL,1.0,SOFT,3.0,3.0,0 days 00:18:35.326000,,6,Q
HUL,2.0,SOFT,4.0,4.0,,0 days 00:19:18.830000,6,Q
HUL,2.0,SOFT,5.0,5.0,,,6,Q
HUL,2.0,SOFT,6.0,6.0,0 days 00:24:30.547000,,6,Q
HUL,3.0,SOFT,1.0,7.0,,0 days 00:27:21.137000,6,Q
HUL,3.0,SOFT,2.0,8.0,,,6,Q
HUL,3.0,SOFT,3.0,9.0,0 days 00:32:53.229000,,6,Q
HUL,4.0,SOFT,1.0,10.0,,0 days 00:42:10.739000,6,Q
HUL,4.0,SOFT,2.0,11.0,,,6,Q
HUL,4.0,SOFT,3.0,12.0,0 days 00:47:17.284000,,6,Q
HUL,5.0,SOFT,1.0,13.0,,0 days 00:48:52.775000,6,Q
HUL,5.0,SOFT,2.0,14.0,,,6,Q
HUL,5.0,SOFT,3.0,15.0,0 days 00:53:58.403000,,6,Q
HUL,6.0,SOFT,4.0,16.0,,0 days 01:01:05.848000,6,Q
HUL,6.0,SOFT,5.0,17.0,,,6,Q
HUL,6.0,SOFT,6.0,18.0,0 days 01:06:02.153000,,6,Q
HUL,7.0,SOFT,1.0,19.0,,0 days 01:09:27.410000,6,Q
HUL,7.0,SOFT,2.0,20.0,,,6,Q
HUL,7.0,SOFT,3.0,21.0,0 days 01:14:35.400000,,6,Q
TSU,1.0,SOFT,1.0,1.0,,0 days 00:15:18.836000,6,Q
TSU,1.0,SOFT,2.0,2.0,,,6,Q
TSU,1.0,SOFT,3.0,3.0,,,6,Q
TSU,1.0,SOFT,4.0,4.0,,,6,Q
TSU,1.0,SOFT,5.0,5.0,,,6,Q
TSU,1.0,SOFT,6.0,6.0,0 days 00:26:01.463000,,6,Q
TSU,2.0,SOFT,1.0,7.0,,0 days 00:28:04.092000,6,Q
TSU,2.0,SOFT,2.0,8.0,,,6,Q
TSU,2.0,SOFT,3.0,9.0,0 days 00:33:31.629000,,6,Q
TSU,3.0,SOFT,1.0,10.0,,0 days 00:40:14.257000,6,Q
TSU,3.0,SOFT,2.0,11.0,,,6,Q
TSU,3.0,SOFT,3.0,12.0,0 days 00:45:24.975000,,6,Q
TSU,4.0,SOFT,1.0,13.0,,0 days 00:48:55.618000,6,Q
TSU,4.0,SOFT,2.0,14.0,,,6,Q
TSU,4.0,SOFT,3.0,15.0,0 days 00:54:19.137000,,6,Q
TSU,5.0,SOFT,4.0,16.0,,0 days 01:01:17.459000,6,Q
TSU,5.0,SOFT,5.0,17.0,,,6,Q
TSU,5.0,SOFT,6.0,18.0,0 days 01:06:23.114000,,6,Q
TSU,6.0,SOFT,1.0,19.0,,0 days 01:09:32.403000,6,Q
TSU,6.0,SOFT,2.0,20.0,,,6,Q
TSU,6.0,SOFT,3.0,21.0,0 days 01:14:55.888000,,6,Q
STR,1.0,SOFT,1.0,1.0,,0 days 00:14:27.996000,6,Q
STR,1.0,SOFT,2.0,2.0,,,6,Q
STR,1.0,SOFT,3.0,3.0,,,6,Q
STR,1.0,SOFT,4.0,4.0,,,6,Q
STR,1.0,SOFT,5.0,5.0,,,6,Q
STR,1.0,SOFT,6.0,6.0,0 days 00:25:08.239000,,6,Q
STR,2.0,SOFT,1.0,7.0,,0 days 00:28:59.424000,6,Q
STR,2.0,SOFT,2.0,8.0,,,6,Q
STR,2.0,SOFT,3.0,9.0,0 days 00:34:18.949000,,6,Q
STR,3.0,SOFT,1.0,10.0,,0 days 00:40:18.832000,6,Q
STR,3.0,SOFT,2.0,11.0,,,6,Q
STR,3.0,SOFT,3.0,12.0,0 days 00:45:38.945000,,6,Q
STR,4.0,SOFT,1.0,13.0,,0 days 00:49:25.816000,6,Q
STR,4.0,SOFT,2.0,14.0,,,6,Q
STR,4.0,SOFT,3.0,15.0,0 days 00:54:56.530000,,6,Q
GAS,1.0,SOFT,1.0,1.0,,0 days 00:13:31.243000,6,Q
GAS,1.0,SOFT,2.0,2.0,,,6,Q
GAS,1.0,SOFT,3.0,3.0,0 days 00:18:44.886000,,6,Q
GAS,2.0,SOFT,1.0,4.0,,0 days 00:20:32.053000,6,Q
GAS,2.0,SOFT,2.0,5.0,,,6,Q
GAS,2.0,SOFT,3.0,6.0,0 days 00:25:45.704000,,6,Q
GAS,3.0,SOFT,1.0,7.0,,0 days 00:28:51.221000,6,Q
GAS,3.0,SOFT,2.0,8.0,,,6,Q
GAS,3.0,SOFT,3.0,9.0,0 days 00:34:15.064000,,6,Q
GAS,4.0,SOFT,1.0,10.0,,0 days 00:41:46.175000,6,Q
GAS,4.0,SOFT,2.0,11.0,,,6,Q
GAS,4.0,SOFT,3.0,12.0,0 days 00:47:16.067000,,6,Q
GAS,5.0,SOFT,1.0,13.0,,0 days 00:50:32.910000,6,Q
GAS,5.0,SOFT,2.0,14.0,,,6,Q
GAS,5.0,SOFT,3.0,15.0,0 days 00:55:53.464000,,6,Q
OCO,1.0,SOFT,1.0,1.0,,0 days 00:13:15.679000,6,Q
OCO,1.0,SOFT,2.0,2.0,,,6,Q
OCO,1.0,SOFT,3.0,3.0,0 days 00:18:41.114000,,6,Q
OCO,2.0,SOFT,1.0,4.0,,0 days 00:20:36.128000,6,Q
OCO,2.0,SOFT,2.0,5.0,,,6,Q
OCO,2.0,SOFT,3.0,6.0,0 days 00:25:55.884000,,6,Q
OCO,3.0,SOFT,1.0,7.0,,0 days 00:27:54.678000,6,Q
OCO,3.0,SOFT,2.0,8.0,,,6,Q
OCO,3.0,SOFT,3.0,9.0,0 days 00:33:17.809000,,6,Q
OCO,4.0,SOFT,1.0,10.0,,0 days 00:41:36.572000,6,Q
OCO,4.0,SOFT,2.0,11.0,,,6,Q
OCO,4.0,SOFT,3.0,12.0,0 days 00:47:12.291000,,6,Q
OCO,5.0,SOFT,1.0,13.0,,0 days 00:50:21.017000,6,Q
OCO,5.0,SOFT,2.0,14.0,,,6,Q
OCO,5.0,SOFT,3.0,15.0,0 days 00:55:43.888000,,6,Q
ALB,1.0,SOFT,1.0,1.0,,0 days 00:13:49.266000,6,Q
ALB,1.0,SOFT,2.0,2.0,,,6,Q
ALB,1.0,SOFT,3.0,3.0,,,6,Q
ALB,1.0,SOFT,4.0,4.0,,,6,Q
ALB,1.0,SOFT,5.0,5.0,,,6,Q
ALB,1.0,SOFT,6.0,6.0,0 days 00:24:28.642000,,6,Q
ALB,2.0,SOFT,1.0,7.0,,0 days 00:27:42.329000,6,Q
ALB,2.0,SOFT,2.0,8.0,,,6,Q
ALB,2.0,SOFT,3.0,9.0,0 days 00:33:07.057000,,6,Q
ALB,3.0,SOFT,1.0,10.0,,0 days 00:42:17.212000,6,Q
ALB,3.0,SOFT,2.0,11.0,,,6,Q
ALB,3.0,SOFT,3.0,12.0,0 days 00:47:48.686000,,6,Q
ALB,4.0,SOFT,1.0,13.0,,0 days 00:51:01.508000,6,Q
ALB,4.0,SOFT,2.0,14.0,,,6,Q
ALB,4.0,SOFT,3.0,15.0,0 days 00:56:09.812000,,6,Q
ALO,1.0,SOFT,1.0,1.0,,0 days 00:14:12.366000,6,Q
ALO,1.0,SOFT,2.0,2.0,,,6,Q
ALO,1.0,SOFT,3.0,3.0,0 days 00:19:46.415000,,6,Q
ALO,2.0,SOFT,1.0,4.0,,0 days 00:20:12.489000,6,Q
ALO,2.0,SOFT,2.0,5.0,,,6,Q
ALO,2.0,SOFT,3.0,6.0,0 days 00:25:26.274000,,6,Q
ALO,3.0,SOFT,4.0,7.0,,0 days 00:28:55.191000,6,Q
ALO,3.0,SOFT,5.0,8.0,,,6,Q
ALO,3.0,SOFT,6.0,9.0,0 days 00:34:12.017000,,6,Q
ALO,4.0,SOFT,1.0,10.0,,0 days 00:41:31.294000,6,Q
ALO,4.0,SOFT,2.0,11.0,,,6,Q
ALO,4.0,SOFT,3.0,12.0,0 days 00:46:56.123000,,6,Q
ALO,5.0,SOFT,1.0,13.0,,0 days 00:49:07.436000,6,Q
ALO,5.0,SOFT,2.0,14.0,,,6,Q
ALO,5.0,SOFT,3.0,15.0,0 days 00:54:34.150000,,6,Q
BOT,1.0,SOFT,1.0,1.0,,0 days 00:18:57.814000,6,Q
BOT,1.0,SOFT,2.0,2.0,,,6,Q
BOT,1.0,SOFT,3.0,3.0,0 days 00:24:06.375000,,6,Q
BOT,2.0,SOFT,1.0,4.0,,0 days 00:29:12.464000,6,Q
BOT,2.0,SOFT,2.0,5.0,,,6,Q
BOT,2.0,SOFT,3.0,6.0,0 days 00:34:24.639000,,6,Q
SAR,1.0,SOFT,1.0,1.0,,0 days 00:13:05.627000,6,Q
SAR,1.0,SOFT,2.0,2.0,0 days 00:16:26.491000,,6,Q
SAR,2.0,SOFT,1.0,3.0,,0 days 00:19:36.926000,6,Q
SAR,2.0,SOFT,2.0,4.0,,,6,Q
SAR,2.0,SOFT,3.0,5.0,0 days 00:24:42.298000,,6,Q
SAR,3.0,SOFT,1.0,6.0,,0 days 00:27:30.847000,6,Q
SAR,3.0,SOFT,2.0,7.0,,,6,Q
SAR,3.0,SOFT,3.0,8.0,0 days 00:33:02.413000,,6,Q
RIC,1.0,SOFT,1.0,1.0,,0 days 00:14:02.421000,6,Q
RIC,1.0,SOFT,2.0,2.0,,,6,Q
RIC,1.0,SOFT,3.0,3.0,0 days 00:19:30.284000,,6,Q
RIC,2.0,SOFT,4.0,4.0,,0 days 00:20:22.305000,6,Q
RIC,2.0,SOFT,5.0,5.0,,,6,Q
RIC,2.0,SOFT,6.0,6.0,0 days 00:25:31.520000,,6,Q
RIC,3.0,SOFT,1.0,7.0,,0 days 00:28:18.011000,6,Q
RIC,3.0,SOFT,2.0,8.0,,,6,Q
RIC,3.0,SOFT,3.0,9.0,0 days 00:33:33.201000,,6,Q
MAG,1.0,SOFT,1.0,1.0,,0 days 00:13:07.533000,6,Q
MAG,1.0,SOFT,2.0,2.0,,,6,Q
MAG,1.0,SOFT,3.0,3.0,0 days 00:18:27.781000,,6,Q
MAG,2.0,SOFT,4.0,4.0,,0 days 00:19:45.191000,6,Q
MAG,2.0,SOFT,5.0,5.0,,,6,Q
MAG,2.0,SOFT,6.0,6.0,0 days 00:24:47.525000,,6,Q
MAG,3.0,SOFT,1.0,7.0,,0 days 00:27:17.153000,6,Q
MAG,3.0,SOFT,2.0,8.0,,,6,Q
MAG,3.0,SOFT,3.0,9.0,0 days 00:32:45.478000,,6,Q
ZHO,1.0,SOFT,1.0,1.0,,0 days 00:13:57.621000,6,Q
ZHO,1.0,SOFT,2.0,2.0,,,6,Q
ZHO,1.0,SOFT,3.0,3.0,0 days 00:19:02.772000,,6,Q
ZHO,2.0,SOFT,1.0,4.0,,0 days 00:20:44.977000,6,Q
ZHO,2.0,SOFT,2.0,5.0,,,6,Q
ZHO,2.0,SOFT,3.0,6.0,0 days 00:26:03.884000,,6,Q
ZHO,3.0,SOFT,1.0,7.0,,0 days 00:29:08.197000,6,Q
ZHO,3.0,SOFT,2.0,8.0,,,6,Q
ZHO,3.0,SOFT,3.0,9.0,0 days 00:34:21.448000,,6,Q
VER,1.0,MEDIUM,1.0,1.0,,,6,R
VER,1.0,MEDIUM,2.0,2.0,,,6,R
VER,1.0,MEDIUM,3.0,3.0,,,6,R
VER,1.0,MEDIUM,4.0,4.0,,,6,R
VER,1.0,MEDIUM,5.0,5.0,,,6,R
VER,1.0,MEDIUM,6.0,6.0,,,6,R
VER,1.0,MEDIUM,7.0,7.0,,,6,R
VER,1.0,MEDIUM,8.0,8.0,,,6,R
VER,1.0,MEDIUM,9.0,9.0,,,6,R
VER,1.0,MEDIUM,10.0,10.0,,,6,R
VER,1.0,MEDIUM,11.0,11.0,,,6,R
VER,1.0,MEDIUM,12.0,12.0,,,6,R
VER,1.0,MEDIUM,13.0,13.0,,,6,R
VER,1.0,MEDIUM,14.0,14.0,,,6,R
VER,1.0,MEDIUM,15.0,15.0,,,6,R
VER,1.0,MEDIUM,16.0,16.0,,,6,R
VER,1.0,MEDIUM,17.0,17.0,,,6,R
VER,1.0,MEDIUM,18.0,18.0,,,6,R
VER,1.0,MEDIUM,19.0,19.0,,,6,R
VER,1.0,MEDIUM,20.0,20.0,,,6,R
VER,1.0,MEDIUM,21.0,21.0,,,6,R
VER,1.0,MEDIUM,22.0,22.0,,,6,R
VER,1.0,MEDIUM,23.0,23.0,0 days 01:31:37.085000,,6,R
VER,2.0,HARD,1.0,24.0,,0 days 01:31:59.334000,6,R
VER,2.0,HARD,2.0,25.0,,,6,R
VER,2.0,HARD,3.0,26.0,,,6,R
VER,2.0,HARD,4.0,27.0,,,6,R
VER,2.0,HARD,5.0,28.0,,,6,R
VER,2.0,HARD,6.0,29.0,,,6,R
VER,2.0,HARD,7.0,30.0,,,6,R
VER,2.0,HARD,8.0,31.0,,,6,R
VER,2.0,HARD,9.0,32.0,,,6,R
VER,2.0,HARD,10.0,33.0,,,6,R
VER,2.0,HARD,11.0,34.0,,,6,R
VER,2.0,HARD,12.0,35.0,,,6,R
VER,2.0,HARD,13.0,36.0,,,6,R
VER,2.0,HARD,14.0,37.0,,,6,R
VER,2.0,HARD,15.0,38.0,,,6,R
VER,2.0,HARD,16.0,39.0,,,6,R
VER,2.0,HARD,17.0,40.0,,,6,R
VER,2.0,HARD,18.0,41.0,,,6,R
VER,2.0,HARD,19.0,42.0,,,6,R
VER,2.0,HARD,20.0,43.0,,,6,R
VER,2.0,HARD,21.0,44.0,,,6,R
VER,2.0,HARD,22.0,45.0,,,6,R
VER,2.0,HARD,23.0,46.0,,,6,R
VER,2.0,HARD,24.0,47.0,,,6,R
VER,2.0,HARD,25.0,48.0,,,6,R
VER,2.0,HARD,26.0,49.0,,,6,R
VER,2.0,HARD,27.0,50.0,,,6,R
VER,2.0,HARD,28.0,51.0,,,6,R
VER,2.0,HARD,29.0,52.0,,,6,R
VER,2.0,HARD,30.0,53.0,,,6,R
VER,2.0,HARD,31.0,54.0,,,6,R
VER,2.0,HARD,32.0,55.0,,,6,R
VER,2.0,HARD,33.0,56.0,,,6,R
VER,2.0,HARD,34.0,57.0,,,6,R
GAS,1.0,MEDIUM,1.0,1.0,,,6,R
GAS,1.0,MEDIUM,2.0,2.0,,,6,R
GAS,1.0,MEDIUM,3.0,3.0,,,6,R
GAS,1.0,MEDIUM,4.0,4.0,,,6,R
GAS,1.0,MEDIUM,5.0,5.0,,,6,R
GAS,1.0,MEDIUM,6.0,6.0,,,6,R
GAS,1.0,MEDIUM,7.0,7.0,,,6,R
GAS,1.0,MEDIUM,8.0,8.0,,,6,R
GAS,1.0,MEDIUM,9.0,9.0,,,6,R
GAS,1.0,MEDIUM,10.0,10.0,,,6,R
GAS,1.0,MEDIUM,11.0,11.0,,,6,R
GAS,1.0,MEDIUM,12.0,12.0,0 days 01:14:42.639000,,6,R
GAS,2.0,HARD,1.0,13.0,,0 days 01:15:05.161000,6,R
GAS,2.0,HARD,2.0,14.0,,,6,R
GAS,2.0,HARD,3.0,15.0,,,6,R
GAS,2.0,HARD,4.0,16.0,,,6,R
GAS,2.0,HARD,5.0,17.0,,,6,R
GAS,2.0,HARD,6.0,18.0,,,6,R
GAS,2.0,HARD,7.0,19.0,,,6,R
GAS,2.0,HARD,8.0,20.0,,,6,R
GAS,2.0,HARD,9.0,21.0,,,6,R
GAS,2.0,HARD,10.0,22.0,,,6,R
GAS,2.0,HARD,11.0,23.0,,,6,R
GAS,2.0,HARD,12.0,24.0,,,6,R
GAS,2.0,HARD,13.0,25.0,,,6,R
GAS,2.0,HARD,14.0,26.0,,,6,R
GAS,2.0,HARD,15.0,27.0,,,6,R
GAS,2.0,HARD,16.0,28.0,,,6,R
GAS,2.0,HARD,17.0,29.0,,,6,R
GAS,2.0,HARD,18.0,30.0,,,6,R
GAS,2.0,HARD,19.0,31.0,,,6,R
GAS,2.0,HARD,20.0,32.0,,,6,R
GAS,2.0,HARD,21.0,33.0,,,6,R
GAS,2.0,HARD,22.0,34.0,,,6,R
GAS,2.0,HARD,23.0,35.0,,,6,R
GAS,2.0,HARD,24.0,36.0,,,6,R
GAS,2.0,HARD,25.0,37.0,,,6,R
