Driver,Stint,Compound,TyreLife,LapNumber,PitInTime,PitOutTime,Round,Session
NOR,1.0,SOFT,1.0,1.0,,0 days 00:14:16.306000,16,Q
NOR,1.0,SOFT,2.0,2.0,,,16,Q
NOR,1.0,SOFT,3.0,3.0,0 days 00:19:18.770000,,16,Q
NOR,2.0,SOFT,1.0,4.0,,0 days 00:41:40.139000,16,Q
NOR,2.0,SOFT,2.0,5.0,,,16,Q
NOR,2.0,SOFT,3.0,6.0,0 days 00:46:34.663000,,16,Q
NOR,3.0,SOFT,1.0,7.0,,0 days 01:03:43.411000,16,Q
NOR,3.0,SOFT,2.0,8.0,,,16,Q
NOR,3.0,SOFT,3.0,9.0,0 days 01:08:48.763000,,16,Q
NOR,4.0,SOFT,1.0,10.0,,0 days 01:11:57.071000,16,Q
NOR,4.0,SOFT,2.0,11.0,,,16,Q
NOR,4.0,SOFT,3.0,12.0,0 days 01:17:01.169000,,16,Q
PIA,1.0,SOFT,1.0,1.0,,0 days 00:14:20.318000,16,Q
PIA,1.0,SOFT,2.0,2.0,,,16,Q
PIA,1.0,SOFT,3.0,3.0,,,16,Q
PIA,1.0,SOFT,4.0,4.0,0 days 00:21:18.741000,,16,Q
PIA,2.0,SOFT,5.0,5.0,,0 days 00:25:52.790000,16,Q
PIA,2.0,SOFT,6.0,6.0,,,16,Q
PIA,2.0,SOFT,7.0,7.0,0 days 00:30:57.191000,,16,Q
PIA,3.0,SOFT,1.0,8.0,,0 days 00:41:28.981000,16,Q
PIA,3.0,SOFT,2.0,9.0,,,16,Q
PIA,3.0,SOFT,3.0,10.0,0 days 00:46:25.679000,,16,Q
PIA,4.0,SOFT,4.0,11.0,,0 days 00:50:36.759000,16,Q
PIA,4.0,SOFT,5.0,12.0,,,16,Q
PIA,4.0,SOFT,6.0,13.0,0 days 00:55:28.517000,,16,Q
PIA,5.0,SOFT,1.0,14.0,,0 days 01:03:31.114000,16,Q
PIA,5.0,SOFT,2.0,15.0,,,16,Q
PIA,5.0,SOFT,3.0,16.0,0 days 01:08:36.311000,,16,Q
PIA,6.0,SOFT,1.0,17.0,,0 days 01:12:03.721000,16,Q
PIA,6.0,SOFT,2.0,18.0,,,16,Q
PIA,6.0,SOFT,3.0,19.0,0 days 01:17:11.568000,,16,Q
RUS,1.0,SOFT,1.0,1.0,,0 days 00:17:29.247000,16,Q
RUS,1.0,SOFT,2.0,2.0,,,16,Q
RUS,1.0,SOFT,3.0,3.0,0 days 00:22:29.413000,,16,Q
RUS,2.0,SOFT,4.0,4.0,,0 days 00:26:06.735000,16,Q
RUS,2.0,SOFT,5.0,5.0,,,16,Q
RUS,2.0,SOFT,6.0,6.0,0 days 00:31:14.095000,,16,Q
RUS,3.0,SOFT,1.0,7.0,,0 days 00:43:54.940000,16,Q
RUS,3.0,SOFT,2.0,8.0,,,16,Q
RUS,3.0,SOFT,3.0,9.0,0 days 00:48:51.595000,,16,Q
RUS,4.0,SOFT,4.0,10.0,,0 days 00:52:46.963000,16,Q
RUS,4.0,SOFT,5.0,11.0,,,16,Q
RUS,4.0,SOFT,6.0,12.0,0 days 00:57:38.568000,,16,Q
RUS,5.0,SOFT,1.0,13.0,,0 days 01:04:27.960000,16,Q
RUS,5.0,SOFT,2.0,14.0,,,16,Q
RUS,5.0,SOFT,3.0,15.0,0 days 01:09:25.111000,,16,Q
RUS,6.0,SOFT,1.0,16.0,,0 days 01:12:50.802000,16,Q
RUS,6.0,SOFT,2.0,17.0,,,16,Q
RUS,6.0,SOFT,3.0,18.0,0 days 01:17:49.253000,,16,Q
