Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:45:45.301000,LEC,,1.0,1.0,,,,0 days 00:00:29.959000,0 days 00:00:25.841000,,0 days 00:45:19.526000,0 days 00:45:45.483000,228.0,287.0,274.0,248.0,False,MEDIUM,2.0,False,0 days 00:44:13.204000,2024-11-30 14:03:27.543,6.0,False
0 days 00:47:12.095000,LEC,0 days 00:01:26.794000,2.0,1.0,,,0 days 00:00:32.421000,0 days 00:00:29.355000,0 days 00:00:25.018000,0 days 00:46:17.708000,0 days 00:46:47.063000,0 days 00:47:12.081000,240.0,285.0,277.0,297.0,True,MEDIUM,3.0,False,0 days 00:45:45.301000,2024-11-30 14:04:59.640,6.0,False
0 days 00:48:38.178000,LEC,0 days 00:01:26.083000,3.0,1.0,,,0 days 00:00:31.819000,0 days 00:00:29.236000,0 days 00:00:25.028000,0 days 00:47:43.900000,0 days 00:48:13.136000,0 days 00:48:38.164000,239.0,285.0,275.0,298.0,True,MEDIUM,4.0,False,0 days 00:47:12.095000,2024-11-30 14:06:26.434,6.0,False
0 days 00:50:04.626000,LEC,0 days 00:01:26.448000,4.0,1.0,,,0 days 00:00:31.914000,0 days 00:00:29.600000,0 days 00:00:24.934000,0 days 00:49:10.078000,0 days 00:49:39.678000,0 days 00:50:04.612000,238.0,285.0,274.0,301.0,False,MEDIUM,5.0,False,0 days 00:48:38.178000,2024-11-30 14:07:52.517,6.0,False
0 days 00:51:30.541000,LEC,0 days 00:01:25.915000,5.0,1.0,,,0 days 00:00:31.822000,0 days 00:00:29.259000,0 days 00:00:24.834000,0 days 00:50:36.434000,0 days 00:51:05.693000,0 days 00:51:30.527000,240.0,285.0,276.0,297.0,True,MEDIUM,6.0,False,0 days 00:50:04.626000,2024-11-30 14:09:18.965,6.0,False
0 days 00:52:56.063000,LEC,0 days 00:01:25.522000,6.0,1.0,,,0 days 00:00:31.652000,0 days 00:00:29.132000,0 days 00:00:24.738000,0 days 00:52:02.179000,0 days 00:52:31.311000,0 days 00:52:56.049000,243.0,285.0,277.0,303.0,True,MEDIUM,7.0,False,0 days 00:51:30.541000,2024-11-30 14:10:44.880,6.0,False
0 days 00:54:21.671000,LEC,0 days 00:01:25.608000,7.0,1.0,,,0 days 00:00:31.752000,0 days 00:00:29.112000,0 days 00:00:24.744000,0 days 00:53:27.801000,0 days 00:53:56.913000,0 days 00:54:21.657000,239.0,285.0,276.0,301.0,False,MEDIUM,8.0,False,0 days 00:52:56.063000,2024-11-30 14:12:10.402,6.0,False
0 days 00:55:47.198000,LEC,0 days 00:01:25.527000,8.0,1.0,,,0 days 00:00:31.699000,0 days 00:00:29.143000,0 days 00:00:24.685000,0 days 00:54:53.356000,0 days 00:55:22.499000,0 days 00:55:47.184000,,285.0,278.0,302.0,False,MEDIUM,9.0,False,0 days 00:54:21.671000,2024-11-30 14:13:36.010,6.0,False
0 days 00:57:12.308000,LEC,0 days 00:01:25.110000,9.0,1.0,,,0 days 00:00:31.487000,0 days 00:00:29.175000,0 days 00:00:24.448000,0 days 00:56:18.671000,0 days 00:56:47.846000,0 days 00:57:12.294000,243.0,287.0,281.0,304.0,True,MEDIUM,10.0,False,0 days 00:55:47.198000,2024-11-30 14:15:01.537,6.0,False
0 days 00:58:37.609000,LEC,0 days 00:01:25.301000,10.0,1.0,,,0 days 00:00:31.398000,0 days 00:00:29.369000,0 days 00:00:24.534000,0 days 00:57:43.692000,0 days 00:58:13.061000,0 days 00:58:37.595000,240.0,287.0,281.0,321.0,False,MEDIUM,11.0,False,0 days 00:57:12.308000,2024-11-30 14:16:26.647,6.0,False
